,,,,SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
D,BigRiver,C,14,3,14:33:27,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.021841,1.816975,-0.022107,-0.535253,1.533,1.564196,3.907778,2.374779,15.517398,15.207914,38.766586,0.441786,7.5,PSF-00232_20240808143327_7e0,0,0,0,99.420189,394.055817,0.7477,0.5,0.8,4.60066,1,40.07,40.89,28.14,28.5,28.5,100.8,75.2,-13.1,117.4,15,3.837,14:31:00,8/8/24,0.13,1,-0.003,-0.004,0.007,0.055,0.266,0.345,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,364.923462,25,-22.066088,354.682098,362.437134,-7.755035,2.468871,2.475991,1.028276,0.579194,0.240724,0.004102,0.190907,0.119895,99.420189,0.000639,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808143327_7e0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,1,15:04:16,8/8/24,Manual gsw+F,LI-COR Default,,001,,,-0.017117,2.027228,-0.017263,-0.352196,1.468274,1.486141,3.479951,2.011677,14.703204,14.526432,34.42905,0.441786,7.5,PSF-00232_20240808150416_8ea,0,0,0,155.076019,524.58252,0.704382,0.5,0.8,1.780457,1,38.99,39.46,27.87,26.52,26.52,101.08,86.7,-6,106.9,6,3.841,15:03:45,8/8/24,0.11,1,0,0.001,-0.003,1.149,2.633,6.348,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,520.748352,25,-3.123278,518.251038,520.107117,-1.856079,2.466851,2.474478,1.105596,0.59127,0.243319,-0.016156,0.146642,0.112339,155.076019,0.000642,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150416_8ea,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,2,15:04:30,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.014871,1.972982,-0.014984,-0.325473,1.497732,1.514843,3.637575,2.139843,14.986209,14.816923,35.986198,0.441786,7.5,PSF-00232_20240808150430_322,0,0,0,148.637299,680.87207,0.781696,0.5,0.8,1.16572,1,39.79,40.24,27.86,27.28,27.28,101.08,83.7,-9.7,111.6,4,3.839,15:03:45,8/8/24,0.11,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,669.421082,25,-8.473843,665.587646,668.729797,-3.142151,2.467996,2.475663,1.084686,0.584972,0.243399,-0.00718,0.148154,0.110179,148.637299,0.000651,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150430_322,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,3,15:05:00,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.011712,1.885897,-0.011786,-0.246034,1.550075,1.563786,3.606496,2.056421,15.469778,15.334143,35.677322,0.441786,7.5,PSF-00232_20240808150500_e31,0,0,0,124.225975,446.017029,0.721477,0.5,0.8,0.929462,1,41.24,41.6,27.84,27.13,27.13,101.09,78.9,-10.3,113,3,3.837,15:03:45,8/8/24,0.11,1,0,0,0.005,0.661,1.244,2.22,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,441.053864,25,-3.402596,439.819702,441.141418,-1.321716,2.469976,2.477792,1.052554,0.583928,0.24362,-0.008635,0.151496,0.109756,124.225975,0.000645,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150500_e31,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,4,15:05:19,8/8/24,Manual gsw+F,LI-COR Default,,004,,,-0.048137,1.848576,-0.049424,-0.977376,1.47788,1.533803,3.428425,1.950544,15.172756,14.619559,33.914829,0.441786,7.5,PSF-00232_20240808150519_3f8,0,0,0,140.509491,508.806305,0.723845,0.5,0.8,1.809283,1,39.37,40.86,27.81,26.27,26.27,101.09,76.9,-8.8,111.5,6,3.835,15:03:45,8/8/24,0.11,1,0,0,0.001,0.799,1.866,4.821,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,503.671631,25,-4.255059,500.902527,502.709198,-1.806671,2.468906,2.475055,1.039287,0.586426,0.243858,-0.018452,0.153479,0.11228,140.509491,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150519_3f8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,5,15:05:59,8/8/24,Manual gsw+F,LI-COR Default,,005,,,-0.04881,1.825323,-0.050151,-1.027836,1.473899,1.533668,3.494869,2.02097,15.170826,14.579597,34.570747,0.441786,7.5,PSF-00232_20240808150559_129,0,0,0,107.927444,186.660645,0.421799,0.5,0.8,71.313812,1,39.35,40.95,27.78,26.59,26.59,101.09,75.7,-12.5,116.5,423,3.834,15:03:45,8/8/24,0.11,1,0.001,0.001,0,-8.927,0.885,-16.168,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,180.688263,25,-4.498101,178.57576,180.215271,-1.639511,2.469037,2.475031,1.031165,0.580115,0.244213,-0.014199,0.157413,0.459444,107.927444,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150559_129,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,6,15:06:27,8/8/24,Manual gsw+F,LI-COR Default,,006,,,-0.027591,1.811675,-0.028018,-0.555147,1.528008,1.56058,3.481379,1.953371,15.437379,15.115173,34.438065,0.441786,7.5,PSF-00232_20240808150627_23f,0,0,0,76.197983,294.437469,0.741208,0.5,0.8,15.200664,1,40.83,41.7,27.76,26.53,26.53,101.09,75,-12.4,116.5,51,3.833,15:03:45,8/8/24,0.11,1,-0.001,0,0.001,0.223,0.666,1.52,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,289.209351,25,-3.56402,289.192902,289.330566,-0.137665,2.470135,2.47721,1.026448,0.580383,0.244349,-0.014802,0.160037,0.149813,76.197983,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150627_23f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,7,15:07:00,8/8/24,Manual gsw+F,LI-COR Default,,007,,,-0.021466,1.817314,-0.021722,-0.493116,1.535574,1.564392,3.770257,2.234682,15.474703,15.189646,37.29475,0.441786,7.5,PSF-00232_20240808150700_1e8,0,0,0,93.521835,153.980774,0.39264,0.5,0.8,48.641243,1,41.03,41.8,27.76,27.89,27.89,101.09,75.3,-12.1,116,310,3.831,15:03:45,8/8/24,0.11,1,-0.002,-0.001,0.002,-1.781,-0.901,-4.665,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,150.303833,25,-2.833078,149.125809,149.921234,-0.795425,2.470285,2.477509,1.028393,0.580865,0.244355,0.001278,0.163153,0.365264,93.521835,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150700_1e8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,8,15:08:32,8/8/24,Manual gsw+F,LI-COR Default,,008,,,-0.023586,1.809598,-0.023897,-0.470431,1.534502,1.562142,3.475277,1.940775,15.452448,15.179033,34.376858,0.441786,7.5,PSF-00232_20240808150832_758,0,0,0,62.659622,213.829041,0.706964,0.5,0.8,4.805645,1,40.92,41.66,27.79,26.5,26.5,101.09,74.9,-11.1,114.8,17,3.829,15:03:45,8/8/24,0.11,1,0.001,0,-0.001,0.109,0.312,0.732,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,212.877991,25,-0.447996,214.144714,213.187103,0.957611,2.470076,2.477346,1.025734,0.582583,0.244041,-0.015531,0.171444,0.121238,62.659622,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150832_758,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,9,15:09:02,8/8/24,Manual gsw+F,LI-COR Default,,009,,,-0.005541,1.811964,-0.005558,-0.104838,1.588048,1.594194,3.447468,1.85942,15.769966,15.709167,34.102787,0.441786,7.5,PSF-00232_20240808150902_3fd,0,0,0,76.123238,290.387024,0.737856,0.5,0.8,3.825373,1,42.36,42.53,27.79,26.36,26.36,101.09,75,-12.5,116.6,13,3.829,15:03:45,8/8/24,0.11,1,0.001,0.002,-0.001,0.845,1.878,4.243,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,290.387024,25,0.219464,290.933136,290.701508,0.231628,2.471334,2.479455,1.026548,0.580192,0.244087,-0.017071,0.17403,0.117876,76.123238,0.000659,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150902_3fd,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,15,10,15:09:20,8/8/24,Manual gsw+F,LI-COR Default,,010,,,-0.002566,1.81634,-0.002569,-0.047193,1.59949,1.602248,3.41021,1.81072,15.849758,15.822475,33.734478,0.441786,7.5,PSF-00232_20240808150920_f7a,0,0,0,116.026283,346.674438,0.665316,0.5,0.8,4.379268,1,42.68,42.76,27.78,26.18,26.18,101.09,75.2,-12.3,116.3,16,3.828,15:03:45,8/8/24,0.11,1,-0.002,-0.002,-0.003,0.28,0.478,2.047,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,346.674438,25,2.593663,347.343933,350.39093,-3.046997,2.471664,2.47992,1.028056,0.58057,0.244135,-0.019163,0.175546,0.12079,116.026283,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808150920_f7a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,15,1,15:22:23,8/8/24,Manual gsw+F,LI-COR Default,,001,,,0.006793,1.95179,0.006769,0.138556,1.549881,1.542497,3.566553,2.016672,15.260046,15.333102,35.284199,0.441786,7.5,PSF-00232_20240808152223_9b6,0,0,0,163.115143,508.009216,0.678913,0.5,0.8,0.09958,1,41.73,41.53,27.63,26.94,26.94,101.08,82.5,-12.4,115,0,3.827,15:21:43,8/8/24,0.09,1,0.001,-0.002,-0.003,-0.022,2.509,1.871,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,488.976013,25,-13.146064,482.57196,489.172119,-6.600159,2.469921,2.478592,1.076709,0.580291,0.24562,-0.00841,0.151668,0.107377,163.115143,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808152223_9b6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,15,2,15:23:27,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.051355,1.849089,-0.052822,-1.068722,1.445815,1.506959,3.441588,1.995773,14.907735,14.302855,34.046227,0.441786,7.5,PSF-00232_20240808152327_f92,0,0,0,131.594543,385.327637,0.658487,0.5,0.8,0.295335,1,39.03,40.69,27.58,26.33,26.33,101.09,76.9,-11.9,115.4,1,3.823,15:21:43,8/8/24,0.09,1,0,0,0.001,-0.093,-0.132,0.222,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,376.819977,25,-5.760471,373.92569,377.073395,-3.147705,2.468699,2.474637,1.039467,0.581221,0.246076,-0.014968,0.158446,0.108006,131.594543,0.000656,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808152327_f92,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,15,3,15:25:19,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.014886,1.817048,-0.015009,-0.317007,1.511635,1.530166,3.592677,2.081042,15.138243,14.954911,35.543083,0.441786,7.5,PSF-00232_20240808152519_fe0,0,0,0,105.106476,389.097717,0.729871,0.5,0.8,0.406754,1,41.13,41.63,27.45,27.06,27.06,101.08,75.2,-11.9,115.9,1,3.823,15:21:43,8/8/24,0.09,1,0.001,0.002,0.004,0.342,0.477,1.218,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,382.962952,25,-4.233294,380.74173,383.031799,-2.29007,2.470111,2.477752,1.028301,0.581091,0.247378,-0.004797,0.169004,0.108232,105.233788,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808152519_fe0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,1,15:46:41,8/8/24,Manual gsw+F,LI-COR Default,,001,,,0.034769,2.156635,0.034217,0.680315,1.455459,1.423725,3.416754,1.961296,14.084987,14.398933,33.802143,0.441786,7.5,PSF-00232_20240808154641_880,0,0,0,252.734894,766.88147,0.670438,0.5,0.8,3.347348,1,40.22,39.34,27.19,26.21,26.21,101.08,94.4,-11.4,112,12,3.828,15:46:25,8/8/24,0.1,1,-0.001,0.001,-0.003,0.711,1.37,3.885,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,726.256348,25,-29.854334,713.054871,724.102905,-11.048035,2.466819,2.476465,1.158592,0.582096,0.249984,-0.011675,0.159993,0.117477,252.734894,0.000671,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154641_880,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,2,15:47:04,8/8/24,Manual gsw+F,LI-COR Default,,002,,,0.009969,2.034444,0.009921,0.17972,1.473112,1.464037,3.261377,1.788265,14.483767,14.573539,32.264904,0.441786,7.5,PSF-00232_20240808154704_17d,0,0,0,117.997887,561.707581,0.78993,0.5,0.8,5.046473,1,40.78,40.52,27.16,25.43,25.43,101.08,87.2,-5.9,106.8,16,3.825,15:46:25,8/8/24,0.1,1,-0.001,0,-0.001,0.321,0.64,1.389,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,544.798828,25,-11.793006,540.149658,544.809265,-4.659607,2.468557,2.477291,1.108433,0.591425,0.25027,-0.020486,0.162933,0.120386,117.997887,0.000649,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154704_17d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,3,15:47:35,8/8/24,Manual gsw+F,LI-COR Default,,003,,,0.05031,1.942257,0.04904,0.858254,1.588153,1.542136,3.31427,1.726117,15.256588,15.711845,32.788582,0.441786,7.5,PSF-00232_20240808154735_239,0,0,0,86.929321,432.626404,0.799066,0.5,0.8,4.038234,1,44.07,42.8,27.11,25.7,25.7,101.08,82,-12.5,115.2,13,3.823,15:46:25,8/8/24,0.1,1,-0.001,-0.001,0,0.028,0.031,0.068,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,421.094666,25,-7.907952,421.08606,421.295013,-0.208954,2.471874,2.482123,1.073154,0.580198,0.25071,-0.016813,0.166544,0.117604,86.929321,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154735_239,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,4,15:48:00,8/8/24,Manual gsw+F,LI-COR Default,,004,,,-0.026256,1.902325,-0.026624,-0.480331,1.473612,1.500101,3.254606,1.780993,14.840548,14.57849,32.197914,0.441786,7.5,PSF-00232_20240808154800_c05,0,0,0,91.171143,408.243988,0.776675,0.5,0.8,5.587367,1,40.97,41.71,27.08,25.39,25.39,101.08,79.8,-11.5,114.4,18,3.819,15:46:25,8/8/24,0.1,1,0,0,-0.003,0.387,0.824,1.846,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,393.220795,25,-10.240436,389.540436,393.570374,-4.029938,2.4703,2.477595,1.058487,0.581848,0.251025,-0.019991,0.169069,0.122064,91.171143,0.000648,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154800_c05,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,5,15:48:18,8/8/24,Manual gsw+F,LI-COR Default,,005,,,-0.029322,1.885665,-0.029785,-0.503864,1.477963,1.506065,3.148723,1.67076,14.900246,14.622226,31.15188,0.441786,7.5,PSF-00232_20240808154818_e9d,0,0,0,96.271637,467.378571,0.794018,0.5,0.8,4.104688,1,41.14,41.92,27.06,24.84,24.84,101.08,78.9,-12.6,115.9,13,3.821,15:46:25,8/8/24,0.1,1,-0.001,0,0.002,0.43,0.929,30.733,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,455.925812,25,-7.933345,452.807312,456.010803,-3.203491,2.470619,2.47785,1.05247,0.580006,0.25123,-0.026168,0.170914,0.117845,95.920441,0.000654,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154818_e9d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,6,15:48:42,8/8/24,Manual gsw+F,LI-COR Default,,006,,,-0.029645,1.874521,-0.030121,-0.558455,1.468184,1.499569,3.297871,1.829687,14.836931,14.526402,32.62957,0.441786,7.5,PSF-00232_20240808154842_62b,0,0,0,92.904213,426.780212,0.782314,0.5,0.8,6.451756,1,40.94,41.81,27.03,25.61,25.61,101.07,78.3,-11.8,115,21,3.82,15:46:25,8/8/24,0.1,1,0,-0.001,-0.001,0.083,0.501,1.11,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,405.116211,25,-14.967069,399.491058,405.333771,-5.842712,2.470464,2.477557,1.048479,0.581367,0.251514,-0.016828,0.173313,0.124259,92.904213,0.000639,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154842_62b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,7,15:49:20,8/8/24,Manual gsw+F,LI-COR Default,,007,,,-0.016877,1.867397,-0.017031,-0.282706,1.493869,1.50983,3.133144,1.639276,14.938571,14.780643,30.999973,0.441786,7.5,PSF-00232_20240808154920_0a1,0,0,0,76.860306,378.745148,0.797066,0.5,0.8,5.471323,1,41.77,42.21,26.99,24.75,24.75,101.07,77.9,-12.9,116.5,17,3.791,15:46:25,8/8/24,0.1,1,-0.003,-0.001,-0.004,-0.058,0.122,0.023,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,369.19928,25,-6.573032,368.764038,369.326599,-0.562561,2.471057,2.478785,1.045941,0.579507,0.251979,-0.026237,0.17692,0.121377,76.860306,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154920_0a1,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,8,15:49:35,8/8/24,Manual gsw+F,LI-COR Default,,008,,,-0.024502,1.861986,-0.024829,-0.41302,1.482534,1.505943,3.125502,1.642968,14.899705,14.668095,30.923519,0.441786,7.5,PSF-00232_20240808154935_a77,0,0,0,92.637421,465.993835,0.801205,0.5,0.8,4.978545,1,41.49,42.15,26.97,24.71,24.71,101.07,77.6,-12.5,116.1,16,3.818,15:46:25,8/8/24,0.1,1,0,0,0,0.139,0.28,0.749,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,459.569702,25,-4.374766,460.175171,459.725189,0.449982,2.470961,2.478381,1.044021,0.580153,0.252139,-0.026518,0.178245,0.120022,92.528343,0.000648,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154935_a77,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,16,9,15:49:48,8/8/24,Manual gsw+F,LI-COR Default,,009,,,-0.024644,1.855205,-0.024976,-0.416275,1.480227,1.503932,3.12641,1.646183,14.87977,14.645239,30.932426,0.441786,7.5,PSF-00232_20240808154948_f21,0,0,0,103.725311,459.86322,0.774443,0.5,0.8,4.361364,1,41.47,42.13,26.96,24.72,24.72,101.07,77.3,-11.6,115,14,3.816,15:46:25,8/8/24,0.1,1,0,0,0.004,0.25,0.432,0.878,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,449.58078,25,-7.022842,446.318146,449.80014,-3.481995,2.470942,2.478349,1.041622,0.581679,0.252305,-0.026267,0.179361,0.118808,103.725311,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808154948_f21,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,16,1,16:05:55,8/8/24,Manual gsw+F,LI-COR Default,,001,,,0.100106,2.156296,0.095665,1.704958,1.537755,1.458271,3.296213,1.758458,14.426404,15.212716,32.60881,0.441786,7.5,PSF-00232_20240808160555_894,0,0,0,130.578156,615.723511,0.787927,0.5,0.8,0.355418,1,46.45,44.05,25.68,25.61,25.61,101.08,94.3,-8.5,109,1,3.816,16:05:25,8/8/24,0.07,1,-0.001,-0.001,0.002,0.332,0.828,1.851,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,590.484741,25,-16.871508,582.25,591.548157,-9.298157,2.474022,2.485944,1.158447,0.587064,0.265465,-0.00089,0.131213,0.108011,130.520935,0.000667,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808160555_894,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,16,2,16:07:00,8/8/24,Manual gsw+F,LI-COR Default,,002,,,0.023332,2.008435,0.023064,0.40593,1.48044,1.459594,3.217899,1.73746,14.441736,14.647993,31.839031,0.441786,7.5,PSF-00232_20240808160700_685,0,0,0,103.955269,475.433746,0.781346,0.5,0.8,1.453455,1,44.67,44.04,25.7,25.2,25.2,101.07,85.7,-12.7,114.9,5,3.813,16:05:25,8/8/24,0.07,1,-0.001,0,0.005,0.482,0.923,2.386,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,463.620178,25,-7.603242,459.694855,464.539001,-4.844147,2.474002,2.483351,1.09827,0.579762,0.26526,-0.005827,0.138899,0.110948,103.673462,0.000636,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808160700_685,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,16,3,16:08:02,8/8/24,Manual gsw+F,LI-COR Default,,003,,,0.037967,1.980747,0.037253,0.674287,1.529421,1.494168,3.315055,1.785633,14.782871,15.131661,32.79821,0.441786,7.5,PSF-00232_20240808160802_f05,0,0,0,236.98497,781.787354,0.696868,0.5,0.8,0.48187,1,46.05,44.98,25.73,25.7,25.7,101.07,84.1,-13.9,116.6,2,3.813,16:05:25,8/8/24,0.07,1,-0.001,0,0,2.21,4.639,10.71,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,736.577148,25,-31.776909,725.158447,736.253967,-11.09552,2.475357,2.48534,1.087636,0.577715,0.264863,-0.00044,0.145587,0.108512,236.98497,0.000666,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808160802_f05,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
