"2023-09-21";"15:49:57";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-09-21 15:37:43.498";"1695335863498";"0";"2023-09-21";"15:37:43";"SCHS";"";"Chart start ";""
"2023-09-21 15:39:02.855";"1695335942855";"79357";"2023-09-21";"15:39:02";"SLCS";"";"Light Curve start ";""
"2023-09-21 15:39:02.855";"1695335942855";"79357";"2023-09-21";"15:39:02";"REG1";"";"#1: alpha: 0.198, ETRm: 64.816, Ik: 326.901   ( beta: 2.408, ETRmPot: 2227.410 ) ";""
"2023-09-21 15:39:02.855";"1695335942855";"79357";"2023-09-21";"15:39:02";"REG2";"";"#1: alpha: 0.173, ETRm: 66.018, Ik: 382.561 ";""
"2023-09-21 15:39:04.251";"1695335944251";"80753";"2023-09-21";"15:39:04";"FO";"1";"137";"612";"0";"0.776";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"137";"612";"0.776"
"2023-09-21 15:39:24.238";"1695335964238";"100740";"2023-09-21";"15:39:24";"F";"2";"226";"402";"65";"0.438";"12.0";"123";"0.84";"0.631";"0.413";"0.343";"0.522";"0.369";"0.193";"137";"612";"0.776"
"2023-09-21 15:39:44.232";"1695335984232";"120734";"2023-09-21";"15:39:44";"F";"3";"209";"351";"90";"0.405";"15.3";"117";"0.84";"0.607";"0.507";"0.340";"0.744";"0.342";"0.253";"137";"612";"0.776"
"2023-09-21 15:40:04.215";"1695336004215";"140717";"2023-09-21";"15:40:04";"F";"4";"205";"337";"125";"0.392";"20.6";"116";"0.84";"0.597";"0.535";"0.338";"0.816";"0.335";"0.273";"137";"612";"0.776"
"2023-09-21 15:40:24.210";"1695336024210";"160712";"2023-09-21";"15:40:24";"F";"5";"192";"308";"190";"0.377";"30.1";"112";"0.84";"0.592";"0.587";"0.345";"0.987";"0.314";"0.309";"137";"612";"0.776"
"2023-09-21 15:40:44.202";"1695336044202";"180704";"2023-09-21";"15:40:44";"F";"6";"176";"271";"285";"0.351";"42.0";"107";"0.84";"0.579";"0.655";"0.352";"1.258";"0.288";"0.361";"137";"612";"0.776"
"2023-09-21 15:41:04.187";"1695336064187";"200689";"2023-09-21";"15:41:04";"F";"7";"157";"224";"420";"0.299";"52.7";"99";"0.84";"0.536";"0.737";"0.338";"1.732";"0.257";"0.444";"137";"612";"0.776"
"2023-09-21 15:41:24.171";"1695336084171";"220673";"2023-09-21";"15:41:24";"F";"8";"143";"186";"625";"0.231";"60.6";"91";"0.84";"0.453";"0.800";"0.288";"2.290";"0.234";"0.535";"137";"612";"0.776"
"2023-09-21 15:41:44.182";"1695336104182";"240684";"2023-09-21";"15:41:44";"F";"9";"134";"165";"820";"0.188";"64.7";"85";"0.84";"0.388";"0.832";"0.246";"2.709";"0.219";"0.593";"137";"612";"0.776"
"2023-09-21 15:41:47.172";"1695336107172";"243674";"2023-09-21";"15:41:47";"SLCE";"";"Light Curve end ";""
"2023-09-21 15:42:58.161";"1695336178161";"314663";"2023-09-21";"15:42:58";"SLCS";"";"Light Curve start ";""
"2023-09-21 15:42:58.161";"1695336178161";"314663";"2023-09-21";"15:42:58";"REG1";"";"#1: alpha: 0.123, ETRm: 54.029, Ik: 439.349   ( beta: 0.343, ETRmPot: 480.753 ) ";""
"2023-09-21 15:42:58.161";"1695336178161";"314663";"2023-09-21";"15:42:58";"REG2";"";"#1: alpha: 0.108, ETRm: 54.103, Ik: 500.679 ";""
"2023-09-21 15:42:59.560";"1695336179560";"316062";"2023-09-21";"15:42:59";"FO";"10";"103";"263";"0";"0.608";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"103";"263";"0.608"
"2023-09-21 15:43:19.544";"1695336199544";"336046";"2023-09-21";"15:43:19";"F";"11";"119";"165";"65";"0.279";"7.6";"84";"0.84";"0.568";"0.494";"0.401";"0.594";"0.452";"0.269";"103";"263";"0.608"
"2023-09-21 15:43:39.534";"1695336219534";"356036";"2023-09-21";"15:43:39";"F";"12";"95";"131";"90";"0.275";"10.4";"74";"0.84";"0.632";"0.644";"0.492";"1.008";"0.361";"0.364";"103";"263";"0.608"
"2023-09-21 15:43:59.521";"1695336239521";"376023";"2023-09-21";"15:43:59";"F";"13";"84";"114";"125";"0.263";"13.8";"68";"0.84";"0.652";"0.712";"0.528";"1.307";"0.319";"0.418";"103";"263";"0.608"
