"2022-07-27";"11:22:25";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2022-07-27 11:07:54.289";"1658945274289";"0";"2022-07-27";"11:07:54";"SCHS";"";"Chart start ";""
"2022-07-27 11:09:57.560";"1658945397560";"123271";"2022-07-27";"11:09:57";"SLCS";"";"Light Curve start ";""
"2022-07-27 11:09:57.560";"1658945397560";"123271";"2022-07-27";"11:09:57";"REG1";"";"#1: alpha: 0.186, ETRm: 54.731, Ik: 294.271   ( beta: 0.147, ETRmPot: 187.347 ) ";""
"2022-07-27 11:09:57.560";"1658945397560";"123271";"2022-07-27";"11:09:57";"REG2";"";"#1: alpha: 0.161, ETRm: 55.518, Ik: 345.726 ";""
"2022-07-27 11:09:58.947";"1658945398947";"124658";"2022-07-27";"11:09:58";"FO";"1";"238";"740";"0";"-";"0.678";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"238";"740";"0.678"
"2022-07-27 11:10:18.939";"1658945418939";"144650";"2022-07-27";"11:10:18";"F";"2";"287";"491";"65";"-";"0.415";"11.3";"205";"0.84";"0.713";"0.430";"0.509";"0.507";"0.388";"0.197";"238";"740";"0.678"
"2022-07-27 11:10:38.928";"1658945438928";"164639";"2022-07-27";"11:10:38";"F";"3";"284";"470";"90";"-";"0.396";"15.0";"201";"0.84";"0.691";"0.464";"0.489";"0.574";"0.384";"0.220";"238";"740";"0.678"
"2022-07-27 11:10:58.914";"1658945458914";"184625";"2022-07-27";"11:10:58";"F";"4";"285";"461";"125";"-";"0.382";"20.1";"199";"0.84";"0.672";"0.478";"0.469";"0.605";"0.385";"0.233";"238";"740";"0.678"
"2022-07-27 11:11:18.902";"1658945478902";"204613";"2022-07-27";"11:11:18";"F";"5";"277";"428";"190";"-";"0.353";"28.2";"193";"0.84";"0.643";"0.532";"0.448";"0.729";"0.374";"0.273";"238";"740";"0.678"
"2022-07-27 11:11:38.893";"1658945498893";"224604";"2022-07-27";"11:11:38";"F";"6";"263";"377";"285";"-";"0.302";"36.1";"182";"0.84";"0.585";"0.612";"0.405";"0.963";"0.355";"0.343";"238";"740";"0.678"
"2022-07-27 11:11:58.881";"1658945518881";"244592";"2022-07-27";"11:11:58";"F";"7";"244";"329";"420";"-";"0.258";"45.5";"170";"0.84";"0.535";"0.683";"0.373";"1.249";"0.330";"0.412";"238";"740";"0.678"
"2022-07-27 11:12:18.866";"1658945538866";"264577";"2022-07-27";"11:12:18";"F";"8";"229";"288";"625";"-";"0.205";"53.8";"158";"0.84";"0.454";"0.741";"0.313";"1.569";"0.309";"0.486";"238";"740";"0.678"
"2022-07-27 11:12:38.858";"1658945558858";"284569";"2022-07-27";"11:12:38";"F";"9";"224";"266";"820";"-";"0.158";"54.4";"151";"0.84";"0.365";"0.771";"0.246";"1.782";"0.303";"0.539";"238";"740";"0.678"
"2022-07-27 11:12:42.738";"1658945562738";"288449";"2022-07-27";"11:12:42";"SLCE";"";"Light Curve end ";""
"2022-07-27 11:13:57.533";"1658945637533";"363244";"2022-07-27";"11:13:57";"SLCS";"";"Light Curve start ";""
"2022-07-27 11:13:57.533";"1658945637533";"363244";"2022-07-27";"11:13:57";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 36.120 ) ";""
"2022-07-27 11:13:57.533";"1658945637533";"363244";"2022-07-27";"11:13:57";"REG2";"";"#1: alpha: 0.160, ETRm: 44.401, Ik: 277.044 ";""
"2022-07-27 11:13:58.934";"1658945638934";"364645";"2022-07-27";"11:13:58";"FO";"10";"242";"623";"0";"-";"0.612";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"242";"623";"0.612"
"2022-07-27 11:14:18.924";"1658945658924";"384635";"2022-07-27";"11:14:18";"F";"11";"240";"401";"65";"-";"0.401";"10.9";"199";"0.84";"0.797";"0.470";"0.661";"0.554";"0.385";"0.214";"242";"623";"0.612"
"2022-07-27 11:14:38.908";"1658945678908";"404619";"2022-07-27";"11:14:38";"F";"12";"237";"389";"90";"-";"0.391";"14.8";"196";"0.84";"0.788";"0.493";"0.652";"0.602";"0.380";"0.229";"242";"623";"0.612"
"2022-07-27 11:14:58.902";"1658945698902";"424613";"2022-07-27";"11:14:58";"F";"13";"236";"379";"125";"-";"0.377";"19.8";"194";"0.84";"0.773";"0.514";"0.635";"0.644";"0.379";"0.244";"242";"623";"0.612"
"2022-07-27 11:15:18.890";"1658945718890";"444601";"2022-07-27";"11:15:18";"F";"14";"228";"343";"190";"-";"0.335";"26.7";"184";"0.84";"0.723";"0.583";"0.583";"0.816";"0.366";"0.299";"242";"623";"0.612"
