"2022-07-27";"11:22:25";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2022-07-27 11:15:38.871";"1658945738871";"464582";"2022-07-27";"11:15:38";"F";"15";"219";"306";"285";"-";"0.284";"34.0";"173";"0.84";"0.654";"0.651";"0.517";"1.036";"0.352";"0.364";"242";"623";"0.612"
"2022-07-27 11:15:58.868";"1658945758868";"484579";"2022-07-27";"11:15:58";"F";"16";"217";"276";"420";"-";"0.214";"37.7";"163";"0.84";"0.522";"0.703";"0.392";"1.257";"0.348";"0.438";"242";"623";"0.612"
"2022-07-27 11:16:18.852";"1658945778852";"504563";"2022-07-27";"11:16:18";"F";"17";"217";"258";"625";"-";"0.159";"41.7";"156";"0.84";"0.402";"0.732";"0.289";"1.415";"0.348";"0.493";"242";"623";"0.612"
"2022-07-27 11:16:38.838";"1658945798838";"524549";"2022-07-27";"11:16:38";"F";"18";"219";"254";"820";"-";"0.138";"47.5";"155";"0.84";"0.354";"0.740";"0.251";"1.453";"0.352";"0.510";"242";"623";"0.612"
"2022-07-27 11:16:42.439";"1658945802439";"528150";"2022-07-27";"11:16:42";"SLCE";"";"Light Curve end ";""
"2022-07-27 11:19:05.370";"1658945945370";"671081";"2022-07-27";"11:19:05";"SLCS";"";"Light Curve start ";""
"2022-07-27 11:19:05.370";"1658945945370";"671081";"2022-07-27";"11:19:05";"REG1";"";"#1: alpha: 0.190, ETRm: 47.145, Ik: 248.573   ( beta: 0.006, ETRmPot: 54.436 ) ";""
"2022-07-27 11:19:05.370";"1658945945370";"671081";"2022-07-27";"11:19:05";"REG2";"";"#1: alpha: 0.154, ETRm: 46.309, Ik: 300.543 ";""
"2022-07-27 11:19:06.764";"1658945946764";"672475";"2022-07-27";"11:19:06";"FO";"19";"326";"928";"0";"-";"0.649";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"326";"928";"0.649"
"2022-07-27 11:19:26.747";"1658945966747";"692458";"2022-07-27";"11:19:26";"F";"20";"336";"554";"65";"-";"0.394";"10.8";"264";"0.84";"0.752";"0.518";"0.591";"0.675";"0.362";"0.244";"326";"928";"0.649"
"2022-07-27 11:19:46.735";"1658945986735";"712446";"2022-07-27";"11:19:46";"F";"21";"337";"545";"90";"-";"0.382";"14.4";"261";"0.84";"0.732";"0.528";"0.567";"0.703";"0.363";"0.255";"326";"928";"0.649"
"2022-07-27 11:20:06.732";"1658946006732";"732443";"2022-07-27";"11:20:06";"F";"22";"342";"535";"125";"-";"0.361";"19.0";"259";"0.84";"0.699";"0.542";"0.529";"0.735";"0.369";"0.270";"326";"928";"0.649"
"2022-07-27 11:20:26.719";"1658946026719";"752430";"2022-07-27";"11:20:26";"F";"23";"343";"511";"190";"-";"0.329";"26.3";"253";"0.84";"0.651";"0.571";"0.480";"0.816";"0.370";"0.301";"326";"928";"0.649"
"2022-07-27 11:20:46.709";"1658946046709";"772420";"2022-07-27";"11:20:46";"F";"24";"329";"452";"285";"-";"0.272";"32.6";"238";"0.84";"0.575";"0.645";"0.416";"1.053";"0.355";"0.373";"326";"928";"0.649"
"2022-07-27 11:21:06.695";"1658946066695";"792406";"2022-07-27";"11:21:06";"F";"25";"328";"425";"420";"-";"0.228";"40.2";"230";"0.84";"0.497";"0.676";"0.349";"1.184";"0.353";"0.419";"326";"928";"0.649"
"2022-07-27 11:21:26.681";"1658946086681";"812392";"2022-07-27";"11:21:26";"F";"26";"324";"391";"625";"-";"0.171";"44.9";"220";"0.84";"0.392";"0.716";"0.266";"1.373";"0.349";"0.480";"326";"928";"0.649"
"2022-07-27 11:21:46.668";"1658946106668";"832379";"2022-07-27";"11:21:46";"F";"27";"319";"369";"820";"-";"0.136";"46.8";"213";"0.84";"0.321";"0.741";"0.214";"1.515";"0.344";"0.520";"326";"928";"0.649"
"2022-07-27 11:21:49.953";"1658946109953";"835664";"2022-07-27";"11:21:49";"SLCE";"";"Light Curve end ";""
