"2023-02-20";"12:11:37";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-02-20 11:50:48.251";"1676922648251";"0";"2023-02-20";"11:50:48";"SCHS";"";"Chart start ";""
"2023-02-20 11:57:17.369";"1676923037369";"389118";"2023-02-20";"11:57:17";"SLCS";"";"Light Curve start ";""
"2023-02-20 11:57:17.369";"1676923037369";"389118";"2023-02-20";"11:57:17";"REG1";"";"#1: alpha: 0.246, ETRm: 57.146, Ik: 232.729   ( beta: 0.018, ETRmPot: 74.385 ) ";""
"2023-02-20 11:57:17.369";"1676923037369";"389118";"2023-02-20";"11:57:17";"REG2";"";"#1: alpha: 0.202, ETRm: 56.893, Ik: 281.809 ";""
"2023-02-20 11:57:18.759";"1676923038759";"390508";"2023-02-20";"11:57:18";"FO";"1";"163";"704";"0";"0.768";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"163";"704";"0.768"
"2023-02-20 11:57:38.752";"1676923058752";"410501";"2023-02-20";"11:57:38";"F";"2";"259";"571";"65";"0.546";"14.9";"155";"0.84";"0.750";"0.231";"0.449";"0.233";"0.368";"0.086";"163";"704";"0.768"
"2023-02-20 11:57:58.737";"1676923078737";"430486";"2023-02-20";"11:57:58";"F";"3";"253";"499";"90";"0.493";"18.6";"149";"0.84";"0.703";"0.353";"0.414";"0.411";"0.359";"0.148";"163";"704";"0.768"
"2023-02-20 11:58:18.729";"1676923098729";"450478";"2023-02-20";"11:58:18";"F";"4";"244";"453";"125";"0.461";"24.2";"144";"0.84";"0.676";"0.429";"0.399";"0.554";"0.347";"0.192";"163";"704";"0.768"
"2023-02-20 11:58:38.711";"1676923118711";"470460";"2023-02-20";"11:58:38";"F";"5";"238";"407";"190";"0.415";"33.1";"139";"0.84";"0.631";"0.505";"0.369";"0.730";"0.338";"0.247";"163";"704";"0.768"
"2023-02-20 11:58:58.702";"1676923138702";"490451";"2023-02-20";"11:58:58";"F";"6";"237";"364";"285";"0.349";"41.8";"134";"0.84";"0.552";"0.575";"0.312";"0.934";"0.337";"0.314";"163";"704";"0.768"
"2023-02-20 11:59:18.687";"1676923158687";"510436";"2023-02-20";"11:59:18";"F";"7";"235";"331";"420";"0.290";"51.2";"129";"0.84";"0.475";"0.627";"0.261";"1.127";"0.334";"0.376";"163";"704";"0.768"
"2023-02-20 11:59:38.683";"1676923178683";"530432";"2023-02-20";"11:59:38";"F";"8";"238";"302";"625";"0.212";"55.7";"125";"0.84";"0.362";"0.673";"0.190";"1.331";"0.338";"0.450";"163";"704";"0.768"
"2023-02-20 11:59:58.670";"1676923198670";"550419";"2023-02-20";"11:59:58";"F";"9";"236";"283";"820";"0.166";"57.2";"121";"0.84";"0.290";"0.701";"0.149";"1.488";"0.335";"0.499";"163";"704";"0.768"
"2023-02-20 12:00:02.611";"1676923202611";"554360";"2023-02-20";"12:00:02";"SLCE";"";"Light Curve end ";""
