"2023-06-11";"12:22:40";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-06-11 12:08:48.955";"1686510528955";"0";"2023-06-11";"12:08:48";"SCHS";"";"Chart start ";""
"2023-06-11 12:10:49.662";"1686510649662";"120707";"2023-06-11";"12:10:49";"SLCS";"";"Light Curve start ";""
"2023-06-11 12:10:49.662";"1686510649662";"120707";"2023-06-11";"12:10:49";"REG1";"";"#1: Error: Not enough measures for calculating regression data ";""
"2023-06-11 12:10:49.662";"1686510649662";"120707";"2023-06-11";"12:10:49";"REG2";"";"#1: Error: Not enough measures for calculating regression data ";""
"2023-06-11 12:10:51.056";"1686510651056";"122101";"2023-06-11";"12:10:51";"FO";"1";"25";"68";"0";"0.632";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:11:11.041";"1686510671041";"142086";"2023-06-11";"12:11:11";"F";"2";"33";"48";"65";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:11:31.029";"1686510691029";"162074";"2023-06-11";"12:11:31";"F";"3";"28";"40";"90";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:11:51.017";"1686510711017";"182062";"2023-06-11";"12:11:51";"F";"4";"26";"35";"125";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:12:11.011";"1686510731011";"202056";"2023-06-11";"12:12:11";"F";"5";"23";"32";"190";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:12:31.002";"1686510751002";"222047";"2023-06-11";"12:12:31";"F";"6";"21";"28";"285";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:12:50.987";"1686510770987";"242032";"2023-06-11";"12:12:50";"F";"7";"22";"27";"420";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:13:10.972";"1686510790972";"262017";"2023-06-11";"12:13:10";"F";"8";"20";"26";"625";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:13:30.985";"1686510810985";"282030";"2023-06-11";"12:13:30";"F";"9";"20";"25";"820";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"25";"68";"0.632"
"2023-06-11 12:13:34.131";"1686510814131";"285176";"2023-06-11";"12:13:34";"SLCE";"";"Light Curve end ";""
"2023-06-11 12:14:44.946";"1686510884946";"355991";"2023-06-11";"12:14:44";"SLCS";"";"Light Curve start ";""
"2023-06-11 12:14:44.946";"1686510884946";"355991";"2023-06-11";"12:14:44";"REG1";"";"#1: alpha: 0.182, ETRm: 83.933, Ik: 460.306   ( beta: 1.587, ETRmPot: 2098.479 ) ";""
"2023-06-11 12:14:44.946";"1686510884946";"355991";"2023-06-11";"12:14:44";"REG2";"";"#1: alpha: 0.161, ETRm: 83.574, Ik: 519.224 ";""
"2023-06-11 12:14:46.352";"1686510886352";"357397";"2023-06-11";"12:14:46";"FO";"10";"144";"628";"0";"0.771";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"144";"628";"0.771"
"2023-06-11 12:15:06.342";"1686510906342";"377387";"2023-06-11";"12:15:06";"F";"11";"272";"456";"65";"0.404";"11.0";"133";"0.84";"0.570";"0.333";"0.279";"0.377";"0.433";"0.163";"144";"628";"0.771"
"2023-06-11 12:15:26.324";"1686510926324";"397369";"2023-06-11";"12:15:26";"F";"12";"245";"394";"90";"0.378";"14.3";"127";"0.84";"0.558";"0.448";"0.289";"0.594";"0.390";"0.232";"144";"628";"0.771"
"2023-06-11 12:15:46.317";"1686510946317";"417362";"2023-06-11";"12:15:46";"F";"13";"231";"369";"125";"0.374";"19.6";"124";"0.84";"0.563";"0.494";"0.302";"0.702";"0.368";"0.258";"144";"628";"0.771"
"2023-06-11 12:16:06.300";"1686510966300";"437345";"2023-06-11";"12:16:06";"F";"14";"208";"329";"190";"0.368";"29.4";"119";"0.84";"0.576";"0.566";"0.330";"0.909";"0.331";"0.301";"144";"628";"0.771"
"2023-06-11 12:16:26.293";"1686510986293";"457338";"2023-06-11";"12:16:26";"F";"15";"181";"279";"285";"0.351";"42.0";"112";"0.84";"0.587";"0.655";"0.363";"1.251";"0.288";"0.361";"144";"628";"0.771"
"2023-06-11 12:16:46.282";"1686511006282";"477327";"2023-06-11";"12:16:46";"F";"16";"155";"228";"420";"0.320";"56.4";"103";"0.84";"0.584";"0.742";"0.388";"1.754";"0.247";"0.433";"144";"628";"0.771"
"2023-06-11 12:17:06.267";"1686511026267";"497312";"2023-06-11";"12:17:06";"F";"17";"137";"185";"625";"0.259";"68.0";"93";"0.84";"0.522";"0.810";"0.354";"2.395";"0.218";"0.523";"144";"628";"0.771"
"2023-06-11 12:17:26.256";"1686511046256";"517301";"2023-06-11";"12:17:26";"F";"18";"127";"164";"820";"0.226";"77.8";"87";"0.84";"0.481";"0.841";"0.330";"2.829";"0.202";"0.572";"144";"628";"0.771"
"2023-06-11 12:17:29.465";"1686511049465";"520510";"2023-06-11";"12:17:29";"SLCE";"";"Light Curve end ";""
"2023-06-11 12:19:40.751";"1686511180751";"651796";"2023-06-11";"12:19:40";"SLCS";"";"Light Curve start ";""
"2023-06-11 12:19:40.751";"1686511180751";"651796";"2023-06-11";"12:19:40";"REG1";"";"#1: alpha: 0.199, ETRm: 74.733, Ik: 375.402   ( beta: 3.207, ETRmPot: 3373.407 ) ";""
"2023-06-11 12:19:40.751";"1686511180751";"651796";"2023-06-11";"12:19:40";"REG2";"";"#1: alpha: 0.173, ETRm: 76.014, Ik: 438.389 ";""
"2023-06-11 12:19:42.135";"1686511182135";"653180";"2023-06-11";"12:19:42";"FO";"19";"141";"624";"0";"0.774";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"141";"624";"0.774"
"2023-06-11 12:20:02.124";"1686511202124";"673169";"2023-06-11";"12:20:02";"F";"20";"269";"473";"65";"0.431";"11.8";"132";"0.84";"0.598";"0.294";"0.293";"0.319";"0.431";"0.138";"141";"624";"0.774"
"2023-06-11 12:20:22.120";"1686511222120";"693165";"2023-06-11";"12:20:22";"F";"21";"252";"424";"90";"0.406";"15.3";"127";"0.84";"0.579";"0.385";"0.292";"0.472";"0.404";"0.190";"141";"624";"0.774"
"2023-06-11 12:20:42.106";"1686511242106";"713151";"2023-06-11";"12:20:42";"F";"22";"242";"403";"125";"0.400";"21.0";"125";"0.84";"0.579";"0.424";"0.299";"0.548";"0.388";"0.212";"141";"624";"0.774"
"2023-06-11 12:21:02.097";"1686511262097";"733142";"2023-06-11";"12:21:02";"F";"23";"231";"375";"190";"0.384";"30.6";"123";"0.84";"0.571";"0.478";"0.304";"0.664";"0.370";"0.246";"141";"624";"0.774"
"2023-06-11 12:21:22.082";"1686511282082";"753127";"2023-06-11";"12:21:22";"F";"24";"212";"334";"285";"0.365";"43.7";"118";"0.84";"0.565";"0.553";"0.314";"0.868";"0.340";"0.295";"141";"624";"0.774"
"2023-06-11 12:21:42.068";"1686511302068";"773113";"2023-06-11";"12:21:42";"F";"25";"185";"272";"420";"0.320";"56.4";"109";"0.84";"0.534";"0.663";"0.315";"1.294";"0.296";"0.384";"141";"624";"0.774"
"2023-06-11 12:22:02.063";"1686511322063";"793108";"2023-06-11";"12:22:02";"F";"26";"160";"216";"625";"0.259";"68.0";"99";"0.84";"0.479";"0.758";"0.296";"1.889";"0.256";"0.485";"141";"624";"0.774"
"2023-06-11 12:22:22.046";"1686511342046";"813091";"2023-06-11";"12:22:22";"F";"27";"147";"186";"820";"0.210";"72.3";"92";"0.84";"0.415";"0.805";"0.260";"2.355";"0.236";"0.554";"141";"624";"0.774"
