"2022-11-04";"11:21:37";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2022-11-04 11:10:03.470";"1667585403470";"433562";"2022-11-04";"11:10:03";"F";"7";"475";"696";"420";"-";"0.318";"56.1";"243";"0.84";"0.488";"0.552";"0.250";"0.871";"0.365";"0.317";"290";"1302";"0.777"
"2022-11-04 11:10:23.454";"1667585423454";"453546";"2022-11-04";"11:10:23";"F";"8";"473";"618";"625";"-";"0.235";"61.7";"233";"0.84";"0.377";"0.620";"0.186";"1.107";"0.363";"0.402";"290";"1302";"0.777"
"2022-11-04 11:10:43.441";"1667585443441";"473533";"2022-11-04";"11:10:43";"F";"9";"465";"570";"820";"-";"0.184";"63.4";"225";"0.84";"0.304";"0.659";"0.147";"1.284";"0.357";"0.459";"290";"1302";"0.777"
"2022-11-04 11:10:46.708";"1667585446708";"476800";"2022-11-04";"11:10:46";"SLCE";"";"Light Curve end ";""
"2022-11-04 11:12:38.762";"1667585558762";"588854";"2022-11-04";"11:12:38";"SLCS";"";"Light Curve start ";""
"2022-11-04 11:12:38.762";"1667585558762";"588854";"2022-11-04";"11:12:38";"REG1";"";"#1: Error: Not enough measures for calculating regression data ";""
"2022-11-04 11:12:38.762";"1667585558762";"588854";"2022-11-04";"11:12:38";"REG2";"";"#1: Error: Not enough measures for calculating regression data ";""
"2022-11-04 11:12:40.153";"1667585560153";"590245";"2022-11-04";"11:12:40";"FO";"10";"292";"1379";"0";"-";"0.788";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"292";"1379";"0.788"
"2022-11-04 11:13:00.146";"1667585580146";"610238";"2022-11-04";"11:13:00";"F";"11";"604";"1271";"65";"-";"0.525";"14.3";"287";"0.84";"0.678";"0.095";"0.322";"0.085";"0.438";"0.037";"292";"1379";"0.788"
"2022-11-04 11:13:20.130";"1667585600130";"630222";"2022-11-04";"11:13:20";"F";"12";"584";"1159";"90";"-";"0.496";"18.7";"281";"0.84";"0.655";"0.192";"0.315";"0.190";"0.423";"0.081";"292";"1379";"0.788"
"2022-11-04 11:13:40.119";"1667585620119";"650211";"2022-11-04";"11:13:40";"F";"13";"580";"1080";"125";"-";"0.463";"24.3";"276";"0.84";"0.622";"0.260";"0.296";"0.277";"0.421";"0.116";"292";"1379";"0.788"
"2022-11-04 11:13:41.404";"1667585621404";"651496";"2022-11-04";"11:13:41";"SLCE";"";"Light Curve end ";""
"2022-11-04 11:13:46.290";"1667585626290";"656382";"2022-11-04";"11:13:46";"SLCS";"";"Light Curve start ";""
"2022-11-04 11:13:46.290";"1667585626290";"656382";"2022-11-04";"11:13:46";"REG1";"";"#1: alpha: 0.267, ETRm: 54.624, Ik: 204.652   ( beta: 0.016, ETRmPot: 68.666 ) ";""
"2022-11-04 11:13:46.290";"1667585626290";"656382";"2022-11-04";"11:13:46";"REG2";"";"#1: alpha: 0.219, ETRm: 54.192, Ik: 247.271 ";""
"2022-11-04 11:13:47.695";"1667585627695";"657787";"2022-11-04";"11:13:47";"FO";"14";"339";"1037";"0";"-";"0.673";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"339";"1037";"0.673"
"2022-11-04 11:14:07.677";"1667585647677";"677769";"2022-11-04";"11:14:07";"F";"15";"546";"1101";"65";"-";"0.504";"13.8";"346";"0.84";"0.735";"- 0.082";"0.466";"- 0.058";"0.527";"- 0.031";"339";"1037";"0.673"
"2022-11-04 11:14:27.667";"1667585667667";"697759";"2022-11-04";"11:14:27";"F";"16";"542";"1094";"90";"-";"0.505";"19.1";"345";"0.84";"0.737";"- 0.073";"0.469";"- 0.052";"0.523";"- 0.028";"339";"1037";"0.673"
"2022-11-04 11:14:47.654";"1667585687654";"717746";"2022-11-04";"11:14:47";"F";"17";"514";"1012";"125";"-";"0.492";"25.8";"336";"0.84";"0.737";"0.032";"0.482";"0.025";"0.496";"0.012";"339";"1037";"0.673"
"2022-11-04 11:15:07.651";"1667585707651";"737743";"2022-11-04";"11:15:07";"F";"18";"497";"894";"190";"-";"0.444";"35.4";"322";"0.84";"0.694";"0.181";"0.450";"0.160";"0.479";"0.077";"339";"1037";"0.673"
"2022-11-04 11:15:27.637";"1667585727637";"757729";"2022-11-04";"11:15:27";"F";"19";"497";"785";"285";"-";"0.367";"43.9";"307";"0.84";"0.603";"0.315";"0.372";"0.321";"0.479";"0.154";"339";"1037";"0.673"
"2022-11-04 11:15:47.628";"1667585747628";"777720";"2022-11-04";"11:15:47";"F";"20";"508";"706";"420";"-";"0.280";"49.4";"294";"0.84";"0.481";"0.410";"0.278";"0.469";"0.490";"0.230";"339";"1037";"0.673"
"2022-11-04 11:16:07.615";"1667585767615";"797707";"2022-11-04";"11:16:07";"F";"21";"517";"650";"625";"-";"0.205";"53.8";"284";"0.84";"0.363";"0.476";"0.199";"0.595";"0.499";"0.296";"339";"1037";"0.673"
"2022-11-04 11:16:27.603";"1667585787603";"817695";"2022-11-04";"11:16:27";"F";"22";"514";"611";"820";"-";"0.159";"54.8";"276";"0.84";"0.290";"0.520";"0.156";"0.697";"0.496";"0.345";"339";"1037";"0.673"
"2022-11-04 11:16:31.390";"1667585791390";"821482";"2022-11-04";"11:16:31";"SLCE";"";"Light Curve end ";""
"2022-11-04 11:18:10.625";"1667585890625";"920717";"2022-11-04";"11:18:10";"SLCS";"";"Light Curve start ";""
"2022-11-04 11:18:10.625";"1667585890625";"920717";"2022-11-04";"11:18:10";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 42.726 ) ";""
"2022-11-04 11:18:10.625";"1667585890625";"920717";"2022-11-04";"11:18:10";"REG2";"";"#1: alpha: 0.229, ETRm: 44.900, Ik: 196.222 ";""
"2022-11-04 11:18:12.020";"1667585892020";"922112";"2022-11-04";"11:18:12";"FO";"23";"268";"1316";"0";"-";"0.796";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"268";"1316";"0.796"
"2022-11-04 11:18:32.003";"1667585912003";"942095";"2022-11-04";"11:18:32";"F";"24";"496";"1170";"65";"-";"0.576";"15.7";"261";"0.84";"0.741";"0.133";"0.390";"0.125";"0.377";"0.047";"268";"1316";"0.796"
"2022-11-04 11:18:51.994";"1667585931994";"962086";"2022-11-04";"11:18:51";"F";"25";"491";"1066";"90";"-";"0.539";"20.4";"256";"0.84";"0.710";"0.227";"0.370";"0.235";"0.373";"0.088";"268";"1316";"0.796"
"2022-11-04 11:19:11.987";"1667585951987";"982079";"2022-11-04";"11:19:11";"F";"26";"503";"981";"125";"-";"0.487";"25.6";"251";"0.84";"0.655";"0.303";"0.327";"0.341";"0.382";"0.131";"268";"1316";"0.796"
"2022-11-04 11:19:31.967";"1667585971967";"1002059";"2022-11-04";"11:19:31";"F";"27";"510";"865";"190";"-";"0.410";"32.7";"242";"0.84";"0.570";"0.406";"0.270";"0.521";"0.388";"0.202";"268";"1316";"0.796"
"2022-11-04 11:19:51.960";"1667585991960";"1022052";"2022-11-04";"11:19:51";"F";"28";"516";"762";"285";"-";"0.323";"38.7";"233";"0.84";"0.465";"0.495";"0.210";"0.727";"0.392";"0.285";"268";"1316";"0.796"
"2022-11-04 11:20:11.951";"1667586011951";"1042043";"2022-11-04";"11:20:11";"F";"29";"524";"689";"420";"-";"0.239";"42.2";"226";"0.84";"0.356";"0.558";"0.154";"0.910";"0.398";"0.363";"268";"1316";"0.796"
"2022-11-04 11:20:31.937";"1667586031937";"1062029";"2022-11-04";"11:20:31";"F";"30";"529";"639";"625";"-";"0.172";"45.2";"220";"0.84";"0.263";"0.600";"0.109";"1.059";"0.402";"0.426";"268";"1316";"0.796"
"2022-11-04 11:20:51.923";"1667586051923";"1082015";"2022-11-04";"11:20:51";"F";"31";"523";"605";"820";"-";"0.136";"46.8";"216";"0.84";"0.211";"0.629";"0.087";"1.175";"0.397";"0.467";"268";"1316";"0.796"
"2022-11-04 11:20:55.159";"1667586055159";"1085251";"2022-11-04";"11:20:55";"SLCE";"";"Light Curve end ";""
