"2022-11-04";"11:21:37";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2022-11-04 11:02:49.908";"1667584969908";"0";"2022-11-04";"11:02:49";"SCHS";"";"Chart start ";""
"2022-11-04 11:08:02.140";"1667585282140";"312232";"2022-11-04";"11:08:02";"SLCS";"";"Light Curve start ";""
"2022-11-04 11:08:02.140";"1667585282140";"312232";"2022-11-04";"11:08:02";"REG1";"";"#1: alpha: 0.280, ETRm: 63.190, Ik: 225.450   ( beta: 0.018, ETRmPot: 80.469 ) ";""
"2022-11-04 11:08:02.140";"1667585282140";"312232";"2022-11-04";"11:08:02";"REG2";"";"#1: alpha: 0.230, ETRm: 62.782, Ik: 272.567 ";""
"2022-11-04 11:08:03.538";"1667585283538";"313630";"2022-11-04";"11:08:03";"FO";"1";"290";"1302";"0";"-";"0.777";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"290";"1302";"0.777"
"2022-11-04 11:08:23.520";"1667585303520";"333612";"2022-11-04";"11:08:23";"F";"2";"529";"1245";"65";"-";"0.575";"15.7";"287";"0.84";"0.747";"0.053";"0.405";"0.046";"0.406";"0.019";"290";"1302";"0.777"
"2022-11-04 11:08:43.515";"1667585323515";"353607";"2022-11-04";"11:08:43";"F";"3";"522";"1158";"90";"-";"0.549";"20.8";"282";"0.84";"0.726";"0.134";"0.392";"0.124";"0.401";"0.050";"290";"1302";"0.777"
"2022-11-04 11:09:03.501";"1667585343501";"373593";"2022-11-04";"11:09:03";"F";"4";"511";"1071";"125";"-";"0.523";"27.5";"277";"0.84";"0.705";"0.215";"0.382";"0.216";"0.392";"0.085";"290";"1302";"0.777"
"2022-11-04 11:09:23.489";"1667585363489";"393581";"2022-11-04";"11:09:23";"F";"5";"488";"925";"190";"-";"0.472";"37.7";"266";"0.84";"0.663";"0.349";"0.361";"0.408";"0.375";"0.153";"290";"1302";"0.777"
"2022-11-04 11:09:43.478";"1667585383478";"413570";"2022-11-04";"11:09:43";"F";"6";"477";"798";"285";"-";"0.402";"48.1";"254";"0.84";"0.590";"0.462";"0.314";"0.632";"0.366";"0.232";"290";"1302";"0.777"
