"2024-05-02";"13:33:26";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-05-02 13:16:42.348";"1714681002348";"0";"2024-05-02";"13:16:42";"SCHS";"";"Chart start ";""
"2024-05-02 13:18:57.538";"1714681137538";"135190";"2024-05-02";"13:18:57";"SLCS";"";"Light Curve start ";""
"2024-05-02 13:18:57.538";"1714681137538";"135190";"2024-05-02";"13:18:57";"REG1";"";"#2: alpha: 0.160, ETRm: 106.548, Ik: 665.102   ( beta: 0.023, ETRmPot: 163.856 ) ";""
"2024-05-02 13:18:57.538";"1714681137538";"135190";"2024-05-02";"13:18:57";"REG2";"";"#2: alpha: 0.143, ETRm: 94.329, Ik: 660.955 ";""
"2024-05-02 13:18:58.931";"1714681138931";"136583";"2024-05-02";"13:18:58";"FO";"1";"47";"124";"0";"0.621";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"47";"124";"0.621"
"2024-05-02 13:19:18.923";"1714681158923";"156575";"2024-05-02";"13:19:18";"F";"2";"65";"114";"65";"0.430";"11.7";"45";"0.84";"0.710";"0.104";"0.492";"0.088";"0.524";"0.046";"47";"124";"0.621"
"2024-05-02 13:19:38.910";"1714681178910";"176562";"2024-05-02";"13:19:38";"F";"3";"61";"97";"90";"0.371";"14.0";"43";"0.84";"0.667";"0.299";"0.470";"0.278";"0.492";"0.137";"47";"124";"0.621"
"2024-05-02 13:19:58.899";"1714681198899";"196551";"2024-05-02";"13:19:58";"F";"4";"61";"92";"125";"0.337";"17.7";"42";"0.84";"0.620";"0.351";"0.427";"0.348";"0.492";"0.171";"47";"124";"0.621"
"2024-05-02 13:20:18.890";"1714681218890";"216542";"2024-05-02";"13:20:18";"F";"5";"61";"90";"190";"0.322";"25.7";"41";"0.84";"0.592";"0.364";"0.398";"0.378";"0.492";"0.186";"47";"124";"0.621"
"2024-05-02 13:20:38.870";"1714681238870";"236522";"2024-05-02";"13:20:38";"F";"6";"60";"88";"285";"0.318";"38.1";"41";"0.84";"0.596";"0.390";"0.407";"0.409";"0.484";"0.198";"47";"124";"0.621"
"2024-05-02 13:20:58.859";"1714681258859";"256511";"2024-05-02";"13:20:58";"F";"7";"57";"82";"420";"0.305";"53.8";"39";"0.84";"0.581";"0.442";"0.398";"0.512";"0.460";"0.235";"47";"124";"0.621"
"2024-05-02 13:21:18.855";"1714681278855";"276507";"2024-05-02";"13:21:18";"F";"8";"55";"74";"625";"0.257";"67.5";"37";"0.84";"0.514";"0.519";"0.346";"0.676";"0.444";"0.299";"47";"124";"0.621"
"2024-05-02 13:21:38.840";"1714681298840";"296492";"2024-05-02";"13:21:38";"F";"9";"52";"68";"820";"0.235";"80.9";"36";"0.84";"0.500";"0.584";"0.346";"0.824";"0.419";"0.346";"47";"124";"0.621"
"2024-05-02 13:21:42.342";"1714681302342";"299994";"2024-05-02";"13:21:42";"SLCE";"";"Light Curve end ";""
"2024-05-02 13:24:21.611";"1714681461611";"459263";"2024-05-02";"13:24:21";"SLCS";"";"Light Curve start ";""
"2024-05-02 13:24:21.611";"1714681461611";"459263";"2024-05-02";"13:24:21";"REG1";"";"#2: Error: Not enough measures for calculating regression data ";""
