"2024-06-28";"10:35:49";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III ";""
"2024-06-27 14:44:04.800";"1719524644800";"0";"2024-06-27";"14:44:04";"SCHS";"";"Chart start ";""
"2024-06-27 14:44:55.843";"1719524695843";"51043";"2024-06-27";"14:44:55";"SLCS";"";"Light Curve start ";""
"2024-06-27 14:44:55.843";"1719524695843";"51043";"2024-06-27";"14:44:55";"REG1";"";"#2: alpha: 0.198, ETRm: 61.564, Ik: 311.201   ( beta: 3.434, ETRmPot: 2988.196 ) ";""
"2024-06-27 14:44:55.843";"1719524695843";"51043";"2024-06-27";"14:44:55";"REG2";"";"#2: alpha: 0.170, ETRm: 63.117, Ik: 370.630 ";""
"2024-06-27 14:44:57.235";"1719524697235";"52435";"2024-06-27";"14:44:57";"FO";"1";"70";"330";"0";"0.788";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"70";"330";"0.788"
"2024-06-27 14:45:17.226";"1719524717226";"72426";"2024-06-27";"14:45:17";"F";"2";"149";"254";"65";"0.413";"11.3";"66";"0.84";"0.559";"0.277";"0.248";"0.299";"0.452";"0.135";"70";"330";"0.788"
"2024-06-27 14:45:37.209";"1719524737209";"92409";"2024-06-27";"14:45:37";"F";"3";"145";"234";"90";"0.380";"14.4";"64";"0.84";"0.524";"0.346";"0.231";"0.410";"0.439";"0.181";"70";"330";"0.788"
"2024-06-27 14:45:57.197";"1719524757197";"112397";"2024-06-27";"14:45:57";"F";"4";"142";"225";"125";"0.369";"19.4";"64";"0.84";"0.516";"0.381";"0.233";"0.467";"0.430";"0.201";"70";"330";"0.788"
"2024-06-27 14:46:17.185";"1719524777185";"132385";"2024-06-27";"14:46:17";"F";"5";"129";"203";"190";"0.365";"29.1";"62";"0.84";"0.525";"0.458";"0.252";"0.626";"0.391";"0.244";"70";"330";"0.788"
"2024-06-27 14:46:37.173";"1719524797173";"152373";"2024-06-27";"14:46:37";"F";"6";"109";"165";"285";"0.339";"40.6";"58";"0.84";"0.523";"0.588";"0.278";"1.000";"0.330";"0.331";"70";"330";"0.788"
"2024-06-27 14:46:57.170";"1719524817170";"172370";"2024-06-27";"14:46:57";"F";"7";"93";"133";"420";"0.301";"53.1";"53";"0.84";"0.500";"0.692";"0.285";"1.481";"0.282";"0.417";"70";"330";"0.788"
"2024-06-27 14:47:17.159";"1719524837159";"192359";"2024-06-27";"14:47:17";"F";"8";"81";"105";"625";"0.229";"60.1";"48";"0.84";"0.421";"0.781";"0.249";"2.143";"0.245";"0.526";"70";"330";"0.788"
"2024-06-27 14:47:37.143";"1719524857143";"212343";"2024-06-27";"14:47:37";"F";"9";"76";"92";"820";"0.174";"59.9";"45";"0.84";"0.340";"0.819";"0.201";"2.587";"0.230";"0.596";"70";"330";"0.788"
"2024-06-27 14:47:40.978";"1719524860978";"216178";"2024-06-27";"14:47:40";"SLCE";"";"Light Curve end ";""
