"2024-03-11";"13:22:13";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-03-11 12:57:36.648";"1710187056648";"0";"2024-03-11";"12:57:36";"SCHS";"";"Chart start ";""
"2024-03-11 13:08:00.398";"1710187680398";"623750";"2024-03-11";"13:08:00";"SLCS";"";"Light Curve start ";""
"2024-03-11 13:08:00.398";"1710187680398";"623750";"2024-03-11";"13:08:00";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 69.975 ) ";""
"2024-03-11 13:08:00.398";"1710187680398";"623750";"2024-03-11";"13:08:00";"REG2";"";"#2: alpha: 0.191, ETRm: 73.943, Ik: 387.512 ";""
"2024-03-11 13:08:01.794";"1710187681794";"625146";"2024-03-11";"13:08:01";"FO";"1";"86";"281";"0";"0.694";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"86";"281";"0.694"
"2024-03-11 13:08:21.791";"1710187701791";"645143";"2024-03-11";"13:08:21";"F";"2";"130";"273";"65";"0.524";"14.3";"85";"0.84";"0.761";"0.036";"0.498";"0.029";"0.463";"0.013";"86";"281";"0.694"
"2024-03-11 13:08:41.777";"1710187721777";"665129";"2024-03-11";"13:08:41";"F";"3";"128";"251";"90";"0.490";"18.5";"83";"0.84";"0.732";"0.138";"0.475";"0.120";"0.456";"0.054";"86";"281";"0.694"
"2024-03-11 13:09:01.762";"1710187741762";"685114";"2024-03-11";"13:09:01";"F";"4";"125";"234";"125";"0.466";"24.5";"81";"0.84";"0.712";"0.215";"0.461";"0.201";"0.445";"0.089";"86";"281";"0.694"
"2024-03-11 13:09:21.758";"1710187761758";"705110";"2024-03-11";"13:09:21";"F";"5";"122";"215";"190";"0.433";"34.6";"79";"0.84";"0.684";"0.303";"0.443";"0.307";"0.434";"0.133";"86";"281";"0.694"
"2024-03-11 13:09:41.744";"1710187781744";"725096";"2024-03-11";"13:09:41";"F";"6";"118";"189";"285";"0.376";"45.0";"75";"0.84";"0.623";"0.415";"0.396";"0.487";"0.420";"0.204";"86";"281";"0.694"
"2024-03-11 13:10:01.731";"1710187801731";"745083";"2024-03-11";"13:10:01";"F";"7";"115";"169";"420";"0.320";"56.4";"71";"0.84";"0.551";"0.497";"0.340";"0.663";"0.409";"0.271";"86";"281";"0.694"
"2024-03-11 13:10:21.717";"1710187821717";"765069";"2024-03-11";"13:10:21";"F";"8";"113";"152";"625";"0.257";"67.5";"68";"0.84";"0.464";"0.569";"0.279";"0.849";"0.402";"0.341";"86";"281";"0.694"
"2024-03-11 13:10:41.710";"1710187841710";"785062";"2024-03-11";"13:10:41";"F";"9";"110";"140";"820";"0.214";"73.7";"66";"0.84";"0.405";"0.621";"0.243";"1.007";"0.391";"0.395";"86";"281";"0.694"
"2024-03-11 13:10:45.374";"1710187845374";"788726";"2024-03-11";"13:10:45";"SLCE";"";"Light Curve end ";""
"2024-03-11 13:12:03.714";"1710187923714";"867066";"2024-03-11";"13:12:03";"SLCS";"";"Light Curve start ";""
"2024-03-11 13:12:03.714";"1710187923714";"867066";"2024-03-11";"13:12:03";"REG1";"";"#2: alpha: 0.241, ETRm: 106.587, Ik: 441.393   ( beta: 0.007, ETRmPot: 122.344 ) ";""
"2024-03-11 13:12:03.714";"1710187923714";"867066";"2024-03-11";"13:12:03";"REG2";"";"#2: alpha: 0.204, ETRm: 98.149, Ik: 480.086 ";""
"2024-03-11 13:12:05.117";"1710187925117";"868469";"2024-03-11";"13:12:05";"FO";"10";"66";"208";"0";"0.683";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"66";"208";"0.683"
"2024-03-11 13:12:25.098";"1710187945098";"888450";"2024-03-11";"13:12:25";"F";"11";"86";"198";"65";"0.566";"15.5";"65";"0.84";"0.842";"0.063";"0.636";"0.051";"0.413";"0.021";"66";"208";"0.683"
"2024-03-11 13:12:45.092";"1710187965092";"908444";"2024-03-11";"13:12:45";"F";"12";"85";"181";"90";"0.530";"20.0";"63";"0.84";"0.814";"0.169";"0.603";"0.149";"0.409";"0.061";"66";"208";"0.683"
"2024-03-11 13:13:05.077";"1710187985077";"928429";"2024-03-11";"13:13:05";"F";"13";"86";"172";"125";"0.500";"26.3";"62";"0.84";"0.782";"0.225";"0.564";"0.209";"0.413";"0.087";"66";"208";"0.683"
"2024-03-11 13:13:25.064";"1710188005064";"948416";"2024-03-11";"13:13:25";"F";"14";"85";"162";"190";"0.475";"37.9";"61";"0.84";"0.762";"0.289";"0.547";"0.284";"0.409";"0.116";"66";"208";"0.683"
"2024-03-11 13:13:45.058";"1710188025058";"968410";"2024-03-11";"13:13:45";"F";"15";"84";"148";"285";"0.432";"51.7";"58";"0.84";"0.711";"0.366";"0.491";"0.405";"0.404";"0.164";"66";"208";"0.683"
"2024-03-11 13:14:05.051";"1710188045051";"988403";"2024-03-11";"13:14:05";"F";"16";"83";"133";"420";"0.376";"66.3";"56";"0.84";"0.649";"0.458";"0.438";"0.564";"0.399";"0.225";"66";"208";"0.683"
"2024-03-11 13:14:25.035";"1710188065035";"1008387";"2024-03-11";"13:14:25";"F";"17";"82";"121";"625";"0.322";"84.5";"54";"0.84";"0.582";"0.528";"0.383";"0.719";"0.394";"0.284";"66";"208";"0.683"
