"2022-08-10";"11:06:33";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2022-08-10 11:02:44.217";"1660154564217";"781260";"2022-08-10";"11:02:44";"SLCS";"";"Light Curve start ";""
"2022-08-10 11:02:44.217";"1660154564217";"781260";"2022-08-10";"11:02:44";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.015, ETRmPot: 22.923 ) ";""
"2022-08-10 11:02:44.217";"1660154564217";"781260";"2022-08-10";"11:02:44";"REG2";"";"#1: alpha: 0.095, ETRm: 37.797, Ik: 399.080 ";""
"2022-08-10 11:02:45.608";"1660154565608";"782651";"2022-08-10";"11:02:45";"FO";"19";"195";"685";"0";"-";"0.715";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"195";"685";"0.715"
"2022-08-10 11:03:05.597";"1660154585597";"802640";"2022-08-10";"11:03:05";"F";"20";"241";"340";"65";"-";"0.291";"7.9";"151";"0.84";"0.524";"0.614";"0.328";"1.015";"0.352";"0.357";"195";"685";"0.715"
"2022-08-10 11:03:25.593";"1660154605593";"822636";"2022-08-10";"11:03:25";"F";"21";"197";"266";"90";"-";"0.259";"9.8";"135";"0.84";"0.527";"0.733";"0.361";"1.575";"0.288";"0.453";"195";"685";"0.715"
"2022-08-10 11:03:45.581";"1660154625581";"842624";"2022-08-10";"11:03:45";"F";"22";"177";"234";"125";"-";"0.244";"12.8";"126";"0.84";"0.528";"0.780";"0.376";"1.927";"0.258";"0.498";"195";"685";"0.715"
"2022-08-10 11:04:05.564";"1660154645564";"862607";"2022-08-10";"11:04:05";"F";"23";"166";"212";"190";"-";"0.217";"17.3";"119";"0.84";"0.495";"0.810";"0.355";"2.231";"0.242";"0.541";"195";"685";"0.715"
"2022-08-10 11:04:25.557";"1660154665557";"882600";"2022-08-10";"11:04:25";"F";"24";"159";"196";"285";"-";"0.189";"22.6";"114";"0.84";"0.451";"0.833";"0.323";"2.495";"0.232";"0.579";"195";"685";"0.715"
"2022-08-10 11:04:45.542";"1660154685542";"902585";"2022-08-10";"11:04:45";"F";"25";"157";"186";"420";"-";"0.156";"27.5";"111";"0.84";"0.387";"0.847";"0.274";"2.683";"0.229";"0.615";"195";"685";"0.715"
"2022-08-10 11:05:05.537";"1660154705537";"922580";"2022-08-10";"11:05:05";"F";"26";"158";"181";"625";"-";"0.127";"33.3";"109";"0.84";"0.319";"0.853";"0.220";"2.785";"0.231";"0.642";"195";"685";"0.715"
"2022-08-10 11:05:25.526";"1660154725526";"942569";"2022-08-10";"11:05:25";"F";"27";"159";"179";"820";"-";"0.112";"38.6";"108";"0.84";"0.282";"0.855";"0.192";"2.827";"0.232";"0.656";"195";"685";"0.715"
"2022-08-10 11:05:29.205";"1660154729205";"946248";"2022-08-10";"11:05:29";"SLCE";"";"Light Curve end ";""
