"2022-08-10";"11:06:33";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2022-08-10 10:49:42.957";"1660153782957";"0";"2022-08-10";"10:49:42";"SCHS";"";"Chart start ";""
"2022-08-10 10:52:43.032";"1660153963032";"180075";"2022-08-10";"10:52:43";"SLCS";"";"Light Curve start ";""
"2022-08-10 10:52:43.032";"1660153963032";"180075";"2022-08-10";"10:52:43";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.014, ETRmPot: 31.566 ) ";""
"2022-08-10 10:52:43.032";"1660153963032";"180075";"2022-08-10";"10:52:43";"REG2";"";"#1: alpha: 0.124, ETRm: 43.868, Ik: 354.554 ";""
"2022-08-10 10:52:44.429";"1660153964429";"181472";"2022-08-10";"10:52:44";"FO";"1";"189";"817";"0";"-";"0.769";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"189";"817";"0.769"
"2022-08-10 10:53:04.422";"1660153984422";"201465";"2022-08-10";"10:53:04";"F";"2";"293";"470";"65";"-";"0.377";"10.3";"161";"0.84";"0.573";"0.508";"0.315";"0.738";"0.359";"0.264";"189";"817";"0.769"
"2022-08-10 10:53:24.409";"1660154004409";"221452";"2022-08-10";"10:53:24";"F";"3";"256";"381";"90";"-";"0.328";"12.4";"149";"0.84";"0.539";"0.631";"0.314";"1.144";"0.313";"0.359";"189";"817";"0.769"
"2022-08-10 10:53:44.399";"1660154024399";"241442";"2022-08-10";"10:53:44";"F";"4";"240";"344";"125";"-";"0.302";"15.9";"143";"0.84";"0.517";"0.680";"0.308";"1.375";"0.294";"0.404";"189";"817";"0.769"
"2022-08-10 10:54:04.384";"1660154044384";"261427";"2022-08-10";"10:54:04";"F";"5";"228";"315";"190";"-";"0.276";"22.0";"138";"0.84";"0.492";"0.718";"0.298";"1.594";"0.279";"0.445";"189";"817";"0.769"
"2022-08-10 10:54:24.369";"1660154064369";"281412";"2022-08-10";"10:54:24";"F";"6";"221";"289";"285";"-";"0.235";"28.1";"133";"0.84";"0.436";"0.752";"0.262";"1.827";"0.271";"0.494";"189";"817";"0.769"
"2022-08-10 10:54:44.358";"1660154084358";"301401";"2022-08-10";"10:54:44";"F";"7";"216";"268";"420";"-";"0.194";"34.2";"128";"0.84";"0.371";"0.777";"0.220";"2.049";"0.264";"0.542";"189";"817";"0.769"
"2022-08-10 10:55:04.347";"1660154104347";"321390";"2022-08-10";"10:55:04";"F";"8";"215";"254";"625";"-";"0.154";"40.4";"125";"0.84";"0.302";"0.795";"0.176";"2.217";"0.263";"0.583";"189";"817";"0.769"
"2022-08-10 10:55:24.335";"1660154124335";"341378";"2022-08-10";"10:55:24";"F";"9";"213";"245";"820";"-";"0.131";"45.1";"123";"0.84";"0.262";"0.806";"0.151";"2.335";"0.261";"0.608";"189";"817";"0.769"
"2022-08-10 10:55:27.860";"1660154127860";"344903";"2022-08-10";"10:55:27";"SLCE";"";"Light Curve end ";""
"2022-08-10 10:57:41.875";"1660154261875";"478918";"2022-08-10";"10:57:41";"SLCS";"";"Light Curve start ";""
"2022-08-10 10:57:41.875";"1660154261875";"478918";"2022-08-10";"10:57:41";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.009, ETRmPot: 23.461 ) ";""
"2022-08-10 10:57:41.875";"1660154261875";"478918";"2022-08-10";"10:57:41";"REG2";"";"#1: alpha: 0.106, ETRm: 30.694, Ik: 290.273 ";""
"2022-08-10 10:57:43.286";"1660154263286";"480329";"2022-08-10";"10:57:43";"FO";"10";"235";"1119";"0";"-";"0.790";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"235";"1119";"0.790"
"2022-08-10 10:58:03.282";"1660154283282";"500325";"2022-08-10";"10:58:03";"F";"11";"413";"618";"65";"-";"0.332";"9.1";"201";"0.84";"0.492";"0.528";"0.239";"0.811";"0.369";"0.299";"235";"1119";"0.790"
"2022-08-10 10:58:23.270";"1660154303270";"520313";"2022-08-10";"10:58:23";"F";"12";"336";"468";"90";"-";"0.282";"10.7";"182";"0.84";"0.462";"0.676";"0.250";"1.391";"0.300";"0.418";"235";"1119";"0.790"
"2022-08-10 10:58:43.258";"1660154323258";"540301";"2022-08-10";"10:58:43";"F";"13";"299";"397";"125";"-";"0.247";"13.0";"170";"0.84";"0.432";"0.743";"0.246";"1.819";"0.267";"0.486";"235";"1119";"0.790"
"2022-08-10 10:59:03.266";"1660154343266";"560309";"2022-08-10";"10:59:03";"F";"14";"277";"353";"190";"-";"0.215";"17.2";"161";"0.84";"0.396";"0.783";"0.230";"2.170";"0.248";"0.537";"235";"1119";"0.790"
"2022-08-10 10:59:23.251";"1660154363251";"580294";"2022-08-10";"10:59:23";"F";"15";"264";"324";"285";"-";"0.185";"22.1";"155";"0.84";"0.355";"0.809";"0.208";"2.454";"0.236";"0.579";"235";"1119";"0.790"
"2022-08-10 10:59:43.243";"1660154383243";"600286";"2022-08-10";"10:59:43";"F";"16";"260";"304";"420";"-";"0.145";"25.6";"150";"0.84";"0.286";"0.826";"0.165";"2.681";"0.232";"0.623";"235";"1119";"0.790"
"2022-08-10 11:00:03.228";"1660154403228";"620271";"2022-08-10";"11:00:03";"F";"17";"257";"290";"625";"-";"0.114";"29.9";"147";"0.84";"0.231";"0.838";"0.132";"2.859";"0.230";"0.656";"235";"1119";"0.790"
"2022-08-10 11:00:23.221";"1660154423221";"640264";"2022-08-10";"11:00:23";"F";"18";"255";"281";"820";"-";"0.093";"32.0";"145";"0.84";"0.191";"0.846";"0.109";"2.982";"0.228";"0.679";"235";"1119";"0.790"
"2022-08-10 11:00:26.279";"1660154426279";"643322";"2022-08-10";"11:00:26";"SLCE";"";"Light Curve end ";""
