"2022-10-06";"10:54:14";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2022-10-06 10:32:42.906";"1665077562906";"0";"2022-10-06";"10:32:42";"SCHS";"";"Chart start ";""
"2022-10-06 10:38:13.071";"1665077893071";"330165";"2022-10-06";"10:38:13";"SLCS";"";"Light Curve start ";""
"2022-10-06 10:38:13.071";"1665077893071";"330165";"2022-10-06";"10:38:13";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 19.618 ) ";""
"2022-10-06 10:38:13.071";"1665077893071";"330165";"2022-10-06";"10:38:13";"REG2";"";"#1: alpha: 0.105, ETRm: 28.708, Ik: 274.665 ";""
"2022-10-06 10:38:14.454";"1665077894454";"331548";"2022-10-06";"10:38:14";"FO";"1";"259";"1177";"0";"0.780";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"259";"1177";"0.780"
"2022-10-06 10:38:34.450";"1665077914450";"351544";"2022-10-06";"10:38:34";"F";"2";"519";"810";"65";"0.359";"9.8";"236";"0.84";"0.507";"0.375";"0.231";"0.453";"0.441";"0.200";"259";"1177";"0.780"
"2022-10-06 10:38:54.438";"1665077934438";"371532";"2022-10-06";"10:38:54";"F";"3";"504";"705";"90";"0.285";"10.8";"226";"0.84";"0.420";"0.478";"0.188";"0.670";"0.428";"0.287";"259";"1177";"0.780"
"2022-10-06 10:39:14.428";"1665077954428";"391522";"2022-10-06";"10:39:14";"F";"4";"503";"666";"125";"0.245";"12.9";"222";"0.84";"0.367";"0.516";"0.162";"0.767";"0.427";"0.328";"259";"1177";"0.780"
"2022-10-06 10:39:34.412";"1665077974412";"411506";"2022-10-06";"10:39:34";"F";"5";"515";"649";"190";"0.206";"16.4";"220";"0.84";"0.312";"0.533";"0.133";"0.814";"0.438";"0.356";"259";"1177";"0.780"
"2022-10-06 10:39:54.404";"1665077994404";"431498";"2022-10-06";"10:39:54";"F";"6";"533";"643";"285";"0.171";"20.5";"219";"0.84";"0.259";"0.538";"0.106";"0.830";"0.453";"0.376";"259";"1177";"0.780"
"2022-10-06 10:40:14.389";"1665078014389";"451483";"2022-10-06";"10:40:14";"F";"7";"552";"642";"420";"0.140";"24.7";"219";"0.84";"0.213";"0.539";"0.085";"0.833";"0.469";"0.391";"259";"1177";"0.780"
"2022-10-06 10:40:34.382";"1665078034382";"471476";"2022-10-06";"10:40:34";"F";"8";"574";"641";"625";"0.105";"27.6";"219";"0.84";"0.159";"0.540";"0.061";"0.836";"0.488";"0.407";"259";"1177";"0.780"
"2022-10-06 10:40:54.391";"1665078054391";"491485";"2022-10-06";"10:40:54";"F";"9";"584";"641";"820";"0.089";"30.7";"219";"0.84";"0.135";"0.540";"0.051";"0.836";"0.496";"0.415";"259";"1177";"0.780"
"2022-10-06 10:40:58.213";"1665078058213";"495307";"2022-10-06";"10:40:58";"SLCE";"";"Light Curve end ";""
"2022-10-06 10:44:40.092";"1665078280092";"717186";"2022-10-06";"10:44:40";"SLCS";"";"Light Curve start ";""
"2022-10-06 10:44:40.092";"1665078280092";"717186";"2022-10-06";"10:44:40";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 46.393 ) ";""
