"2024-05-02";"16:23:28";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-05-02 16:08:20.335";"1714691300335";"0";"2024-05-02";"16:08:20";"SCHS";"";"Chart start ";""
"2024-05-02 16:11:57.201";"1714691517201";"216866";"2024-05-02";"16:11:57";"SLCS";"";"Light Curve start ";""
"2024-05-02 16:11:57.201";"1714691517201";"216866";"2024-05-02";"16:11:57";"REG1";"";"#2: alpha: 0.190, ETRm: 90.628, Ik: 476.030   ( beta: 1.637, ETRmPot: 2239.900 ) ";""
"2024-05-02 16:11:57.201";"1714691517201";"216866";"2024-05-02";"16:11:57";"REG2";"";"#2: alpha: 0.167, ETRm: 90.565, Ik: 541.594 ";""
"2024-05-02 16:11:58.598";"1714691518598";"218263";"2024-05-02";"16:11:58";"FO";"2";"47";"178";"0";"0.736";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"47";"178";"0.736"
"2024-05-02 16:12:18.585";"1714691538585";"238250";"2024-05-02";"16:12:18";"F";"3";"88";"166";"65";"0.470";"12.8";"46";"0.84";"0.650";"0.084";"0.340";"0.072";"0.494";"0.036";"47";"178";"0.736"
"2024-05-02 16:12:38.573";"1714691558573";"258238";"2024-05-02";"16:12:38";"F";"4";"91";"153";"90";"0.405";"15.3";"45";"0.84";"0.574";"0.176";"0.284";"0.163";"0.511";"0.084";"47";"178";"0.736"
"2024-05-02 16:12:58.566";"1714691578566";"278231";"2024-05-02";"16:12:58";"F";"5";"90";"148";"125";"0.392";"20.6";"45";"0.84";"0.563";"0.214";"0.282";"0.203";"0.506";"0.102";"47";"178";"0.736"
"2024-05-02 16:13:18.548";"1714691598548";"298213";"2024-05-02";"16:13:18";"F";"6";"85";"136";"190";"0.375";"29.9";"43";"0.84";"0.548";"0.290";"0.277";"0.309";"0.478";"0.147";"47";"178";"0.736"
"2024-05-02 16:13:38.537";"1714691618537";"318202";"2024-05-02";"16:13:38";"F";"7";"80";"123";"285";"0.350";"41.9";"42";"0.84";"0.531";"0.382";"0.279";"0.447";"0.449";"0.201";"47";"178";"0.736"
"2024-05-02 16:13:58.533";"1714691638533";"338198";"2024-05-02";"16:13:58";"F";"8";"73";"109";"420";"0.330";"58.2";"40";"0.84";"0.522";"0.473";"0.286";"0.633";"0.410";"0.260";"47";"178";"0.736"
"2024-05-02 16:14:18.522";"1714691658522";"358187";"2024-05-02";"16:14:18";"F";"9";"66";"94";"625";"0.298";"78.2";"38";"0.84";"0.500";"0.573";"0.288";"0.894";"0.371";"0.331";"47";"178";"0.736"
"2024-05-02 16:14:38.509";"1714691678509";"378174";"2024-05-02";"16:14:38";"F";"10";"63";"82";"820";"0.232";"79.9";"36";"0.84";"0.413";"0.649";"0.236";"1.171";"0.354";"0.414";"47";"178";"0.736"
"2024-05-02 16:14:42.392";"1714691682392";"382057";"2024-05-02";"16:14:42";"SLCE";"";"Light Curve end ";""
"2024-05-02 16:16:36.206";"1714691796206";"495871";"2024-05-02";"16:16:36";"SLCS";"";"Light Curve start ";""
"2024-05-02 16:16:36.206";"1714691796206";"495871";"2024-05-02";"16:16:36";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.032, ETRmPot: 27.625 ) ";""
"2024-05-02 16:16:36.206";"1714691796206";"495871";"2024-05-02";"16:16:36";"REG2";"";"#2: alpha: 0.119, ETRm: 81.080, Ik: 683.921 ";""
"2024-05-02 16:16:37.613";"1714691797613";"497278";"2024-05-02";"16:16:37";"FO";"11";"50";"138";"0";"0.638";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"50";"138";"0.638"
"2024-05-02 16:16:57.595";"1714691817595";"517260";"2024-05-02";"16:16:57";"F";"12";"67";"114";"65";"0.412";"11.2";"46";"0.84";"0.691";"0.227";"0.474";"0.211";"0.486";"0.102";"50";"138";"0.638"
"2024-05-02 16:17:17.605";"1714691837605";"537270";"2024-05-02";"16:17:17";"F";"13";"59";"92";"90";"0.359";"13.6";"42";"0.84";"0.660";"0.432";"0.470";"0.500";"0.428";"0.213";"50";"138";"0.638"
"2024-05-02 16:17:37.595";"1714691857595";"557260";"2024-05-02";"16:17:37";"F";"14";"56";"83";"125";"0.325";"17.1";"40";"0.84";"0.628";"0.511";"0.449";"0.663";"0.406";"0.269";"50";"138";"0.638"
"2024-05-02 16:17:57.586";"1714691877586";"577251";"2024-05-02";"16:17:57";"F";"15";"55";"79";"190";"0.304";"24.3";"39";"0.84";"0.600";"0.545";"0.425";"0.747";"0.399";"0.297";"50";"138";"0.638"
"2024-05-02 16:18:17.571";"1714691897571";"597236";"2024-05-02";"16:18:17";"F";"16";"55";"74";"285";"0.257";"30.8";"38";"0.84";"0.528";"0.591";"0.365";"0.865";"0.399";"0.344";"50";"138";"0.638"
"2024-05-02 16:18:37.563";"1714691917563";"617228";"2024-05-02";"16:18:37";"F";"17";"54";"71";"420";"0.239";"42.2";"37";"0.84";"0.500";"0.614";"0.343";"0.944";"0.391";"0.370";"50";"138";"0.638"
"2024-05-02 16:18:57.551";"1714691937551";"637216";"2024-05-02";"16:18:57";"F";"18";"52";"66";"625";"0.212";"55.7";"36";"0.84";"0.467";"0.659";"0.323";"1.091";"0.377";"0.411";"50";"138";"0.638"
"2024-05-02 16:19:17.538";"1714691957538";"657203";"2024-05-02";"16:19:17";"F";"19";"51";"64";"820";"0.203";"69.9";"35";"0.84";"0.448";"0.670";"0.307";"1.156";"0.370";"0.427";"50";"138";"0.638"
"2024-05-02 16:19:21.297";"1714691961297";"660962";"2024-05-02";"16:19:21";"SLCE";"";"Light Curve end ";""
"2024-05-02 16:20:15.401";"1714692015401";"715066";"2024-05-02";"16:20:15";"SLCS";"";"Light Curve start ";""
"2024-05-02 16:20:15.401";"1714692015401";"715066";"2024-05-02";"16:20:15";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.034, ETRmPot: 20.528 ) ";""
"2024-05-02 16:20:15.401";"1714692015401";"715066";"2024-05-02";"16:20:15";"REG2";"";"#2: alpha: 0.122, ETRm: 70.983, Ik: 581.285 ";""
"2024-05-02 16:20:16.803";"1714692016803";"716468";"2024-05-02";"16:20:16";"FO";"20";"36";"110";"0";"0.673";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"36";"110";"0.673"
"2024-05-02 16:20:36.791";"1714692036791";"736456";"2024-05-02";"16:20:36";"F";"21";"61";"101";"65";"0.396";"10.8";"35";"0.84";"0.606";"0.108";"0.348";"0.089";"0.555";"0.049";"36";"110";"0.673"
"2024-05-02 16:20:56.781";"1714692056781";"756446";"2024-05-02";"16:20:56";"F";"22";"60";"90";"90";"0.333";"12.6";"34";"0.84";"0.536";"0.243";"0.304";"0.222";"0.545";"0.122";"36";"110";"0.673"
"2024-05-02 16:21:16.767";"1714692076767";"776432";"2024-05-02";"16:21:16";"F";"23";"58";"85";"125";"0.318";"16.7";"33";"0.84";"0.519";"0.297";"0.295";"0.294";"0.527";"0.155";"36";"110";"0.673"
"2024-05-02 16:21:36.763";"1714692096763";"796428";"2024-05-02";"16:21:36";"F";"24";"53";"76";"190";"0.303";"24.2";"31";"0.84";"0.511";"0.392";"0.299";"0.447";"0.482";"0.215";"36";"110";"0.673"
"2024-05-02 16:21:56.750";"1714692116750";"816415";"2024-05-02";"16:21:56";"F";"25";"49";"67";"285";"0.269";"32.2";"30";"0.84";"0.486";"0.500";"0.298";"0.642";"0.445";"0.286";"36";"110";"0.673"
