"2023-10-06";"09:32:03";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-10-06 09:19:14.752";"1696609154752";"0";"2023-10-06";"09:19:14";"SCHS";"";"Chart start ";""
"2023-10-06 09:20:33.060";"1696609233060";"78308";"2023-10-06";"09:20:33";"SLCS";"";"Light Curve start ";""
"2023-10-06 09:20:33.060";"1696609233060";"78308";"2023-10-06";"09:20:33";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.015, ETRmPot: 21.204 ) ";""
"2023-10-06 09:20:33.060";"1696609233060";"78308";"2023-10-06";"09:20:33";"REG2";"";"#1: alpha: 0.139, ETRm: 33.414, Ik: 239.550 ";""
"2023-10-06 09:20:34.462";"1696609234462";"79710";"2023-10-06";"09:20:34";"FO";"1";"181";"1016";"0";"0.822";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"181";"1016";"0.822"
"2023-10-06 09:20:54.444";"1696609254444";"99692";"2023-10-06";"09:20:54";"F";"2";"360";"692";"65";"0.480";"13.1";"167";"0.84";"0.632";"0.371";"0.293";"0.468";"0.354";"0.166";"181";"1016";"0.822"
"2023-10-06 09:21:14.433";"1696609274433";"119681";"2023-10-06";"09:21:14";"F";"3";"327";"529";"90";"0.382";"14.4";"155";"0.84";"0.540";"0.552";"0.256";"0.921";"0.322";"0.296";"181";"1016";"0.822"
"2023-10-06 09:21:34.428";"1696609294428";"139676";"2023-10-06";"09:21:34";"F";"4";"306";"447";"125";"0.315";"16.5";"148";"0.84";"0.472";"0.642";"0.228";"1.273";"0.301";"0.384";"181";"1016";"0.822"
"2023-10-06 09:21:54.414";"1696609314414";"159662";"2023-10-06";"09:21:54";"F";"5";"294";"397";"190";"0.259";"20.7";"142";"0.84";"0.404";"0.695";"0.195";"1.559";"0.289";"0.452";"181";"1016";"0.822"
"2023-10-06 09:22:14.406";"1696609334406";"179654";"2023-10-06";"09:22:14";"F";"6";"286";"362";"285";"0.210";"25.1";"137";"0.84";"0.338";"0.731";"0.162";"1.807";"0.281";"0.509";"181";"1016";"0.822"
"2023-10-06 09:22:34.393";"1696609354393";"199641";"2023-10-06";"09:22:34";"F";"7";"283";"339";"420";"0.165";"29.1";"134";"0.84";"0.273";"0.754";"0.129";"1.997";"0.279";"0.556";"181";"1016";"0.822"
