"2023-01-26";"13:37:56";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-01-21 10:06:03.008";"1674324363008";"0";"2023-01-21";"10:06:03";"SCHS";"";"Chart start ";""
"2023-01-21 10:08:33.527";"1674324513527";"150519";"2023-01-21";"10:08:33";"SLCS";"";"Light Curve start ";""
"2023-01-21 10:08:33.527";"1674324513527";"150519";"2023-01-21";"10:08:33";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 46.317 ) ";" "
"2023-01-21 10:08:33.527";"1674324513527";"150519";"2023-01-21";"10:08:33";"REG2";"";"#1: alpha: 0.200, ETRm: 44.760, Ik: 224.360 ";" "
"2023-01-21 10:08:34.924";"1674324514924";"151916";"2023-01-21";"10:08:34";"FO";"1";"164";"663";"0";"0.753";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"164";"663";"0.753"
"2023-01-21 10:08:54.913";"1674324534913";"171905";"2023-01-21";"10:08:54";"F";"2";"336";"669";"65";"0.498";"13.6";"164";"0.84";"0.659";"- 0.012";"0.322";"- 0.009";"0.507";"- 0.005";"164";"663";"0.753"
"2023-01-21 10:09:14.895";"1674324554895";"191887";"2023-01-21";"10:09:14";"F";"3";"344";"651";"90";"0.472";"17.8";"163";"0.84";"0.629";"0.022";"0.298";"0.018";"0.519";"0.009";"164";"663";"0.753"
"2023-01-21 10:09:34.887";"1674324574887";"211879";"2023-01-21";"10:09:34";"F";"4";"348";"623";"125";"0.441";"23.2";"161";"0.84";"0.595";"0.074";"0.275";"0.064";"0.525";"0.034";"164";"663";"0.753"
"2023-01-21 10:09:54.872";"1674324594872";"231864";"2023-01-21";"10:09:54";"F";"5";"355";"574";"190";"0.382";"30.5";"158";"0.84";"0.526";"0.166";"0.234";"0.155";"0.535";"0.083";"164";"663";"0.753"
"2023-01-21 10:10:14.868";"1674324614868";"251860";"2023-01-21";"10:10:14";"F";"6";"360";"520";"285";"0.308";"36.9";"154";"0.84";"0.437";"0.267";"0.187";"0.275";"0.543";"0.149";"164";"663";"0.753"
"2023-01-21 10:10:34.853";"1674324634853";"271845";"2023-01-21";"10:10:34";"F";"7";"368";"482";"420";"0.237";"41.8";"150";"0.84";"0.343";"0.335";"0.140";"0.376";"0.555";"0.208";"164";"663";"0.753"
"2023-01-21 10:10:54.844";"1674324654844";"291836";"2023-01-21";"10:10:54";"F";"8";"378";"455";"625";"0.169";"44.4";"147";"0.84";"0.250";"0.383";"0.097";"0.457";"0.570";"0.261";"164";"663";"0.753"
"2023-01-21 10:11:14.828";"1674324674828";"311820";"2023-01-21";"10:11:14";"F";"9";"381";"440";"820";"0.134";"46.1";"146";"0.84";"0.201";"0.411";"0.077";"0.507";"0.575";"0.291";"164";"663";"0.753"
"2023-01-21 10:11:17.972";"1674324677972";"314964";"2023-01-21";"10:11:17";"SLCE";"";"Light Curve end ";""
"2023-01-21 10:14:12.360";"1674324852360";"489352";"2023-01-21";"10:14:12";"SLCS";"";"Light Curve start ";""
"2023-01-21 10:14:12.360";"1674324852360";"489352";"2023-01-21";"10:14:12";"REG1";"";"#1: alpha: 0.268, ETRm: 50.427, Ik: 188.423   ( beta: 0.000, ETRmPot: 50.800 ) ";" "
"2023-01-21 10:14:12.360";"1674324852360";"489352";"2023-01-21";"10:14:12";"REG2";"";"#1: alpha: 0.209, ETRm: 48.799, Ik: 233.377 ";" "
"2023-01-21 10:14:13.785";"1674324853785";"490777";"2023-01-21";"10:14:13";"FO";"10";"168";"730";"0";"0.770";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"168";"730";"0.770"
"2023-01-21 10:14:33.781";"1674324873781";"510773";"2023-01-21";"10:14:33";"F";"11";"333";"730";"65";"0.544";"14.9";"168";"0.84";"0.706";"0.000";"0.356";"0.000";"0.456";"0.000";"168";"730";"0.770"
"2023-01-21 10:14:53.768";"1674324893768";"530760";"2023-01-21";"10:14:53";"F";"12";"334";"675";"90";"0.505";"19.1";"165";"0.84";"0.669";"0.093";"0.330";"0.081";"0.458";"0.037";"168";"730";"0.770"
"2023-01-21 10:15:13.751";"1674324913751";"550743";"2023-01-21";"10:15:13";"F";"13";"341";"636";"125";"0.464";"24.4";"162";"0.84";"0.622";"0.157";"0.295";"0.148";"0.467";"0.069";"168";"730";"0.770"
"2023-01-21 10:15:33.746";"1674324933746";"570738";"2023-01-21";"10:15:33";"F";"14";"355";"595";"190";"0.403";"32.2";"160";"0.84";"0.552";"0.226";"0.249";"0.227";"0.486";"0.111";"168";"730";"0.770"
"2023-01-21 10:15:53.728";"1674324953728";"590720";"2023-01-21";"10:15:53";"F";"15";"368";"548";"285";"0.328";"39.3";"156";"0.84";"0.459";"0.302";"0.195";"0.332";"0.504";"0.168";"168";"730";"0.770"
"2023-01-21 10:16:13.716";"1674324973716";"610708";"2023-01-21";"10:16:13";"F";"16";"380";"511";"420";"0.256";"45.2";"153";"0.84";"0.366";"0.363";"0.147";"0.429";"0.521";"0.223";"168";"730";"0.770"
"2023-01-21 10:16:33.705";"1674324993705";"630697";"2023-01-21";"10:16:33";"F";"17";"393";"483";"625";"0.186";"48.8";"150";"0.84";"0.270";"0.407";"0.103";"0.511";"0.538";"0.276";"168";"730";"0.770"
"2023-01-21 10:16:53.696";"1674325013696";"650688";"2023-01-21";"10:16:53";"F";"18";"400";"468";"820";"0.145";"49.9";"149";"0.84";"0.213";"0.432";"0.079";"0.560";"0.548";"0.307";"168";"730";"0.770"
"2023-01-21 10:16:57.112";"1674325017112";"654104";"2023-01-21";"10:16:57";"SLCE";"";"Light Curve end ";""
"2023-01-21 10:35:36.541";"1674326136541";"1773533";"2023-01-21";"10:35:36";"SLCS";"";"Light Curve start ";""
"2023-01-21 10:35:36.541";"1674326136541";"1773533";"2023-01-21";"10:35:36";"REG1";"";"#1: alpha: 0.236, ETRm: 85.046, Ik: 359.662   ( beta: 0.139, ETRmPot: 241.905 ) ";" "
"2023-01-21 10:35:36.541";"1674326136541";"1773533";"2023-01-21";"10:35:36";"REG2";"";"#1: alpha: 0.204, ETRm: 85.956, Ik: 421.084 ";" "
"2023-01-21 10:35:37.933";"1674326137933";"1774925";"2023-01-21";"10:35:37";"FO";"19";"108";"413";"0";"0.738";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"108";"413";"0.738"
"2023-01-21 10:35:57.925";"1674326157925";"1794917";"2023-01-21";"10:35:57";"F";"20";"184";"406";"65";"0.547";"14.9";"108";"0.84";"0.745";"0.023";"0.437";"0.017";"0.446";"0.007";"108";"413";"0.738"
"2023-01-21 10:36:17.914";"1674326177914";"1814906";"2023-01-21";"10:36:17";"F";"21";"183";"384";"90";"0.523";"19.8";"106";"0.84";"0.723";"0.089";"0.419";"0.076";"0.443";"0.034";"108";"413";"0.738"
"2023-01-21 10:36:37.906";"1674326197906";"1834898";"2023-01-21";"10:36:37";"F";"22";"188";"371";"125";"0.493";"25.9";"105";"0.84";"0.688";"0.128";"0.384";"0.113";"0.455";"0.052";"108";"413";"0.738"
"2023-01-21 10:36:57.889";"1674326217889";"1854881";"2023-01-21";"10:36:57";"F";"23";"192";"355";"190";"0.459";"36.6";"104";"0.84";"0.649";"0.177";"0.352";"0.163";"0.465";"0.076";"108";"413";"0.738"
"2023-01-21 10:37:17.881";"1674326237881";"1874873";"2023-01-21";"10:37:17";"F";"24";"195";"334";"285";"0.416";"49.8";"102";"0.84";"0.599";"0.239";"0.313";"0.237";"0.472";"0.112";"108";"413";"0.738"
"2023-01-21 10:37:37.873";"1674326257873";"1894865";"2023-01-21";"10:37:37";"F";"25";"198";"309";"420";"0.359";"63.3";"99";"0.84";"0.529";"0.311";"0.265";"0.337";"0.479";"0.162";"108";"413";"0.738"
"2023-01-21 10:37:57.858";"1674326277858";"1914850";"2023-01-21";"10:37:57";"F";"26";"200";"285";"625";"0.298";"78.2";"97";"0.84";"0.452";"0.384";"0.219";"0.449";"0.484";"0.218";"108";"413";"0.738"
"2023-01-21 10:38:17.850";"1674326297850";"1934842";"2023-01-21";"10:38:17";"F";"27";"198";"261";"820";"0.241";"83.0";"94";"0.84";"0.377";"0.452";"0.179";"0.582";"0.479";"0.280";"108";"413";"0.738"
"2023-01-21 10:38:20.945";"1674326300945";"1937937";"2023-01-21";"10:38:20";"SLCE";"";"Light Curve end ";""
