"2023-10-06";"10:15:02";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-10-06 09:58:10.020";"1696611490020";"0";"2023-10-06";"09:58:10";"SCHS";"";"Chart start ";""
"2023-10-06 10:02:57.185";"1696611777185";"287165";"2023-10-06";"10:02:57";"SLCS";"";"Light Curve start ";""
"2023-10-06 10:02:57.185";"1696611777185";"287165";"2023-10-06";"10:02:57";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 30.641 ) ";""
"2023-10-06 10:02:57.185";"1696611777185";"287165";"2023-10-06";"10:02:57";"REG2";"";"#1: alpha: 0.158, ETRm: 29.969, Ik: 189.656 ";""
"2023-10-06 10:02:58.588";"1696611778588";"288568";"2023-10-06";"10:02:58";"FO";"1";"193";"1050";"0";"0.816";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"193";"1050";"0.816"
"2023-10-06 10:03:18.576";"1696611798576";"308556";"2023-10-06";"10:03:18";"F";"2";"345";"613";"65";"0.437";"11.9";"171";"0.84";"0.606";"0.484";"0.300";"0.713";"0.329";"0.234";"193";"1050";"0.816"
"2023-10-06 10:03:38.569";"1696611818569";"328549";"2023-10-06";"10:03:38";"F";"3";"294";"464";"90";"0.366";"13.8";"157";"0.84";"0.554";"0.642";"0.296";"1.263";"0.280";"0.354";"193";"1050";"0.816"
"2023-10-06 10:03:58.559";"1696611838559";"348539";"2023-10-06";"10:03:58";"F";"4";"268";"393";"125";"0.318";"16.7";"148";"0.84";"0.510";"0.714";"0.282";"1.672";"0.255";"0.427";"193";"1050";"0.816"
"2023-10-06 10:04:18.541";"1696611858541";"368521";"2023-10-06";"10:04:18";"F";"5";"251";"348";"190";"0.279";"22.3";"141";"0.84";"0.469";"0.758";"0.263";"2.017";"0.239";"0.482";"193";"1050";"0.816"
"2023-10-06 10:04:38.534";"1696611878534";"388514";"2023-10-06";"10:04:38";"F";"6";"241";"308";"285";"0.218";"26.1";"134";"0.84";"0.385";"0.797";"0.214";"2.409";"0.230";"0.552";"193";"1050";"0.816"
"2023-10-06 10:04:58.520";"1696611898520";"408500";"2023-10-06";"10:04:58";"F";"7";"233";"278";"420";"0.162";"28.6";"128";"0.84";"0.300";"0.825";"0.165";"2.777";"0.222";"0.616";"193";"1050";"0.816"
"2023-10-06 10:05:18.507";"1696611918507";"428487";"2023-10-06";"10:05:18";"F";"8";"224";"254";"625";"0.118";"31.0";"122";"0.84";"0.227";"0.846";"0.124";"3.134";"0.213";"0.669";"193";"1050";"0.816"
"2023-10-06 10:05:38.496";"1696611938496";"448476";"2023-10-06";"10:05:38";"F";"9";"217";"238";"820";"0.088";"30.3";"119";"0.84";"0.176";"0.861";"0.097";"3.412";"0.207";"0.705";"193";"1050";"0.816"
"2023-10-06 10:05:42.216";"1696611942216";"452196";"2023-10-06";"10:05:42";"SLCE";"";"Light Curve end ";""
"2023-10-06 10:07:34.415";"1696612054415";"564395";"2023-10-06";"10:07:34";"SLCS";"";"Light Curve start ";""
"2023-10-06 10:07:34.415";"1696612054415";"564395";"2023-10-06";"10:07:34";"REG1";"";"#1: alpha: 0.183, ETRm: 70.619, Ik: 386.592   ( beta: 0.001, ETRmPot: 73.430 ) ";""
"2023-10-06 10:07:34.415";"1696612054415";"564395";"2023-10-06";"10:07:34";"REG2";"";"#1: alpha: 0.151, ETRm: 64.698, Ik: 428.174 ";""
"2023-10-06 10:07:35.809";"1696612055809";"565789";"2023-10-06";"10:07:35";"FO";"10";"147";"754";"0";"0.805";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"147";"754";"0.805"
"2023-10-06 10:07:55.799";"1696612075799";"585779";"2023-10-06";"10:07:55";"F";"11";"245";"464";"65";"0.472";"12.9";"131";"0.84";"0.658";"0.451";"0.352";"0.625";"0.325";"0.203";"147";"754";"0.805"
"2023-10-06 10:08:15.796";"1696612095796";"605776";"2023-10-06";"10:08:15";"F";"12";"212";"353";"90";"0.399";"15.1";"120";"0.84";"0.605";"0.616";"0.342";"1.136";"0.281";"0.320";"147";"754";"0.805"
"2023-10-06 10:08:35.779";"1696612115779";"625759";"2023-10-06";"10:08:35";"F";"13";"197";"312";"125";"0.369";"19.4";"115";"0.84";"0.584";"0.675";"0.341";"1.417";"0.261";"0.370";"147";"754";"0.805"
"2023-10-06 10:08:55.765";"1696612135765";"645745";"2023-10-06";"10:08:55";"F";"14";"187";"284";"190";"0.342";"27.3";"111";"0.84";"0.561";"0.715";"0.333";"1.655";"0.248";"0.410";"147";"754";"0.805"
"2023-10-06 10:09:15.759";"1696612155759";"665739";"2023-10-06";"10:09:15";"F";"15";"180";"256";"285";"0.297";"35.6";"107";"0.84";"0.510";"0.755";"0.303";"1.945";"0.239";"0.464";"147";"754";"0.805"
"2023-10-06 10:09:35.744";"1696612175744";"685724";"2023-10-06";"10:09:35";"F";"16";"175";"240";"420";"0.271";"47.8";"104";"0.84";"0.478";"0.776";"0.284";"2.142";"0.232";"0.497";"147";"754";"0.805"
"2023-10-06 10:09:55.740";"1696612195740";"705720";"2023-10-06";"10:09:55";"F";"17";"173";"222";"625";"0.221";"58.0";"100";"0.84";"0.402";"0.799";"0.232";"2.396";"0.229";"0.550";"147";"754";"0.805"
"2023-10-06 10:10:15.723";"1696612215723";"725703";"2023-10-06";"10:10:15";"F";"18";"171";"209";"820";"0.182";"62.7";"97";"0.84";"0.339";"0.815";"0.192";"2.608";"0.227";"0.591";"147";"754";"0.805"
"2023-10-06 10:10:19.483";"1696612219483";"729463";"2023-10-06";"10:10:19";"SLCE";"";"Light Curve end ";""
"2023-10-06 10:11:22.034";"1696612282034";"792014";"2023-10-06";"10:11:22";"SLCS";"";"Light Curve start ";""
"2023-10-06 10:11:22.034";"1696612282034";"792014";"2023-10-06";"10:11:22";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.021, ETRmPot: 33.874 ) ";""
"2023-10-06 10:11:22.034";"1696612282034";"792014";"2023-10-06";"10:11:22";"REG2";"";"#1: alpha: 0.118, ETRm: 56.442, Ik: 478.404 ";""
"2023-10-06 10:11:23.441";"1696612283441";"793421";"2023-10-06";"10:11:23";"FO";"19";"134";"530";"0";"0.747";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"134";"530";"0.747"
"2023-10-06 10:11:43.430";"1696612303430";"813410";"2023-10-06";"10:11:43";"F";"20";"200";"323";"65";"0.381";"10.4";"115";"0.84";"0.591";"0.475";"0.340";"0.641";"0.377";"0.242";"134";"530";"0.747"
"2023-10-06 10:12:03.416";"1696612323416";"833396";"2023-10-06";"10:12:03";"F";"21";"172";"256";"90";"0.328";"12.4";"105";"0.84";"0.556";"0.619";"0.339";"1.070";"0.325";"0.347";"134";"530";"0.747"
"2023-10-06 10:12:23.407";"1696612343407";"853387";"2023-10-06";"10:12:23";"F";"22";"154";"222";"125";"0.306";"16.1";"99";"0.84";"0.553";"0.689";"0.356";"1.387";"0.291";"0.403";"134";"530";"0.747"
"2023-10-06 10:12:43.398";"1696612363398";"873378";"2023-10-06";"10:12:43";"F";"23";"141";"195";"190";"0.277";"22.1";"93";"0.84";"0.529";"0.742";"0.349";"1.718";"0.266";"0.457";"134";"530";"0.747"
"2023-10-06 10:13:03.381";"1696612383381";"893361";"2023-10-06";"10:13:03";"F";"24";"132";"175";"285";"0.246";"29.4";"89";"0.84";"0.500";"0.783";"0.337";"2.029";"0.249";"0.505";"134";"530";"0.747"
"2023-10-06 10:13:23.369";"1696612403369";"913349";"2023-10-06";"10:13:23";"F";"25";"127";"161";"420";"0.211";"37.2";"85";"0.84";"0.447";"0.808";"0.299";"2.292";"0.240";"0.549";"134";"530";"0.747"
"2023-10-06 10:13:43.359";"1696612423359";"933339";"2023-10-06";"10:13:43";"F";"26";"125";"153";"625";"0.183";"48.0";"83";"0.84";"0.400";"0.823";"0.266";"2.464";"0.236";"0.581";"134";"530";"0.747"
"2023-10-06 10:14:03.350";"1696612443350";"953330";"2023-10-06";"10:14:03";"F";"27";"123";"146";"820";"0.158";"54.4";"80";"0.84";"0.348";"0.833";"0.226";"2.630";"0.232";"0.610";"134";"530";"0.747"
"2023-10-06 10:14:06.569";"1696612446569";"956549";"2023-10-06";"10:14:06";"SLCE";"";"Light Curve end ";""
