"2024-04-08";"11:09:03";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-04-08 10:42:34.600";"1712598154600";"0";"2024-04-08";"10:42:34";"SCHS";"";"Chart start ";""
"2024-04-08 10:54:59.004";"1712598899004";"744404";"2024-04-08";"10:54:59";"SLCS";"";"Light Curve start ";""
"2024-04-08 10:54:59.004";"1712598899004";"744404";"2024-04-08";"10:54:59";"REG1";"";"#2: alpha: 0.200, ETRm: 53.499, Ik: 267.496   ( beta: 0.050, ETRmPot: 100.000 ) ";""
"2024-04-08 10:54:59.004";"1712598899004";"744404";"2024-04-08";"10:54:59";"REG2";"";"#2: alpha: 0.115, ETRm: 44.966, Ik: 390.884 ";""
"2024-04-08 10:55:00.397";"1712598900397";"745797";"2024-04-08";"10:55:00";"FO";"1";"0";"32";"0";"-";"-";"-";"0.84";"-";"-";"-";"-";"-";"-";"0";"32";"-"
"2024-04-08 10:55:20.386";"1712598920386";"765786";"2024-04-08";"10:55:20";"F";"2";"143";"278";"65";"0.486";"13.3";"-";"0.84";"-";"-";"-";"- 0.885";"-";"-";"0";"32";"-"
"2024-04-08 10:55:40.370";"1712598940370";"785770";"2024-04-08";"10:55:40";"F";"3";"135";"230";"90";"0.413";"15.6";"-";"0.84";"-";"-";"-";"- 0.861";"-";"-";"0";"32";"-"
"2024-04-08 10:56:00.360";"1712598960360";"805760";"2024-04-08";"10:56:00";"F";"4";"127";"208";"125";"0.389";"20.4";"-";"0.84";"-";"-";"-";"- 0.846";"-";"-";"0";"32";"-"
"2024-04-08 10:56:20.351";"1712598980351";"825751";"2024-04-08";"10:56:20";"F";"5";"122";"181";"190";"0.326";"26.0";"-";"0.84";"-";"-";"-";"- 0.823";"-";"-";"0";"32";"-"
"2024-04-08 10:56:40.335";"1712599000335";"845735";"2024-04-08";"10:56:40";"F";"6";"119";"160";"285";"0.256";"30.6";"-";"0.84";"-";"-";"-";"- 0.800";"-";"-";"0";"32";"-"
"2024-04-08 10:57:00.325";"1712599020325";"865725";"2024-04-08";"10:57:00";"F";"7";"114";"150";"420";"0.240";"42.3";"-";"0.84";"-";"-";"-";"- 0.787";"-";"-";"0";"32";"-"
"2024-04-08 10:57:20.315";"1712599040315";"885715";"2024-04-08";"10:57:20";"F";"8";"113";"139";"625";"0.187";"49.1";"-";"0.84";"-";"-";"-";"- 0.770";"-";"-";"0";"32";"-"
"2024-04-08 10:57:40.303";"1712599060303";"905703";"2024-04-08";"10:57:40";"F";"9";"109";"130";"820";"0.162";"55.8";"-";"0.84";"-";"-";"-";"- 0.754";"-";"-";"0";"32";"-"
"2024-04-08 10:57:44.130";"1712599064130";"909530";"2024-04-08";"10:57:44";"SLCE";"";"Light Curve end ";""
"2024-04-08 10:59:43.708";"1712599183708";"1029108";"2024-04-08";"10:59:43";"SLCS";"";"Light Curve start ";""
"2024-04-08 10:59:43.708";"1712599183708";"1029108";"2024-04-08";"10:59:43";"REG1";"";"#2: alpha: 0.219, ETRm: 47.581, Ik: 216.866   ( beta: 0.055, ETRmPot: 89.053 ) ";""
"2024-04-08 10:59:43.708";"1712599183708";"1029108";"2024-04-08";"10:59:43";"REG2";"";"#2: alpha: 0.187, ETRm: 47.576, Ik: 254.259 ";""
"2024-04-08 10:59:45.105";"1712599185105";"1030505";"2024-04-08";"10:59:45";"FO";"10";"66";"155";"0";"0.574";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"66";"155";"0.574"
"2024-04-08 11:00:05.099";"1712599205099";"1050499";"2024-04-08";"11:00:05";"F";"11";"84";"136";"65";"0.382";"10.4";"62";"0.84";"0.703";"0.169";"0.519";"0.140";"0.542";"0.076";"66";"155";"0.574"
"2024-04-08 11:00:25.088";"1712599225088";"1070488";"2024-04-08";"11:00:25";"F";"12";"73";"115";"90";"0.365";"13.8";"57";"0.84";"0.724";"0.348";"0.565";"0.348";"0.471";"0.164";"66";"155";"0.574"
"2024-04-08 11:00:45.080";"1712599245080";"1090480";"2024-04-08";"11:00:45";"F";"13";"73";"104";"125";"0.298";"15.6";"55";"0.84";"0.633";"0.449";"0.477";"0.490";"0.471";"0.231";"66";"155";"0.574"
"2024-04-08 11:01:05.059";"1712599265059";"1110459";"2024-04-08";"11:01:05";"F";"14";"66";"95";"190";"0.305";"24.3";"52";"0.84";"0.674";"0.517";"0.531";"0.632";"0.426";"0.269";"66";"155";"0.574"
"2024-04-08 11:01:25.049";"1712599285049";"1130449";"2024-04-08";"11:01:25";"F";"15";"63";"118";"285";"0.466";"55.8";"58";"0.84";"0.917";"0.326";"0.844";"0.314";"0.406";"0.128";"66";"155";"0.574"
"2024-04-08 11:01:45.037";"1712599305037";"1150437";"2024-04-08";"11:01:45";"F";"16";"62";"83";"420";"0.253";"44.6";"48";"0.84";"0.600";"0.607";"0.465";"0.867";"0.400";"0.347";"66";"155";"0.574"
"2024-04-08 11:02:05.046";"1712599325046";"1170446";"2024-04-08";"11:02:05";"F";"17";"66";"76";"625";"0.132";"34.7";"46";"0.84";"0.333";"0.663";"0.232";"1.039";"0.426";"0.442";"66";"155";"0.574"
"2024-04-08 11:02:25.037";"1712599345037";"1190437";"2024-04-08";"11:02:25";"F";"18";"61";"72";"820";"0.153";"52.7";"44";"0.84";"0.393";"0.685";"0.283";"1.153";"0.394";"0.453";"66";"155";"0.574"
"2024-04-08 11:02:28.465";"1712599348465";"1193865";"2024-04-08";"11:02:28";"SLCE";"";"Light Curve end ";""
"2024-04-08 11:04:42.012";"1712599482012";"1327412";"2024-04-08";"11:04:42";"SLCS";"";"Light Curve start ";""
"2024-04-08 11:04:42.012";"1712599482012";"1327412";"2024-04-08";"11:04:42";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.022, ETRmPot: 34.722 ) ";""
"2024-04-08 11:04:42.012";"1712599482012";"1327412";"2024-04-08";"11:04:42";"REG2";"";"#2: alpha: 0.133, ETRm: 58.510, Ik: 439.025 ";""
"2024-04-08 11:04:43.408";"1712599483408";"1328808";"2024-04-08";"11:04:43";"FO";"19";"73";"261";"0";"0.720";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"73";"261";"0.720"
"2024-04-08 11:05:03.402";"1712599503402";"1348802";"2024-04-08";"11:05:03";"F";"20";"120";"208";"65";"0.423";"11.5";"68";"0.84";"0.629";"0.255";"0.356";"0.255";"0.460";"0.117";"73";"261";"0.720"
"2024-04-08 11:05:23.392";"1712599523392";"1368792";"2024-04-08";"11:05:23";"F";"21";"107";"173";"90";"0.382";"14.4";"64";"0.84";"0.606";"0.420";"0.362";"0.509";"0.410";"0.208";"73";"261";"0.720"
"2024-04-08 11:05:43.372";"1712599543372";"1388772";"2024-04-08";"11:05:43";"F";"22";"97";"148";"125";"0.345";"18.1";"60";"0.84";"0.580";"0.532";"0.359";"0.764";"0.372";"0.283";"73";"261";"0.720"
"2024-04-08 11:06:03.369";"1712599563369";"1408769";"2024-04-08";"11:06:03";"F";"23";"89";"128";"190";"0.305";"24.3";"57";"0.84";"0.549";"0.622";"0.352";"1.039";"0.341";"0.354";"73";"261";"0.720"
"2024-04-08 11:06:23.352";"1712599583352";"1428752";"2024-04-08";"11:06:23";"F";"24";"83";"113";"285";"0.265";"31.7";"53";"0.84";"0.500";"0.681";"0.319";"1.310";"0.318";"0.417";"73";"261";"0.720"
"2024-04-08 11:06:43.341";"1712599603341";"1448741";"2024-04-08";"11:06:43";"F";"25";"79";"104";"420";"0.240";"42.3";"51";"0.84";"0.472";"0.718";"0.305";"1.510";"0.303";"0.457";"73";"261";"0.720"
"2024-04-08 11:07:03.336";"1712599623336";"1468736";"2024-04-08";"11:07:03";"F";"26";"78";"96";"625";"0.188";"49.4";"49";"0.84";"0.383";"0.750";"0.241";"1.719";"0.299";"0.513";"73";"261";"0.720"
"2024-04-08 11:07:23.322";"1712599643322";"1488722";"2024-04-08";"11:07:23";"F";"27";"78";"94";"820";"0.170";"58.5";"49";"0.84";"0.356";"0.761";"0.224";"1.777";"0.299";"0.531";"73";"261";"0.720"
"2024-04-08 11:07:26.621";"1712599646621";"1492021";"2024-04-08";"11:07:26";"SLCE";"";"Light Curve end ";""
