"2024-03-11";"10:59:53";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-03-11 10:43:56.212";"1710179036212";"0";"2024-03-11";"10:43:56";"SCHS";"";"Chart start ";""
"2024-03-11 10:46:13.002";"1710179173002";"136790";"2024-03-11";"10:46:13";"SLCS";"";"Light Curve start ";""
"2024-03-11 10:46:13.002";"1710179173002";"136790";"2024-03-11";"10:46:13";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 43.721 ) ";""
"2024-03-11 10:46:13.002";"1710179173002";"136790";"2024-03-11";"10:46:13";"REG2";"";"#2: alpha: 0.193, ETRm: 46.453, Ik: 241.171 ";""
"2024-03-11 10:46:14.397";"1710179174397";"138185";"2024-03-11";"10:46:14";"FO";"1";"110";"429";"0";"0.744";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"110";"429";"0.744"
"2024-03-11 10:46:34.393";"1710179194393";"158181";"2024-03-11";"10:46:34";"F";"2";"212";"430";"65";"0.507";"13.8";"110";"0.84";"0.681";"- 0.003";"0.353";"- 0.002";"0.494";"- 0.001";"110";"429";"0.744"
"2024-03-11 10:46:54.381";"1710179214381";"178169";"2024-03-11";"10:46:54";"F";"3";"214";"404";"90";"0.470";"17.8";"108";"0.84";"0.642";"0.072";"0.324";"0.062";"0.499";"0.031";"110";"429";"0.744"
"2024-03-11 10:47:14.367";"1710179234367";"198155";"2024-03-11";"10:47:14";"F";"4";"218";"385";"125";"0.434";"22.8";"107";"0.84";"0.601";"0.129";"0.295";"0.114";"0.508";"0.058";"110";"429";"0.744"
"2024-03-11 10:47:34.360";"1710179254360";"218148";"2024-03-11";"10:47:34";"F";"5";"229";"369";"190";"0.379";"30.2";"106";"0.84";"0.532";"0.176";"0.246";"0.163";"0.534";"0.087";"110";"429";"0.744"
"2024-03-11 10:47:54.346";"1710179274346";"238134";"2024-03-11";"10:47:54";"F";"6";"243";"351";"285";"0.308";"36.9";"104";"0.84";"0.437";"0.226";"0.187";"0.222";"0.566";"0.126";"110";"429";"0.744"
"2024-03-11 10:48:14.333";"1710179294333";"258121";"2024-03-11";"10:48:14";"F";"7";"251";"329";"420";"0.237";"41.8";"102";"0.84";"0.344";"0.288";"0.140";"0.304";"0.585";"0.178";"110";"429";"0.744"
