"2024-04-08";"15:22:31";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-04-08 14:59:53.984";"1712613593984";"0";"2024-04-08";"14:59:53";"SCHS";"";"Chart start ";""
"2024-04-08 15:11:02.400";"1712614262400";"668416";"2024-04-08";"15:11:02";"SLCS";"";"Light Curve start ";""
"2024-04-08 15:11:02.400";"1712614262400";"668416";"2024-04-08";"15:11:02";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.020, ETRmPot: 43.186 ) ";""
"2024-04-08 15:11:02.400";"1712614262400";"668416";"2024-04-08";"15:11:02";"REG2";"";"#2: alpha: 0.122, ETRm: 64.000, Ik: 525.328 ";""
"2024-04-08 15:11:03.789";"1712614263789";"669805";"2024-04-08";"15:11:03";"FO";"1";"84";"289";"0";"0.709";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"84";"289";"0.709"
"2024-04-08 15:11:23.777";"1712614283777";"689793";"2024-04-08";"15:11:23";"F";"2";"115";"185";"65";"0.378";"10.3";"72";"0.84";"0.619";"0.449";"0.388";"0.562";"0.398";"0.224";"84";"289";"0.709"
"2024-04-08 15:11:43.770";"1712614303770";"709786";"2024-04-08";"15:11:43";"F";"3";"94";"138";"90";"0.319";"12.1";"64";"0.84";"0.595";"0.639";"0.405";"1.094";"0.325";"0.356";"84";"289";"0.709"
"2024-04-08 15:12:03.756";"1712614323756";"729772";"2024-04-08";"15:12:03";"F";"4";"89";"127";"125";"0.299";"15.7";"61";"0.84";"0.576";"0.678";"0.395";"1.276";"0.308";"0.393";"84";"289";"0.709"
"2024-04-08 15:12:23.751";"1712614343751";"749767";"2024-04-08";"15:12:23";"F";"5";"88";"122";"190";"0.279";"22.3";"60";"0.84";"0.548";"0.698";"0.374";"1.369";"0.304";"0.417";"84";"289";"0.709"
"2024-04-08 15:12:43.741";"1712614363741";"769757";"2024-04-08";"15:12:43";"F";"6";"87";"118";"285";"0.263";"31.5";"59";"0.84";"0.525";"0.712";"0.356";"1.449";"0.301";"0.436";"84";"289";"0.709"
"2024-04-08 15:13:03.727";"1712614383727";"789743";"2024-04-08";"15:13:03";"F";"7";"86";"113";"420";"0.239";"42.2";"58";"0.84";"0.491";"0.732";"0.331";"1.558";"0.298";"0.463";"84";"289";"0.709"
"2024-04-08 15:13:23.710";"1712614403710";"809726";"2024-04-08";"15:13:23";"F";"8";"84";"104";"625";"0.192";"50.4";"55";"0.84";"0.408";"0.761";"0.267";"1.779";"0.291";"0.517";"84";"289";"0.709"
"2024-04-08 15:13:43.707";"1712614423707";"829723";"2024-04-08";"15:13:43";"F";"9";"84";"102";"820";"0.176";"60.6";"55";"0.84";"0.383";"0.771";"0.251";"1.833";"0.291";"0.533";"84";"289";"0.709"
"2024-04-08 15:13:47.671";"1712614427671";"833687";"2024-04-08";"15:13:47";"SLCE";"";"Light Curve end ";""
"2024-04-08 15:14:54.028";"1712614494028";"900044";"2024-04-08";"15:14:54";"SLCS";"";"Light Curve start ";""
"2024-04-08 15:14:54.028";"1712614494028";"900044";"2024-04-08";"15:14:54";"REG1";"";"#2: alpha: 0.141, ETRm: 60.500, Ik: 428.406   ( beta: 0.142, ETRmPot: 242.381 ) ";""
"2024-04-08 15:14:54.028";"1712614494028";"900044";"2024-04-08";"15:14:54";"REG2";"";"#2: alpha: 0.123, ETRm: 60.642, Ik: 491.971 ";""
"2024-04-08 15:14:55.420";"1712614495420";"901436";"2024-04-08";"15:14:55";"FO";"10";"98";"267";"0";"0.633";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"98";"267";"0.633"
"2024-04-08 15:15:15.409";"1712614515409";"921425";"2024-04-08";"15:15:15";"F";"11";"112";"179";"65";"0.374";"10.2";"83";"0.84";"0.698";"0.432";"0.517";"0.492";"0.419";"0.207";"98";"267";"0.633"
"2024-04-08 15:15:35.397";"1712614535397";"941413";"2024-04-08";"15:15:35";"F";"12";"95";"136";"90";"0.301";"11.4";"72";"0.84";"0.641";"0.621";"0.486";"0.963";"0.356";"0.343";"98";"267";"0.633"
"2024-04-08 15:15:55.381";"1712614555381";"961397";"2024-04-08";"15:15:55";"F";"13";"89";"126";"125";"0.294";"15.4";"69";"0.84";"0.649";"0.663";"0.503";"1.119";"0.333";"0.373";"98";"267";"0.633"
"2024-04-08 15:16:15.373";"1712614575373";"981389";"2024-04-08";"15:16:15";"F";"14";"87";"122";"190";"0.287";"22.9";"68";"0.84";"0.648";"0.680";"0.506";"1.189";"0.326";"0.387";"98";"267";"0.633"
"2024-04-08 15:16:35.361";"1712614595361";"1001377";"2024-04-08";"15:16:35";"F";"15";"85";"115";"285";"0.261";"31.2";"66";"0.84";"0.612";"0.710";"0.475";"1.322";"0.318";"0.421";"98";"267";"0.633"
"2024-04-08 15:16:55.346";"1712614615346";"1021362";"2024-04-08";"15:16:55";"F";"16";"83";"108";"420";"0.231";"40.7";"64";"0.84";"0.568";"0.740";"0.438";"1.472";"0.311";"0.458";"98";"267";"0.633"
"2024-04-08 15:17:15.344";"1712614635344";"1041360";"2024-04-08";"15:17:15";"F";"17";"81";"101";"625";"0.198";"52.0";"61";"0.84";"0.500";"0.763";"0.377";"1.644";"0.303";"0.499";"98";"267";"0.633"
"2024-04-08 15:17:35.326";"1712614655326";"1061342";"2024-04-08";"15:17:35";"F";"18";"81";"97";"820";"0.165";"56.8";"60";"0.84";"0.432";"0.781";"0.320";"1.753";"0.303";"0.532";"98";"267";"0.633"
"2024-04-08 15:17:38.434";"1712614658434";"1064450";"2024-04-08";"15:17:38";"SLCE";"";"Light Curve end ";""
"2024-04-08 15:19:07.647";"1712614747647";"1153663";"2024-04-08";"15:19:07";"SLCS";"";"Light Curve start ";""
"2024-04-08 15:19:07.647";"1712614747647";"1153663";"2024-04-08";"15:19:07";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 21.070, ETRmPot: - 612.014 ) ";""
"2024-04-08 15:19:07.647";"1712614747647";"1153663";"2024-04-08";"15:19:07";"REG2";"";"#2: alpha: 0.200, ETRm: 100.000, Ik: 500.000 ";""
"2024-04-08 15:19:09.048";"1712614749048";"1155064";"2024-04-08";"15:19:09";"FO";"19";"35";"87";"0";"0.598";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"35";"87";"0.598"
"2024-04-08 15:19:29.063";"1712614769063";"1175079";"2024-04-08";"15:19:29";"F";"20";"44";"69";"65";"0.362";"9.9";"32";"0.84";"0.676";"0.288";"0.492";"0.261";"0.506";"0.132";"35";"87";"0.598"
