"2023-11-30";"11:52:32";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-11-30 11:39:02.745";"1701373142745";"0";"2023-11-30";"11:39:02";"SCHS";"";"Chart start ";""
"2023-11-30 11:40:51.771";"1701373251771";"109026";"2023-11-30";"11:40:51";"SLCS";"";"Light Curve start ";""
"2023-11-30 11:40:51.771";"1701373251771";"109026";"2023-11-30";"11:40:51";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 68.190 ) ";""
"2023-11-30 11:40:51.771";"1701373251771";"109026";"2023-11-30";"11:40:51";"REG2";"";"#1: alpha: 0.234, ETRm: 74.831, Ik: 320.392 ";""
"2023-11-30 11:40:53.162";"1701373253162";"110417";"2023-11-30";"11:40:53";"FO";"1";"62";"290";"0";"0.786";"0.0";"-";"-";"-";"-";"-";"-";"-";"62";"290";"0.786"
"2023-11-30 11:41:13.158";"1701373273158";"130413";"2023-11-30";"11:41:13";"F";"2";"106";"281";"65";"0.623";"17.0";"62";"0.799";"0.039";"0.467";"0.032";"0.366";"0.011";"62";"290";"0.786"
"2023-11-30 11:41:33.147";"1701373293147";"150402";"2023-11-30";"11:41:33";"F";"3";"107";"268";"90";"0.601";"22.7";"61";"0.778";"0.092";"0.444";"0.082";"0.369";"0.030";"62";"290";"0.786"
"2023-11-30 11:41:53.136";"1701373313136";"170391";"2023-11-30";"11:41:53";"F";"4";"111";"254";"125";"0.563";"29.6";"60";"0.737";"0.149";"0.398";"0.142";"0.383";"0.054";"62";"290";"0.786"
"2023-11-30 11:42:13.120";"1701373333120";"190375";"2023-11-30";"11:42:13";"F";"5";"115";"232";"190";"0.504";"40.2";"59";"0.676";"0.241";"0.347";"0.250";"0.397";"0.099";"62";"290";"0.786"
"2023-11-30 11:42:33.106";"1701373353106";"210361";"2023-11-30";"11:42:33";"F";"6";"121";"212";"285";"0.429";"51.4";"57";"0.587";"0.320";"0.277";"0.368";"0.417";"0.154";"62";"290";"0.786"
"2023-11-30 11:42:53.103";"1701373373103";"230358";"2023-11-30";"11:42:53";"F";"7";"127";"195";"420";"0.349";"61.6";"56";"0.489";"0.390";"0.216";"0.487";"0.438";"0.213";"62";"290";"0.786"
"2023-11-30 11:43:13.083";"1701373393083";"250338";"2023-11-30";"11:43:13";"F";"8";"131";"180";"625";"0.272";"71.4";"55";"0.392";"0.452";"0.165";"0.611";"0.452";"0.276";"62";"290";"0.786"
"2023-11-30 11:43:33.079";"1701373413079";"270334";"2023-11-30";"11:43:33";"F";"9";"130";"167";"820";"0.222";"76.5";"54";"0.327";"0.504";"0.136";"0.737";"0.448";"0.330";"62";"290";"0.786"
"2023-11-30 11:43:36.432";"1701373416432";"273687";"2023-11-30";"11:43:36";"SLCE";"";"Light Curve end ";""
"2023-11-30 11:44:39.467";"1701373479467";"336722";"2023-11-30";"11:44:39";"SLCS";"";"Light Curve start ";""
"2023-11-30 11:44:39.467";"1701373479467";"336722";"2023-11-30";"11:44:39";"REG1";"";"#1: alpha: 0.272, ETRm: 139.970, Ik: 514.465   ( beta: 0.015, ETRmPot: 173.724 ) ";""
"2023-11-30 11:44:39.467";"1701373479467";"336722";"2023-11-30";"11:44:39";"REG2";"";"#1: alpha: 0.235, ETRm: 127.184, Ik: 541.156 ";""
"2023-11-30 11:44:40.877";"1701373480877";"338132";"2023-11-30";"11:44:40";"FO";"10";"64";"240";"0";"0.733";"0.0";"-";"-";"-";"-";"-";"-";"-";"64";"240";"0.733"
"2023-11-30 11:45:00.859";"1701373500859";"358114";"2023-11-30";"11:45:00";"F";"11";"88";"240";"65";"0.633";"17.3";"64";"0.864";"0.000";"0.628";"0.000";"0.367";"0.000";"64";"240";"0.733"
"2023-11-30 11:45:20.853";"1701373520853";"378108";"2023-11-30";"11:45:20";"F";"12";"93";"232";"90";"0.599";"22.6";"63";"0.822";"0.040";"0.557";"0.034";"0.388";"0.013";"64";"240";"0.733"
"2023-11-30 11:45:40.857";"1701373540857";"398112";"2023-11-30";"11:45:40";"F";"13";"97";"229";"125";"0.576";"30.2";"63";"0.795";"0.057";"0.516";"0.048";"0.404";"0.020";"64";"240";"0.733"
"2023-11-30 11:46:00.852";"1701373560852";"418107";"2023-11-30";"11:46:00";"F";"14";"98";"218";"190";"0.550";"43.9";"62";"0.769";"0.114";"0.487";"0.101";"0.408";"0.042";"64";"240";"0.733"
"2023-11-30 11:46:20.842";"1701373580842";"438097";"2023-11-30";"11:46:20";"F";"15";"98";"200";"285";"0.510";"61.0";"61";"0.734";"0.210";"0.457";"0.200";"0.408";"0.082";"64";"240";"0.733"
"2023-11-30 11:46:40.821";"1701373600821";"458076";"2023-11-30";"11:46:40";"F";"16";"98";"181";"420";"0.459";"81.0";"59";"0.680";"0.307";"0.409";"0.326";"0.408";"0.133";"64";"240";"0.733"
"2023-11-30 11:47:00.811";"1701373620811";"478066";"2023-11-30";"11:47:00";"F";"17";"98";"161";"625";"0.391";"102.6";"57";"0.606";"0.409";"0.352";"0.491";"0.408";"0.201";"64";"240";"0.733"
"2023-11-30 11:47:20.808";"1701373640808";"498063";"2023-11-30";"11:47:20";"F";"18";"97";"147";"820";"0.340";"117.1";"55";"0.543";"0.477";"0.308";"0.633";"0.404";"0.256";"64";"240";"0.733"
"2023-11-30 11:47:24.258";"1701373644258";"501513";"2023-11-30";"11:47:24";"SLCE";"";"Light Curve end ";""
"2023-11-30 11:49:10.523";"1701373750523";"607778";"2023-11-30";"11:49:10";"SLCS";"";"Light Curve start ";""
"2023-11-30 11:49:10.523";"1701373750523";"607778";"2023-11-30";"11:49:10";"REG1";"";"#1: alpha: 0.251, ETRm: 88.975, Ik: 354.313   ( beta: 3.049, ETRmPot: 3056.486 ) ";""
"2023-11-30 11:49:10.523";"1701373750523";"607778";"2023-11-30";"11:49:10";"REG2";"";"#1: alpha: 0.218, ETRm: 90.723, Ik: 415.986 ";""
"2023-11-30 11:49:11.928";"1701373751928";"609183";"2023-11-30";"11:49:11";"FO";"19";"61";"201";"0";"0.697";"0.0";"-";"-";"-";"-";"-";"-";"-";"61";"201";"0.697"
"2023-11-30 11:49:31.913";"1701373771913";"629168";"2023-11-30";"11:49:31";"F";"20";"79";"194";"65";"0.593";"16.2";"60";"0.858";"0.043";"0.652";"0.036";"0.393";"0.014";"61";"201";"0.697"
"2023-11-30 11:49:51.904";"1701373791904";"649159";"2023-11-30";"11:49:51";"F";"21";"83";"182";"90";"0.544";"20.6";"59";"0.805";"0.121";"0.572";"0.104";"0.413";"0.043";"61";"201";"0.697"
"2023-11-30 11:50:11.892";"1701373811892";"669147";"2023-11-30";"11:50:11";"F";"22";"85";"175";"125";"0.514";"27.0";"58";"0.769";"0.164";"0.525";"0.149";"0.423";"0.063";"61";"201";"0.697"
"2023-11-30 11:50:31.879";"1701373831879";"689134";"2023-11-30";"11:50:31";"F";"23";"84";"164";"190";"0.488";"38.9";"57";"0.748";"0.236";"0.508";"0.226";"0.418";"0.094";"61";"201";"0.697"
"2023-11-30 11:50:51.866";"1701373851866";"709121";"2023-11-30";"11:50:51";"F";"24";"80";"144";"285";"0.444";"53.1";"54";"0.711";"0.357";"0.480";"0.396";"0.398";"0.158";"61";"201";"0.697"
"2023-11-30 11:51:11.861";"1701373871861";"729116";"2023-11-30";"11:51:11";"F";"25";"77";"125";"420";"0.384";"67.7";"51";"0.649";"0.471";"0.430";"0.608";"0.383";"0.233";"61";"201";"0.697"
"2023-11-30 11:51:31.853";"1701373891853";"749108";"2023-11-30";"11:51:31";"F";"26";"75";"110";"625";"0.318";"83.5";"49";"0.574";"0.564";"0.375";"0.827";"0.373";"0.309";"61";"201";"0.697"
"2023-11-30 11:51:51.842";"1701373911842";"769097";"2023-11-30";"11:51:51";"F";"27";"74";"99";"820";"0.253";"87.1";"46";"0.472";"0.621";"0.293";"1.030";"0.368";"0.379";"61";"201";"0.697"
"2023-11-30 11:51:55.099";"1701373915099";"772354";"2023-11-30";"11:51:55";"SLCE";"";"Light Curve end ";""
