"2023-10-25";"13:58:54";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-10-25 13:40:58.269";"1698266458269";"0";"2023-10-25";"13:40:58";"SCHS";"";"Chart start ";""
"2023-10-25 13:44:41.390";"1698266681390";"223121";"2023-10-25";"13:44:41";"SLCS";"";"Light Curve start ";""
"2023-10-25 13:44:41.390";"1698266681390";"223121";"2023-10-25";"13:44:41";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 33.439 ) ";""
"2023-10-25 13:44:41.390";"1698266681390";"223121";"2023-10-25";"13:44:41";"REG2";"";"#1: alpha: 0.175, ETRm: 40.989, Ik: 233.611 ";""
"2023-10-25 13:44:42.785";"1698266682785";"224516";"2023-10-25";"13:44:42";"FO";"1";"166";"817";"0";"0.797";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"166";"817";"0.797"
"2023-10-25 13:45:02.773";"1698266702773";"244504";"2023-10-25";"13:45:02";"F";"2";"297";"632";"65";"0.530";"14.5";"157";"0.84";"0.705";"0.270";"0.373";"0.293";"0.364";"0.106";"166";"817";"0.797"
"2023-10-25 13:45:22.757";"1698266722757";"264488";"2023-10-25";"13:45:22";"F";"3";"267";"483";"90";"0.447";"16.9";"146";"0.84";"0.641";"0.482";"0.351";"0.692";"0.327";"0.226";"166";"817";"0.797"
"2023-10-25 13:45:42.751";"1698266742751";"284482";"2023-10-25";"13:45:42";"F";"4";"247";"407";"125";"0.393";"20.6";"138";"0.84";"0.595";"0.587";"0.332";"1.007";"0.302";"0.305";"166";"817";"0.797"
"2023-10-25 13:46:02.741";"1698266762741";"304472";"2023-10-25";"13:46:02";"F";"5";"234";"349";"190";"0.330";"26.3";"130";"0.84";"0.525";"0.664";"0.292";"1.341";"0.286";"0.384";"166";"817";"0.797"
"2023-10-25 13:46:22.727";"1698266782727";"324458";"2023-10-25";"13:46:22";"F";"6";"227";"309";"285";"0.265";"31.7";"124";"0.84";"0.443";"0.716";"0.242";"1.644";"0.278";"0.457";"166";"817";"0.797"
"2023-10-25 13:46:42.720";"1698266802720";"344451";"2023-10-25";"13:46:42";"F";"7";"224";"285";"420";"0.214";"37.7";"120";"0.84";"0.370";"0.747";"0.198";"1.867";"0.274";"0.512";"166";"817";"0.797"
"2023-10-25 13:47:02.707";"1698266822707";"364438";"2023-10-25";"13:47:02";"F";"8";"225";"266";"625";"0.154";"40.4";"117";"0.84";"0.275";"0.771";"0.143";"2.071";"0.275";"0.571";"166";"817";"0.797"
"2023-10-25 13:47:22.690";"1698266842690";"384421";"2023-10-25";"13:47:22";"F";"9";"222";"254";"820";"0.126";"43.4";"114";"0.84";"0.229";"0.785";"0.118";"2.217";"0.272";"0.602";"166";"817";"0.797"
"2023-10-25 13:47:26.109";"1698266846109";"387840";"2023-10-25";"13:47:26";"SLCE";"";"Light Curve end ";""
"2023-10-25 13:49:54.514";"1698266994514";"536245";"2023-10-25";"13:49:54";"SLCS";"";"Light Curve start ";""
"2023-10-25 13:49:54.514";"1698266994514";"536245";"2023-10-25";"13:49:54";"REG1";"";"#1: alpha: 0.262, ETRm: 82.519, Ik: 315.262   ( beta: 0.083, ETRmPot: 170.793 ) ";""
"2023-10-25 13:49:54.514";"1698266994514";"536245";"2023-10-25";"13:49:54";"REG2";"";"#1: alpha: 0.224, ETRm: 83.174, Ik: 371.592 ";""
"2023-10-25 13:49:55.918";"1698266995918";"537649";"2023-10-25";"13:49:55";"FO";"10";"116";"595";"0";"0.805";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"116";"595";"0.805"
"2023-10-25 13:50:15.927";"1698267015927";"557658";"2023-10-25";"13:50:15";"F";"11";"236";"577";"65";"0.591";"16.1";"115";"0.84";"0.738";"0.035";"0.360";"0.031";"0.397";"0.012";"116";"595";"0.805"
"2023-10-25 13:50:35.915";"1698267035915";"577646";"2023-10-25";"13:50:35";"F";"12";"233";"522";"90";"0.554";"20.9";"113";"0.84";"0.707";"0.146";"0.343";"0.140";"0.392";"0.054";"116";"595";"0.805"
"2023-10-25 13:50:55.905";"1698267055905";"597636";"2023-10-25";"13:50:55";"F";"13";"229";"482";"125";"0.525";"27.6";"111";"0.84";"0.682";"0.225";"0.331";"0.234";"0.385";"0.090";"116";"595";"0.805"
"2023-10-25 13:51:15.891";"1698267075891";"617622";"2023-10-25";"13:51:15";"F";"14";"217";"428";"190";"0.493";"39.3";"108";"0.84";"0.659";"0.332";"0.328";"0.390";"0.365";"0.142";"116";"595";"0.805"
"2023-10-25 13:51:35.876";"1698267095876";"637607";"2023-10-25";"13:51:35";"F";"15";"207";"372";"285";"0.444";"53.1";"104";"0.84";"0.616";"0.441";"0.309";"0.599";"0.348";"0.208";"116";"595";"0.805"
"2023-10-25 13:51:55.862";"1698267115862";"657593";"2023-10-25";"13:51:55";"F";"16";"203";"324";"420";"0.373";"65.8";"100";"0.84";"0.540";"0.532";"0.266";"0.836";"0.341";"0.286";"116";"595";"0.805"
"2023-10-25 13:52:15.858";"1698267135858";"677589";"2023-10-25";"13:52:15";"F";"17";"202";"287";"625";"0.296";"77.7";"96";"0.84";"0.445";"0.601";"0.211";"1.073";"0.339";"0.365";"116";"595";"0.805"
"2023-10-25 13:52:35.848";"1698267155848";"697579";"2023-10-25";"13:52:35";"F";"18";"198";"260";"820";"0.238";"82.0";"93";"0.84";"0.371";"0.651";"0.174";"1.288";"0.333";"0.429";"116";"595";"0.805"
"2023-10-25 13:52:39.778";"1698267159778";"701509";"2023-10-25";"13:52:39";"SLCE";"";"Light Curve end ";""
"2023-10-25 13:54:05.338";"1698267245338";"787069";"2023-10-25";"13:54:05";"SLCS";"";"Light Curve start ";""
"2023-10-25 13:54:05.338";"1698267245338";"787069";"2023-10-25";"13:54:05";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 76.819 ) ";""
"2023-10-25 13:54:05.338";"1698267245338";"787069";"2023-10-25";"13:54:05";"REG2";"";"#1: alpha: 0.205, ETRm: 72.042, Ik: 351.789 ";""
