"2023-04-17";"14:18:25";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-04-17 14:01:25.037";"1681765285037";"0";"2023-04-17";"14:01:25";"SCHS";"";"Chart start ";""
"2023-04-17 14:06:50.550";"1681765610550";"325513";"2023-04-17";"14:06:50";"SLCS";"";"Light Curve start ";""
"2023-04-17 14:06:50.550";"1681765610550";"325513";"2023-04-17";"14:06:50";"REG1";"";"#1: alpha: 0.169, ETRm: 71.721, Ik: 423.461   ( beta: 0.929, ETRmPot: 1165.673 ) ";""
"2023-04-17 14:06:50.550";"1681765610550";"325513";"2023-04-17";"14:06:50";"REG2";"";"#1: alpha: 0.148, ETRm: 72.203, Ik: 486.394 ";""
"2023-04-17 14:06:51.950";"1681765611950";"326913";"2023-04-17";"14:06:51";"FO";"1";"180";"485";"0";"0.629";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"180";"485";"0.629"
"2023-04-17 14:07:11.937";"1681765631937";"346900";"2023-04-17";"14:07:11";"F";"2";"267";"445";"65";"0.400";"10.9";"174";"0.84";"0.657";"0.111";"0.428";"0.090";"0.551";"0.049";"180";"485";"0.629"
"2023-04-17 14:07:31.930";"1681765651930";"366893";"2023-04-17";"14:07:31";"F";"3";"252";"403";"90";"0.375";"14.2";"167";"0.84";"0.640";"0.226";"0.424";"0.203";"0.520";"0.105";"180";"485";"0.629"
"2023-04-17 14:07:51.918";"1681765671918";"386881";"2023-04-17";"14:07:51";"F";"4";"237";"370";"125";"0.359";"18.8";"161";"0.84";"0.636";"0.315";"0.432";"0.311";"0.489";"0.152";"180";"485";"0.629"
"2023-04-17 14:08:11.902";"1681765691902";"406865";"2023-04-17";"14:08:11";"F";"5";"223";"335";"190";"0.334";"26.7";"154";"0.84";"0.619";"0.407";"0.427";"0.448";"0.460";"0.206";"180";"485";"0.629"
"2023-04-17 14:08:31.890";"1681765711890";"426853";"2023-04-17";"14:08:31";"F";"6";"208";"302";"285";"0.311";"37.2";"147";"0.84";"0.606";"0.492";"0.428";"0.606";"0.429";"0.260";"180";"485";"0.629"
