"2022-08-10";"12:50:41";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2022-08-10 12:18:32.912";"1660159112912";"0";"2022-08-10";"12:18:32";"SCHS";"";"Chart start ";""
"2022-08-10 12:27:45.266";"1660159665266";"552354";"2022-08-10";"12:27:45";"SLCS";"";"Light Curve start ";""
"2022-08-10 12:27:45.266";"1660159665266";"552354";"2022-08-10";"12:27:45";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 51.938 ) ";""
"2022-08-10 12:27:45.266";"1660159665266";"552354";"2022-08-10";"12:27:45";"REG2";"";"#1: alpha: 0.146, ETRm: 50.551, Ik: 346.698 ";""
"2022-08-10 12:27:46.679";"1660159666679";"553767";"2022-08-10";"12:27:46";"FO";"1";"270";"1098";"0";"-";"0.754";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"270";"1098";"0.754"
"2022-08-10 12:28:06.661";"1660159686661";"573749";"2022-08-10";"12:28:06";"F";"2";"388";"626";"65";"-";"0.380";"10.4";"228";"0.84";"0.598";"0.519";"0.351";"0.754";"0.353";"0.267";"270";"1098";"0.754"
"2022-08-10 12:28:26.649";"1660159706649";"593737";"2022-08-10";"12:28:26";"F";"3";"333";"524";"90";"-";"0.365";"13.8";"213";"0.84";"0.614";"0.624";"0.393";"1.095";"0.303";"0.332";"270";"1098";"0.754"
"2022-08-10 12:28:46.640";"1660159726640";"613728";"2022-08-10";"12:28:46";"F";"4";"297";"460";"125";"-";"0.354";"18.6";"201";"0.84";"0.629";"0.687";"0.426";"1.387";"0.270";"0.376";"270";"1098";"0.754"
"2022-08-10 12:29:06.628";"1660159746628";"633716";"2022-08-10";"12:29:06";"F";"5";"271";"399";"190";"-";"0.321";"25.6";"189";"0.84";"0.610";"0.746";"0.425";"1.752";"0.247";"0.432";"270";"1098";"0.754"
"2022-08-10 12:29:26.617";"1660159766617";"653705";"2022-08-10";"12:29:26";"F";"6";"258";"358";"285";"-";"0.279";"33.4";"179";"0.84";"0.559";"0.784";"0.388";"2.067";"0.235";"0.486";"270";"1098";"0.754"
"2022-08-10 12:29:46.606";"1660159786606";"673694";"2022-08-10";"12:29:46";"F";"7";"254";"330";"420";"-";"0.230";"40.6";"172";"0.84";"0.481";"0.809";"0.326";"2.327";"0.231";"0.539";"270";"1098";"0.754"
"2022-08-10 12:30:06.594";"1660159806594";"693682";"2022-08-10";"12:30:06";"F";"8";"254";"310";"625";"-";"0.181";"47.5";"166";"0.84";"0.389";"0.826";"0.254";"2.542";"0.231";"0.588";"270";"1098";"0.754"
"2022-08-10 12:30:26.589";"1660159826589";"713677";"2022-08-10";"12:30:26";"F";"9";"254";"298";"820";"-";"0.148";"51.0";"163";"0.84";"0.326";"0.837";"0.209";"2.685";"0.231";"0.621";"270";"1098";"0.754"
"2022-08-10 12:30:30.204";"1660159830204";"717292";"2022-08-10";"12:30:30";"SLCE";"";"Light Curve end ";""
"2022-08-10 12:31:49.173";"1660159909173";"796261";"2022-08-10";"12:31:49";"SLCS";"";"Light Curve start ";""
"2022-08-10 12:31:49.173";"1660159909173";"796261";"2022-08-10";"12:31:49";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.020, ETRmPot: 47.970 ) ";""
"2022-08-10 12:31:49.173";"1660159909173";"796261";"2022-08-10";"12:31:49";"REG2";"";"#1: alpha: 0.118, ETRm: 66.998, Ik: 567.247 ";""
"2022-08-10 12:31:50.568";"1660159910568";"797656";"2022-08-10";"12:31:50";"FO";"10";"119";"328";"0";"-";"0.637";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"119";"328";"0.637"
"2022-08-10 12:32:10.553";"1660159930553";"817641";"2022-08-10";"12:32:10";"F";"11";"140";"203";"65";"-";"0.310";"8.5";"97";"0.84";"0.594";"0.493";"0.412";"0.616";"0.427";"0.263";"119";"328";"0.637"
"2022-08-10 12:32:30.546";"1660159950546";"837634";"2022-08-10";"12:32:30";"F";"12";"117";"164";"90";"-";"0.287";"10.8";"87";"0.84";"0.610";"0.632";"0.454";"1.000";"0.357";"0.356";"119";"328";"0.637"
"2022-08-10 12:32:50.533";"1660159970533";"857621";"2022-08-10";"12:32:50";"F";"13";"104";"146";"125";"-";"0.288";"15.1";"82";"0.84";"0.656";"0.694";"0.517";"1.247";"0.317";"0.395";"119";"328";"0.637"
"2022-08-10 12:33:10.520";"1660159990520";"877608";"2022-08-10";"12:33:10";"F";"14";"95";"132";"190";"-";"0.280";"22.3";"77";"0.84";"0.673";"0.737";"0.545";"1.485";"0.290";"0.430";"119";"328";"0.637"
"2022-08-10 12:33:30.510";"1660160010510";"897598";"2022-08-10";"12:33:30";"F";"15";"89";"120";"285";"-";"0.258";"30.9";"73";"0.84";"0.660";"0.775";"0.541";"1.733";"0.271";"0.471";"119";"328";"0.637"
"2022-08-10 12:33:50.503";"1660160030503";"917591";"2022-08-10";"12:33:50";"F";"16";"86";"114";"420";"-";"0.246";"43.4";"71";"0.84";"0.651";"0.794";"0.537";"1.877";"0.262";"0.492";"119";"328";"0.637"
"2022-08-10 12:34:10.495";"1660160050495";"937583";"2022-08-10";"12:34:10";"F";"17";"86";"106";"625";"-";"0.189";"49.6";"68";"0.84";"0.526";"0.818";"0.416";"2.094";"0.262";"0.549";"119";"328";"0.637"
"2022-08-10 12:34:30.484";"1660160070484";"957572";"2022-08-10";"12:34:30";"F";"18";"86";"105";"820";"-";"0.181";"62.3";"67";"0.84";"0.500";"0.818";"0.390";"2.124";"0.262";"0.557";"119";"328";"0.637"
"2022-08-10 12:34:33.782";"1660160073782";"960870";"2022-08-10";"12:34:33";"SLCE";"";"Light Curve end ";""
