"2022-08-10";"12:50:41";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2022-08-10 12:35:45.341";"1660160145341";"1032429";"2022-08-10";"12:35:45";"SLCS";"";"Light Curve start ";""
"2022-08-10 12:35:45.341";"1660160145341";"1032429";"2022-08-10";"12:35:45";"REG1";"";"#1: alpha: 0.176, ETRm: 51.494, Ik: 293.160   ( beta: 0.002, ETRmPot: 54.170 ) ";""
"2022-08-10 12:35:45.341";"1660160145341";"1032429";"2022-08-10";"12:35:45";"REG2";"";"#1: alpha: 0.143, ETRm: 48.940, Ik: 343.289 ";""
"2022-08-10 12:35:46.733";"1660160146733";"1033821";"2022-08-10";"12:35:46";"FO";"19";"218";"653";"0";"-";"0.666";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"218";"653";"0.666"
"2022-08-10 12:36:06.725";"1660160166725";"1053813";"2022-08-10";"12:36:06";"F";"20";"203";"324";"65";"-";"0.373";"10.2";"163";"0.84";"0.752";"0.630";"0.604";"1.015";"0.311";"0.316";"218";"653";"0.666"
"2022-08-10 12:36:26.708";"1660160186708";"1073796";"2022-08-10";"12:36:26";"F";"21";"169";"262";"90";"-";"0.355";"13.4";"146";"0.84";"0.802";"0.733";"0.693";"1.492";"0.259";"0.386";"218";"653";"0.666"
"2022-08-10 12:36:46.699";"1660160206699";"1093787";"2022-08-10";"12:36:46";"F";"22";"155";"239";"125";"-";"0.351";"18.4";"138";"0.84";"0.832";"0.768";"0.741";"1.732";"0.237";"0.412";"218";"653";"0.666"
"2022-08-10 12:37:06.691";"1660160226691";"1113779";"2022-08-10";"12:37:06";"F";"23";"144";"209";"190";"-";"0.311";"24.8";"128";"0.84";"0.802";"0.814";"0.713";"2.124";"0.221";"0.468";"218";"653";"0.666"
"2022-08-10 12:37:26.675";"1660160246675";"1133763";"2022-08-10";"12:37:26";"F";"24";"136";"186";"285";"-";"0.269";"32.2";"119";"0.84";"0.746";"0.846";"0.653";"2.511";"0.208";"0.523";"218";"653";"0.666"
"2022-08-10 12:37:46.684";"1660160266684";"1153772";"2022-08-10";"12:37:46";"F";"25";"130";"168";"420";"-";"0.226";"39.9";"111";"0.84";"0.667";"0.869";"0.570";"2.887";"0.199";"0.575";"218";"653";"0.666"
"2022-08-10 12:38:06.673";"1660160286673";"1173761";"2022-08-10";"12:38:06";"F";"26";"126";"153";"625";"-";"0.176";"46.2";"104";"0.84";"0.551";"0.887";"0.455";"3.268";"0.193";"0.631";"218";"653";"0.666"
"2022-08-10 12:38:26.661";"1660160306661";"1193749";"2022-08-10";"12:38:26";"F";"27";"126";"147";"820";"-";"0.143";"49.2";"101";"0.84";"0.457";"0.894";"0.366";"3.442";"0.193";"0.664";"218";"653";"0.666"
"2022-08-10 12:38:30.268";"1660160310268";"1197356";"2022-08-10";"12:38:30";"SLCE";"";"Light Curve end ";""
