"2023-10-06";"11:58:00";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-10-06 11:42:15.631";"1696617735631";"0";"2023-10-06";"11:42:15";"SCHS";"";"Chart start ";""
"2023-10-06 11:47:01.758";"1696618021758";"286127";"2023-10-06";"11:47:01";"SLCS";"";"Light Curve start ";""
"2023-10-06 11:47:01.758";"1696618021758";"286127";"2023-10-06";"11:47:01";"REG1";"";"#1: alpha: 0.166, ETRm: 37.804, Ik: 228.375   ( beta: 3.120, ETRmPot: 1988.218 ) ";""
"2023-10-06 11:47:01.758";"1696618021758";"286127";"2023-10-06";"11:47:01";"REG2";"";"#1: alpha: 0.145, ETRm: 37.574, Ik: 259.257 ";""
"2023-10-06 11:47:03.149";"1696618023149";"287518";"2023-10-06";"11:47:03";"FO";"1";"258";"1216";"0";"0.788";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"258";"1216";"0.788"
"2023-10-06 11:47:23.142";"1696618043142";"307511";"2023-10-06";"11:47:23";"F";"2";"423";"676";"65";"0.374";"10.2";"221";"0.84";"0.556";"0.525";"0.290";"0.799";"0.348";"0.278";"258";"1216";"0.788"
"2023-10-06 11:47:43.126";"1696618063126";"327495";"2023-10-06";"11:47:43";"F";"3";"341";"506";"90";"0.326";"12.3";"199";"0.84";"0.537";"0.680";"0.313";"1.403";"0.280";"0.394";"258";"1216";"0.788"
"2023-10-06 11:48:03.117";"1696618083117";"347486";"2023-10-06";"11:48:03";"F";"4";"313";"455";"125";"0.312";"16.4";"190";"0.84";"0.536";"0.723";"0.325";"1.673";"0.257";"0.431";"258";"1216";"0.788"
"2023-10-06 11:48:23.110";"1696618103110";"367479";"2023-10-06";"11:48:23";"F";"5";"305";"428";"190";"0.287";"22.9";"186";"0.84";"0.508";"0.747";"0.310";"1.841";"0.251";"0.462";"258";"1216";"0.788"
"2023-10-06 11:48:43.101";"1696618123101";"387470";"2023-10-06";"11:48:43";"F";"6";"304";"406";"285";"0.251";"30.0";"181";"0.84";"0.453";"0.765";"0.270";"1.995";"0.250";"0.499";"258";"1216";"0.788"
"2023-10-06 11:49:03.083";"1696618143083";"407452";"2023-10-06";"11:49:03";"F";"7";"310";"389";"420";"0.203";"35.8";"178";"0.84";"0.374";"0.780";"0.215";"2.126";"0.255";"0.542";"258";"1216";"0.788"
