"2023-09-21";"12:54:47";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-09-21 12:40:41.132";"1695325241132";"0";"2023-09-21";"12:40:41";"SCHS";"";"Chart start ";""
"2023-09-21 12:43:01.094";"1695325381094";"139962";"2023-09-21";"12:43:01";"SLCS";"";"Light Curve start ";""
"2023-09-21 12:43:01.094";"1695325381094";"139962";"2023-09-21";"12:43:01";"REG1";"";"#1: alpha: 0.195, ETRm: 63.146, Ik: 323.642   ( beta: 0.006, ETRmPot: 72.435 ) ";""
"2023-09-21 12:43:01.094";"1695325381094";"139962";"2023-09-21";"12:43:01";"REG2";"";"#1: alpha: 0.161, ETRm: 60.702, Ik: 377.168 ";""
"2023-09-21 12:43:02.486";"1695325382486";"141354";"2023-09-21";"12:43:02";"FO";"1";"189";"892";"0";"0.788";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"189";"892";"0.788"
"2023-09-21 12:43:22.482";"1695325402482";"161350";"2023-09-21";"12:43:22";"F";"2";"309";"569";"65";"0.457";"12.5";"169";"0.84";"0.650";"0.431";"0.356";"0.568";"0.346";"0.197";"189";"892";"0.788"
"2023-09-21 12:43:42.473";"1695325422473";"181341";"2023-09-21";"12:43:42";"F";"3";"274";"461";"90";"0.406";"15.3";"158";"0.84";"0.617";"0.569";"0.356";"0.935";"0.307";"0.287";"189";"892";"0.788"
"2023-09-21 12:44:02.460";"1695325442460";"201328";"2023-09-21";"12:44:02";"F";"4";"263";"429";"125";"0.387";"20.3";"154";"0.84";"0.604";"0.609";"0.354";"1.079";"0.295";"0.318";"189";"892";"0.788"
"2023-09-21 12:44:22.448";"1695325462448";"221316";"2023-09-21";"12:44:22";"F";"5";"247";"383";"190";"0.355";"28.3";"147";"0.84";"0.576";"0.664";"0.343";"1.329";"0.277";"0.368";"189";"892";"0.788"
"2023-09-21 12:44:42.437";"1695325482437";"241305";"2023-09-21";"12:44:42";"F";"6";"231";"337";"285";"0.315";"37.7";"140";"0.84";"0.538";"0.720";"0.326";"1.647";"0.259";"0.426";"189";"892";"0.788"
"2023-09-21 12:45:02.419";"1695325502419";"261287";"2023-09-21";"12:45:02";"F";"7";"215";"295";"420";"0.271";"47.8";"132";"0.84";"0.491";"0.768";"0.301";"2.024";"0.241";"0.488";"189";"892";"0.788"
"2023-09-21 12:45:22.415";"1695325522415";"281283";"2023-09-21";"12:45:22";"F";"8";"203";"258";"625";"0.213";"55.9";"124";"0.84";"0.410";"0.809";"0.250";"2.457";"0.228";"0.559";"189";"892";"0.788"
"2023-09-21 12:45:42.405";"1695325542405";"301273";"2023-09-21";"12:45:42";"F";"9";"193";"234";"820";"0.175";"60.3";"118";"0.84";"0.353";"0.835";"0.216";"2.812";"0.216";"0.609";"189";"892";"0.788"
"2023-09-21 12:45:45.716";"1695325545716";"304584";"2023-09-21";"12:45:45";"SLCE";"";"Light Curve end ";""
"2023-09-21 12:46:42.550";"1695325602550";"361418";"2023-09-21";"12:46:42";"SLCS";"";"Light Curve start ";""
"2023-09-21 12:46:42.550";"1695325602550";"361418";"2023-09-21";"12:46:42";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.019, ETRmPot: 15.627 ) ";""
"2023-09-21 12:46:42.550";"1695325602550";"361418";"2023-09-21";"12:46:42";"REG2";"";"#1: alpha: 0.093, ETRm: 39.496, Ik: 423.396 ";""
"2023-09-21 12:46:43.962";"1695325603962";"362830";"2023-09-21";"12:46:43";"FO";"10";"99";"227";"0";"0.564";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"99";"227";"0.564"
"2023-09-21 12:47:03.949";"1695325623949";"382817";"2023-09-21";"12:47:03";"F";"11";"105";"142";"65";"0.261";"7.1";"79";"0.84";"0.587";"0.508";"0.442";"0.599";"0.463";"0.276";"99";"227";"0.564"
"2023-09-21 12:47:23.939";"1695325643939";"402807";"2023-09-21";"12:47:23";"F";"12";"87";"114";"90";"0.237";"9.0";"69";"0.84";"0.600";"0.648";"0.476";"0.991";"0.383";"0.380";"99";"227";"0.564"
"2023-09-21 12:47:43.923";"1695325663923";"422791";"2023-09-21";"12:47:43";"F";"13";"108";"185";"125";"0.416";"21.8";"90";"0.84";"0.811";"0.258";"0.676";"0.227";"0.476";"0.108";"99";"227";"0.564"
"2023-09-21 12:48:03.913";"1695325683913";"442781";"2023-09-21";"12:48:03";"F";"14";"131";"164";"190";"0.201";"16.0";"85";"0.84";"0.418";"0.383";"0.271";"0.384";"0.577";"0.222";"99";"227";"0.564"
"2023-09-21 12:48:23.897";"1695325703897";"462765";"2023-09-21";"12:48:23";"F";"15";"113";"136";"285";"0.169";"20.2";"77";"0.84";"0.390";"0.539";"0.266";"0.669";"0.498";"0.333";"99";"227";"0.564"
"2023-09-21 12:48:43.884";"1695325723884";"482752";"2023-09-21";"12:48:43";"F";"16";"105";"124";"420";"0.153";"27.0";"73";"0.84";"0.373";"0.602";"0.259";"0.831";"0.463";"0.384";"99";"227";"0.564"
"2023-09-21 12:49:03.882";"1695325743882";"502750";"2023-09-21";"12:49:03";"F";"17";"102";"116";"625";"0.121";"31.8";"70";"0.84";"0.304";"0.641";"0.209";"0.957";"0.449";"0.430";"99";"227";"0.564"
"2023-09-21 12:49:23.864";"1695325763864";"522732";"2023-09-21";"12:49:23";"F";"18";"100";"114";"820";"0.123";"42.4";"69";"0.84";"0.311";"0.648";"0.215";"0.991";"0.441";"0.436";"99";"227";"0.564"
"2023-09-21 12:49:27.447";"1695325767447";"526315";"2023-09-21";"12:49:27";"SLCE";"";"Light Curve end ";""
"2023-09-21 12:50:50.871";"1695325850871";"609739";"2023-09-21";"12:50:50";"SLCS";"";"Light Curve start ";""
"2023-09-21 12:50:50.871";"1695325850871";"609739";"2023-09-21";"12:50:50";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.015, ETRmPot: 20.146 ) ";""
"2023-09-21 12:50:50.871";"1695325850871";"609739";"2023-09-21";"12:50:50";"REG2";"";"#1: alpha: 0.091, ETRm: 35.951, Ik: 397.116 ";""
"2023-09-21 12:50:52.271";"1695325852271";"611139";"2023-09-21";"12:50:52";"FO";"19";"171";"363";"0";"0.529";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"171";"363";"0.529"
"2023-09-21 12:51:12.256";"1695325872256";"631124";"2023-09-21";"12:51:12";"F";"20";"145";"196";"65";"0.260";"7.1";"122";"0.84";"0.689";"0.615";"0.580";"0.852";"0.399";"0.341";"171";"363";"0.529"
"2023-09-21 12:51:32.253";"1695325892253";"651121";"2023-09-21";"12:51:32";"F";"21";"121";"159";"90";"0.239";"9.0";"107";"0.84";"0.731";"0.729";"0.646";"1.283";"0.333";"0.428";"171";"363";"0.529"
"2023-09-21 12:51:52.241";"1695325912241";"671109";"2023-09-21";"12:51:52";"F";"22";"113";"145";"125";"0.221";"11.6";"100";"0.84";"0.711";"0.766";"0.629";"1.503";"0.311";"0.468";"171";"363";"0.529"
