"2024-09-27";"14:59:11";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-09-27 14:31:59.928";"1727472719928";"0";"2024-09-27";"14:31:59";"SCHS";"";"Chart start ";""
"2024-09-27 14:45:33.814";"1727473533814";"813886";"2024-09-27";"14:45:33";"SLCS";"";"Light Curve start ";""
"2024-09-27 14:45:33.814";"1727473533814";"813886";"2024-09-27";"14:45:33";"REG1";"";"#2: alpha: 0.205, ETRm: 72.760, Ik: 355.234   ( beta: 2.089, ETRmPot: 2115.392 ) ";""
"2024-09-27 14:45:33.814";"1727473533814";"813886";"2024-09-27";"14:45:33";"REG2";"";"#2: alpha: 0.178, ETRm: 74.244, Ik: 417.258 ";""
"2024-09-27 14:45:35.220";"1727473535220";"815292";"2024-09-27";"14:45:35";"FO";"1";"66";"329";"0";"0.799";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"66";"329";"0.799"
"2024-09-27 14:45:55.206";"1727473555206";"835278";"2024-09-27";"14:45:55";"F";"2";"127";"215";"65";"0.409";"11.2";"60";"0.84";"0.568";"0.411";"0.268";"0.530";"0.386";"0.205";"66";"329";"0.799"
"2024-09-27 14:46:15.198";"1727473575198";"855270";"2024-09-27";"14:46:15";"F";"3";"116";"190";"90";"0.389";"14.7";"58";"0.84";"0.561";"0.498";"0.281";"0.732";"0.353";"0.258";"66";"329";"0.799"
"2024-09-27 14:46:35.183";"1727473595183";"875255";"2024-09-27";"14:46:35";"F";"4";"107";"176";"125";"0.392";"20.6";"56";"0.84";"0.575";"0.544";"0.301";"0.869";"0.325";"0.283";"66";"329";"0.799"
"2024-09-27 14:46:55.175";"1727473615175";"895247";"2024-09-27";"14:46:55";"F";"5";"97";"158";"190";"0.386";"30.8";"54";"0.84";"0.587";"0.605";"0.327";"1.082";"0.295";"0.319";"66";"329";"0.799"
"2024-09-27 14:47:15.167";"1727473635167";"915239";"2024-09-27";"14:47:15";"F";"6";"85";"137";"285";"0.380";"45.5";"52";"0.84";"0.612";"0.677";"0.374";"1.401";"0.258";"0.362";"66";"329";"0.799"
"2024-09-27 14:47:35.155";"1727473655155";"935227";"2024-09-27";"14:47:35";"F";"7";"75";"111";"420";"0.324";"57.2";"47";"0.84";"0.563";"0.757";"0.353";"1.964";"0.228";"0.448";"66";"329";"0.799"
"2024-09-27 14:47:55.138";"1727473675138";"955210";"2024-09-27";"14:47:55";"F";"8";"66";"89";"625";"0.258";"67.7";"43";"0.84";"0.500";"0.825";"0.326";"2.697";"0.201";"0.541";"66";"329";"0.799"
"2024-09-27 14:48:15.134";"1727473695134";"975206";"2024-09-27";"14:48:15";"F";"9";"62";"78";"820";"0.205";"70.6";"40";"0.84";"0.421";"0.856";"0.272";"3.218";"0.188";"0.607";"66";"329";"0.799"
"2024-09-27 14:48:18.423";"1727473698423";"978495";"2024-09-27";"14:48:18";"SLCE";"";"Light Curve end ";""
"2024-09-27 14:49:55.277";"1727473795277";"1075349";"2024-09-27";"14:49:55";"SLCS";"";"Light Curve start ";""
"2024-09-27 14:49:55.277";"1727473795277";"1075349";"2024-09-27";"14:49:55";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.039, ETRmPot: 8.853 ) ";""
"2024-09-27 14:49:55.277";"1727473795277";"1075349";"2024-09-27";"14:49:55";"REG2";"";"#2: alpha: 0.111, ETRm: 105.245, Ik: 946.857 ";""
"2024-09-27 14:49:56.676";"1727473796676";"1076748";"2024-09-27";"14:49:56";"FO";"10";"34";"116";"0";"0.707";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"34";"116";"0.707"
"2024-09-27 14:50:16.660";"1727473816660";"1096732";"2024-09-27";"14:50:16";"F";"11";"58";"84";"65";"0.310";"8.5";"31";"0.84";"0.491";"0.354";"0.262";"0.381";"0.500";"0.190";"34";"116";"0.707"
