"2023-02-20";"11:23:33";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-02-20 10:56:39.599";"1676919399599";"0";"2023-02-20";"10:56:39";"SCHS";"";"Chart start ";""
"2023-02-20 11:07:13.099";"1676920033099";"633500";"2023-02-20";"11:07:13";"SLCS";"";"Light Curve start ";""
"2023-02-20 11:07:13.099";"1676920033099";"633500";"2023-02-20";"11:07:13";"REG1";"";"#1: alpha: 0.207, ETRm: 35.352, Ik: 170.797   ( beta: 0.008, ETRmPot: 41.774 ) ";""
"2023-02-20 11:07:13.099";"1676920033099";"633500";"2023-02-20";"11:07:13";"REG2";"";"#1: alpha: 0.167, ETRm: 34.987, Ik: 209.841 ";""
"2023-02-20 11:07:14.491";"1676920034491";"634892";"2023-02-20";"11:07:14";"FO";"1";"218";"1119";"0";"0.805";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"218";"1119";"0.805"
"2023-02-20 11:07:34.486";"1676920054486";"654887";"2023-02-20";"11:07:34";"F";"2";"444";"812";"65";"0.453";"12.4";"203";"0.84";"0.604";"0.324";"0.276";"0.378";"0.397";"0.150";"218";"1119";"0.805"
"2023-02-20 11:07:54.467";"1676920074467";"674868";"2023-02-20";"11:07:54";"F";"3";"400";"652";"90";"0.387";"14.6";"191";"0.84";"0.547";"0.488";"0.261";"0.716";"0.357";"0.256";"218";"1119";"0.805"
"2023-02-20 11:08:14.457";"1676920094457";"694858";"2023-02-20";"11:08:14";"F";"4";"370";"572";"125";"0.353";"18.5";"184";"0.84";"0.521";"0.569";"0.259";"0.956";"0.331";"0.316";"218";"1119";"0.805"
"2023-02-20 11:08:34.446";"1676920114446";"714847";"2023-02-20";"11:08:34";"F";"5";"362";"520";"190";"0.304";"24.3";"178";"0.84";"0.462";"0.620";"0.227";"1.152";"0.324";"0.372";"218";"1119";"0.805"
"2023-02-20 11:08:54.432";"1676920134432";"734833";"2023-02-20";"11:08:54";"F";"6";"361";"481";"285";"0.249";"29.8";"173";"0.84";"0.390";"0.658";"0.187";"1.326";"0.323";"0.428";"218";"1119";"0.805"
"2023-02-20 11:09:14.427";"1676920154427";"754828";"2023-02-20";"11:09:14";"F";"7";"360";"445";"420";"0.191";"33.7";"168";"0.84";"0.307";"0.693";"0.143";"1.515";"0.322";"0.487";"218";"1119";"0.805"
"2023-02-20 11:09:34.409";"1676920174409";"774810";"2023-02-20";"11:09:34";"F";"8";"349";"404";"625";"0.136";"35.7";"162";"0.84";"0.227";"0.731";"0.105";"1.770";"0.312";"0.552";"218";"1119";"0.805"
"2023-02-20 11:09:54.403";"1676920194403";"794804";"2023-02-20";"11:09:54";"F";"9";"330";"367";"820";"0.101";"34.8";"156";"0.84";"0.175";"0.766";"0.083";"2.049";"0.295";"0.604";"218";"1119";"0.805"
"2023-02-20 11:09:58.270";"1676920198270";"798671";"2023-02-20";"11:09:58";"SLCE";"";"Light Curve end ";""
"2023-02-20 11:12:07.288";"1676920327288";"927689";"2023-02-20";"11:12:07";"SLCS";"";"Light Curve start ";""
"2023-02-20 11:12:07.288";"1676920327288";"927689";"2023-02-20";"11:12:07";"REG1";"";"#1: alpha: 0.152, ETRm: 45.805, Ik: 301.237   ( beta: 0.002, ETRmPot: 48.487 ) ";""
"2023-02-20 11:12:07.288";"1676920327288";"927689";"2023-02-20";"11:12:07";"REG2";"";"#1: alpha: 0.123, ETRm: 43.599, Ik: 353.902 ";""
"2023-02-20 11:12:08.678";"1676920328678";"929079";"2023-02-20";"11:12:08";"FO";"10";"209";"904";"0";"0.769";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"209";"904";"0.769"
"2023-02-20 11:12:28.662";"1676920348662";"949063";"2023-02-20";"11:12:28";"F";"11";"355";"564";"65";"0.371";"10.1";"183";"0.84";"0.549";"0.452";"0.283";"0.603";"0.393";"0.236";"209";"904";"0.769"
"2023-02-20 11:12:48.651";"1676920368651";"969052";"2023-02-20";"11:12:48";"F";"12";"298";"439";"90";"0.321";"12.1";"168";"0.84";"0.520";"0.610";"0.293";"1.059";"0.330";"0.349";"209";"904";"0.769"
"2023-02-20 11:13:08.642";"1676920388642";"989043";"2023-02-20";"11:13:08";"F";"13";"259";"370";"125";"0.300";"15.8";"157";"0.84";"0.521";"0.694";"0.316";"1.443";"0.287";"0.413";"209";"904";"0.769"
