"2023-10-06";"11:06:39";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2023-10-06 10:47:12.386";"1696614432386";"0";"2023-10-06";"10:47:12";"SCHS";"";"Chart start ";""
"2023-10-06 10:53:08.678";"1696614788678";"356292";"2023-10-06";"10:53:08";"SLCS";"";"Light Curve start ";""
"2023-10-06 10:53:08.678";"1696614788678";"356292";"2023-10-06";"10:53:08";"REG1";"";"#1: alpha: 0.203, ETRm: 67.880, Ik: 334.141   ( beta: 0.040, ETRmPot: 115.965 ) ";""
"2023-10-06 10:53:08.678";"1696614788678";"356292";"2023-10-06";"10:53:08";"REG2";"";"#1: alpha: 0.173, ETRm: 67.789, Ik: 392.568 ";""
"2023-10-06 10:53:10.081";"1696614790081";"357695";"2023-10-06";"10:53:10";"FO";"1";"155";"716";"0";"0.784";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"155";"716";"0.784"
"2023-10-06 10:53:30.070";"1696614810070";"377684";"2023-10-06";"10:53:30";"F";"2";"240";"446";"65";"0.462";"12.6";"137";"0.84";"0.667";"0.449";"0.381";"0.605";"0.335";"0.203";"155";"716";"0.784"
"2023-10-06 10:53:50.052";"1696614830052";"397666";"2023-10-06";"10:53:50";"F";"3";"223";"389";"90";"0.427";"16.1";"131";"0.84";"0.643";"0.540";"0.378";"0.841";"0.311";"0.262";"155";"716";"0.784"
"2023-10-06 10:54:10.042";"1696614850042";"417656";"2023-10-06";"10:54:10";"F";"4";"216";"370";"125";"0.416";"21.8";"129";"0.84";"0.639";"0.570";"0.382";"0.935";"0.302";"0.282";"155";"716";"0.784"
"2023-10-06 10:54:30.037";"1696614870037";"437651";"2023-10-06";"10:54:30";"F";"5";"207";"336";"190";"0.384";"30.6";"125";"0.84";"0.611";"0.624";"0.369";"1.131";"0.289";"0.327";"155";"716";"0.784"
"2023-10-06 10:54:50.022";"1696614890022";"457636";"2023-10-06";"10:54:50";"F";"6";"200";"307";"285";"0.349";"41.8";"120";"0.84";"0.572";"0.667";"0.343";"1.332";"0.279";"0.372";"155";"716";"0.784"
"2023-10-06 10:55:10.014";"1696614910014";"477628";"2023-10-06";"10:55:10";"F";"7";"198";"280";"420";"0.293";"51.7";"116";"0.84";"0.500";"0.708";"0.293";"1.557";"0.277";"0.430";"155";"716";"0.784"
"2023-10-06 10:55:30.005";"1696614930005";"497619";"2023-10-06";"10:55:30";"F";"8";"195";"256";"625";"0.238";"62.5";"112";"0.84";"0.424";"0.743";"0.244";"1.797";"0.272";"0.490";"155";"716";"0.784"
"2023-10-06 10:55:49.993";"1696614949993";"517607";"2023-10-06";"10:55:49";"F";"9";"192";"238";"820";"0.193";"66.5";"108";"0.84";"0.354";"0.768";"0.199";"2.008";"0.268";"0.539";"155";"716";"0.784"
"2023-10-06 10:55:53.071";"1696614953071";"520685";"2023-10-06";"10:55:53";"SLCE";"";"Light Curve end ";""
"2023-10-06 10:57:50.518";"1696615070518";"638132";"2023-10-06";"10:57:50";"SLCS";"";"Light Curve start ";""
"2023-10-06 10:57:50.518";"1696615070518";"638132";"2023-10-06";"10:57:50";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.024, ETRmPot: 41.301 ) ";""
"2023-10-06 10:57:50.518";"1696615070518";"638132";"2023-10-06";"10:57:50";"REG2";"";"#1: alpha: 0.119, ETRm: 69.543, Ik: 583.069 ";""
"2023-10-06 10:57:51.927";"1696615071927";"639541";"2023-10-06";"10:57:51";"FO";"10";"130";"486";"0";"0.733";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"130";"486";"0.733"
"2023-10-06 10:58:11.907";"1696615091907";"659521";"2023-10-06";"10:58:11";"F";"11";"161";"250";"65";"0.356";"9.7";"104";"0.84";"0.610";"0.590";"0.394";"0.944";"0.331";"0.313";"130";"486";"0.733"
"2023-10-06 10:58:31.904";"1696615111904";"679518";"2023-10-06";"10:58:31";"F";"12";"124";"182";"90";"0.319";"12.1";"90";"0.84";"0.630";"0.742";"0.457";"1.670";"0.255";"0.426";"130";"486";"0.733"
