"2024-06-27";"12:53:25";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-06-27 12:36:35.467";"1719516995467";"0";"2024-06-27";"12:36:35";"SCHS";"";"Chart start ";""
"2024-06-27 12:37:42.551";"1719517062551";"67084";"2024-06-27";"12:37:42";"SLCS";"";"Light Curve start ";""
"2024-06-27 12:37:42.551";"1719517062551";"67084";"2024-06-27";"12:37:42";"REG1";"";"#2: alpha: 0.228, ETRm: 120.640, Ik: 528.948   ( beta: 2.012, ETRmPot: 3055.978 ) ";""
"2024-06-27 12:37:42.551";"1719517062551";"67084";"2024-06-27";"12:37:42";"REG2";"";"#2: alpha: 0.203, ETRm: 118.131, Ik: 583.336 ";""
"2024-06-27 12:37:43.953";"1719517063953";"68486";"2024-06-27";"12:37:43";"FO";"1";"60";"310";"0";"0.806";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"60";"310";"0.806"
"2024-06-27 12:38:03.941";"1719517083941";"88474";"2024-06-27";"12:38:03";"F";"2";"132";"282";"65";"0.532";"14.5";"59";"0.84";"0.673";"0.108";"0.301";"0.099";"0.426";"0.042";"60";"310";"0.806"
"2024-06-27 12:38:23.931";"1719517103931";"108464";"2024-06-27";"12:38:23";"F";"3";"133";"262";"90";"0.492";"18.6";"58";"0.84";"0.632";"0.184";"0.276";"0.183";"0.429";"0.079";"60";"310";"0.806"
"2024-06-27 12:38:43.923";"1719517123923";"128456";"2024-06-27";"12:38:43";"F";"4";"131";"248";"125";"0.472";"24.8";"57";"0.84";"0.613";"0.236";"0.267";"0.250";"0.423";"0.105";"60";"310";"0.806"
"2024-06-27 12:39:03.908";"1719517143908";"148441";"2024-06-27";"12:39:03";"F";"5";"122";"227";"190";"0.463";"36.9";"56";"0.84";"0.614";"0.316";"0.282";"0.366";"0.394";"0.143";"60";"310";"0.806"
