"2022-07-27";"10:34:13";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1100B) ";""
"2022-07-27 10:15:07.991";"1658942107991";"0";"2022-07-27";"10:15:07";"SCHS";"";"Chart start ";""
"2022-07-27 10:17:23.572";"1658942243572";"135581";"2022-07-27";"10:17:23";"SLCS";"";"Light Curve start ";""
"2022-07-27 10:17:23.572";"1658942243572";"135581";"2022-07-27";"10:17:23";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.009, ETRmPot: 26.024 ) ";""
"2022-07-27 10:17:23.572";"1658942243572";"135581";"2022-07-27";"10:17:23";"REG2";"";"#1: alpha: 0.119, ETRm: 32.246, Ik: 271.321 ";""
"2022-07-27 10:17:24.960";"1658942244960";"136969";"2022-07-27";"10:17:24";"FO";"1";"359";"1310";"0";"-";"0.726";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"359";"1310";"0.726"
"2022-07-27 10:17:44.951";"1658942264951";"156960";"2022-07-27";"10:17:44";"F";"2";"486";"719";"65";"-";"0.324";"8.8";"293";"0.84";"0.547";"0.552";"0.330";"0.822";"0.371";"0.305";"359";"1310";"0.726"
"2022-07-27 10:18:04.937";"1658942284937";"176946";"2022-07-27";"10:18:04";"F";"3";"448";"636";"90";"-";"0.296";"11.2";"278";"0.84";"0.525";"0.624";"0.326";"1.060";"0.342";"0.362";"359";"1310";"0.726"
"2022-07-27 10:18:24.932";"1658942304932";"196941";"2022-07-27";"10:18:24";"F";"4";"441";"608";"125";"-";"0.275";"14.4";"273";"0.84";"0.499";"0.648";"0.309";"1.155";"0.337";"0.388";"359";"1310";"0.726"
"2022-07-27 10:18:44.925";"1658942324925";"216934";"2022-07-27";"10:18:44";"F";"5";"443";"588";"190";"-";"0.247";"19.7";"269";"0.84";"0.455";"0.665";"0.276";"1.228";"0.338";"0.415";"359";"1310";"0.726"
"2022-07-27 10:19:04.913";"1658942344913";"236922";"2022-07-27";"10:19:04";"F";"6";"451";"565";"285";"-";"0.202";"24.2";"264";"0.84";"0.379";"0.683";"0.222";"1.319";"0.344";"0.454";"359";"1310";"0.726"
"2022-07-27 10:19:24.902";"1658942364902";"256911";"2022-07-27";"10:19:24";"F";"7";"466";"554";"420";"-";"0.159";"28.0";"261";"0.84";"0.300";"0.692";"0.168";"1.365";"0.356";"0.485";"359";"1310";"0.726"
"2022-07-27 10:19:44.885";"1658942384885";"276894";"2022-07-27";"10:19:44";"F";"8";"482";"545";"625";"-";"0.116";"30.5";"259";"0.84";"0.220";"0.699";"0.118";"1.404";"0.368";"0.516";"359";"1310";"0.726"
"2022-07-27 10:20:04.877";"1658942404877";"296886";"2022-07-27";"10:20:04";"F";"9";"497";"552";"820";"-";"0.100";"34.4";"261";"0.84";"0.189";"0.694";"0.099";"1.373";"0.379";"0.521";"359";"1310";"0.726"
"2022-07-27 10:20:08.049";"1658942408049";"300058";"2022-07-27";"10:20:08";"SLCE";"";"Light Curve end ";""
"2022-07-27 10:25:06.378";"1658942706378";"598387";"2022-07-27";"10:25:06";"SLCS";"";"Light Curve start ";""
"2022-07-27 10:25:06.378";"1658942706378";"598387";"2022-07-27";"10:25:06";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 32.628 ) ";""
"2022-07-27 10:25:06.378";"1658942706378";"598387";"2022-07-27";"10:25:06";"REG2";"";"#1: alpha: 0.113, ETRm: 41.913, Ik: 372.203 ";""
"2022-07-27 10:25:07.772";"1658942707772";"599781";"2022-07-27";"10:25:07";"FO";"10";"240";"724";"0";"-";"0.669";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"240";"724";"0.669"
"2022-07-27 10:25:27.768";"1658942727768";"619777";"2022-07-27";"10:25:27";"F";"11";"274";"411";"65";"-";"0.333";"9.1";"192";"0.84";"0.626";"0.548";"0.439";"0.762";"0.378";"0.289";"240";"724";"0.669"
"2022-07-27 10:25:47.752";"1658942747752";"639761";"2022-07-27";"10:25:47";"F";"12";"241";"340";"90";"-";"0.291";"11.0";"175";"0.84";"0.600";"0.659";"0.436";"1.129";"0.333";"0.376";"240";"724";"0.669"
"2022-07-27 10:26:07.744";"1658942767744";"659753";"2022-07-27";"10:26:07";"F";"13";"229";"317";"125";"-";"0.278";"14.6";"168";"0.84";"0.591";"0.692";"0.434";"1.284";"0.316";"0.406";"240";"724";"0.669"
"2022-07-27 10:26:27.727";"1658942787727";"679736";"2022-07-27";"10:26:27";"F";"14";"225";"301";"190";"-";"0.252";"20.1";"164";"0.84";"0.555";"0.717";"0.405";"1.405";"0.311";"0.437";"240";"724";"0.669"
"2022-07-27 10:26:47.719";"1658942807719";"699728";"2022-07-27";"10:26:47";"F";"15";"225";"289";"285";"-";"0.221";"26.5";"160";"0.84";"0.496";"0.733";"0.353";"1.505";"0.311";"0.468";"240";"724";"0.669"
"2022-07-27 10:27:07.704";"1658942827704";"719713";"2022-07-27";"10:27:07";"F";"16";"228";"278";"420";"-";"0.180";"31.8";"157";"0.84";"0.413";"0.750";"0.284";"1.604";"0.315";"0.505";"240";"724";"0.669"
"2022-07-27 10:27:27.693";"1658942847693";"739702";"2022-07-27";"10:27:27";"F";"17";"232";"272";"625";"-";"0.147";"38.6";"155";"0.84";"0.342";"0.758";"0.228";"1.662";"0.320";"0.533";"240";"724";"0.669"
"2022-07-27 10:27:47.681";"1658942867681";"759690";"2022-07-27";"10:27:47";"F";"18";"236";"269";"820";"-";"0.123";"42.4";"154";"0.84";"0.287";"0.762";"0.187";"1.691";"0.326";"0.551";"240";"724";"0.669"
"2022-07-27 10:27:51.455";"1658942871455";"763464";"2022-07-27";"10:27:51";"SLCE";"";"Light Curve end ";""
"2022-07-27 10:30:05.503";"1658943005503";"897512";"2022-07-27";"10:30:05";"SLCS";"";"Light Curve start ";""
"2022-07-27 10:30:05.503";"1658943005503";"897512";"2022-07-27";"10:30:05";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 43.508 ) ";""
"2022-07-27 10:30:05.503";"1658943005503";"897512";"2022-07-27";"10:30:05";"REG2";"";"#1: alpha: 0.153, ETRm: 45.913, Ik: 300.239 ";""
"2022-07-27 10:30:06.897";"1658943006897";"898906";"2022-07-27";"10:30:06";"FO";"19";"202";"978";"0";"-";"0.793";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"202";"978";"0.793"
"2022-07-27 10:30:26.880";"1658943026880";"918889";"2022-07-27";"10:30:26";"F";"20";"346";"612";"65";"-";"0.435";"11.9";"180";"0.84";"0.616";"0.443";"0.320";"0.598";"0.354";"0.211";"202";"978";"0.793"
"2022-07-27 10:30:46.878";"1658943046878";"938887";"2022-07-27";"10:30:46";"F";"21";"317";"508";"90";"-";"0.376";"14.2";"170";"0.84";"0.565";"0.564";"0.303";"0.925";"0.324";"0.300";"202";"978";"0.793"
"2022-07-27 10:31:06.867";"1658943066867";"958876";"2022-07-27";"10:31:06";"F";"22";"307";"472";"125";"-";"0.350";"18.4";"165";"0.84";"0.537";"0.604";"0.289";"1.072";"0.314";"0.336";"202";"978";"0.793"
"2022-07-27 10:31:26.852";"1658943086852";"978861";"2022-07-27";"10:31:26";"F";"23";"297";"436";"190";"-";"0.319";"25.5";"161";"0.84";"0.505";"0.646";"0.274";"1.243";"0.304";"0.377";"202";"978";"0.793"
"2022-07-27 10:31:46.838";"1658943106838";"998847";"2022-07-27";"10:31:46";"F";"24";"286";"396";"285";"-";"0.278";"33.3";"155";"0.84";"0.456";"0.689";"0.247";"1.470";"0.292";"0.430";"202";"978";"0.793"
"2022-07-27 10:32:06.833";"1658943126833";"1018842";"2022-07-27";"10:32:06";"F";"25";"280";"361";"420";"-";"0.224";"39.5";"149";"0.84";"0.382";"0.727";"0.203";"1.709";"0.286";"0.490";"202";"978";"0.793"
"2022-07-27 10:32:26.816";"1658943146816";"1038825";"2022-07-27";"10:32:26";"F";"26";"278";"333";"625";"-";"0.165";"43.3";"144";"0.84";"0.291";"0.756";"0.151";"1.937";"0.284";"0.551";"202";"978";"0.793"
"2022-07-27 10:32:46.809";"1658943166809";"1058818";"2022-07-27";"10:32:46";"F";"27";"274";"318";"820";"-";"0.138";"47.5";"141";"0.84";"0.249";"0.772";"0.128";"2.075";"0.280";"0.582";"202";"978";"0.793"
"2022-07-27 10:32:50.242";"1658943170242";"1062251";"2022-07-27";"10:32:50";"SLCE";"";"Light Curve end ";""
