Date,Site,TreeID,BranchID,Li600_1,Li600_2,Li600_3,Dark_Li600,jPAM_start,jPAM_end,Hour,jpam_directory
5/20/24,Garcia,G,2,4,5,6,2,11:01:51,11:04:36,11,052024_GarciaG
5/20/24,Garcia,G,3,7,8,9,4,11:05:50,11:08:34,11,052024_GarciaG
5/20/24,Garcia,E,1,1,2,3,1,11:45:03,11:47:48,12,052024_GarciaE
5/20/24,Garcia,E,2,4,5,6,2,,,12,
5/20/24,Garcia,E,3,7,8,9,3,11:53:16,11:56:01,12,052024_GarciaE
5/20/24,Garcia,H,1,1,2,3,1,12:50:10,12:52:55,13,052024_GarciaH
5/20/24,Garcia,H,2,4,5,6,2,12:54:29,12:57:15,13,052024_GarciaH
5/20/24,Garcia,H,3,7,8,9,3,12:58:31,13:01:17,13,052024_GarciaH
5/20/24,Garcia,G,1,1,2,4,1,13:47:13,13:49:57,14,052024_GarciaG_2
5/20/24,Garcia,G,2,5,6,7,2,13:51:15,13:54:00,14,052024_GarciaG_2
5/20/24,Garcia,G,3,8,9,10,3,13:55:18,13:58:02,14,052024_GarciaG_2
5/20/24,Garcia,E,1,1,2,3,1,14:33:27,14:36:12,15,052024_GarciaE_2
5/20/24,Garcia,E,2,4,5,6,2,14:37:12,14:39:56,15,052024_GarciaE_2
5/20/24,Garcia,E,3,7,8,9,3,14:41:23,14:44:07,15,052024_GarciaE_2
5/20/24,Garcia,H,1,1,2,3,1,15:20:45,15:23:31,16,052024_GarciaH_2
5/20/24,Garcia,H,2,5,6,7,2,15:24:27,15:27:11,16,052024_GarciaH_2
5/20/24,Garcia,H,3,8,9,10,3,15:28:07,15:30:52,16,052024_GarciaH_2
6/6/24,Garcia,G,1,1,2,3,10,10:21:35,10:24:20,10,060624_GarciaG
6/6/24,Garcia,G,2,4,5,6,11,10:25:52,10:28:36,10,060624_GarciaG
6/6/24,Garcia,G,3,7,8,9,12,10:30:21,10:33:05,10,060624_GarciaG
6/6/24,Garcia,E,1,1,2,3,1,11:13:32,11:16:17,11,060624_GarciaE
6/6/24,Garcia,E,2,4,5,6,2,11:17:48,11:20:33,11,060624_GarciaE
6/6/24,Garcia,E,3,7,8,9,3,11:23:29,11:26:14,11,060624_GarciaE
6/6/24,Garcia,H,1,1,2,3,1,12:09:11,12:11:56,12,060624_GarciaH
6/6/24,Garcia,H,2,4,5,6,2,12:14:47,12:17:32,12,060624_GarciaH
6/6/24,Garcia,H,3,7,8,9,3,12:19:35,12:22:20,12,060624_GarciaH
6/27/24,Garcia,G,1,1,2,3,1,10:21:05,10:23:49,11,062724_GarciaG
6/27/24,Garcia,G,2,4,5,6,2,10:30:12,10:32:56,11,062724_GarciaG
6/27/24,Garcia,G,3,7,8,9,3,10:35:09,10:37:54,11,062724_GarciaG
6/27/24,Garcia,E,1,1,2,3,1,11:26:56,11:29:42,12,062724_GarciaE
6/27/24,Garcia,E,2,4,5,6,2,11:32:15,11:35:00,12,062724_GarciaE
6/27/24,Garcia,E,3,7,8,9,3,11:39:30,11:42:15,12,062724_GarciaE
6/27/24,Garcia,H,1,1,2,3,1,12:37:42,12:40:26,13,062724_GarciaH
6/27/24,Garcia,H,2,4,5,6,2,12:41:53,12:44:37,13,062724_GarciaH
6/27/24,Garcia,H,3,7,8,9,3,12:49:17,12:52:02,13,062724_GarciaH
6/27/24,Garcia,G,1,1,3,4,1,13:52:45,13:55:30,14,062724_GarciaG_2
6/27/24,Garcia,G,2,5,6,7,2,13:57:53,14:00:39,14,062724_GarciaG_2
6/27/24,Garcia,G,3,8,9,10,3,14:01:40,14:04:05,14,062724_GarciaG_2
6/27/24,Garcia,E,1,1,2,3,1,14:44:55,14:47:40,15,062724_GarciaE_2
6/27/24,Garcia,E,2,4,5,6,2,,,15,
6/27/24,Garcia,E,3,7,8,9,3,,,15,
6/27/24,Garcia,H,1,1,2,3,1,,,16,
6/27/24,Garcia,H,2,4,5,6,2,,,16,
6/27/24,Garcia,H,3,7,8,9,3,,,16,
8/9/24,Garcia,G,1,1,2,3,1,9:50:27,9:53:11,10,080924_GarciaG
8/9/24,Garcia,G,2,4,5,6,2,9:54:29,9:57:11,10,080924_GarciaG
8/9/24,Garcia,G,3,8,9,11,3,10:04:04,10:06:49,10,080924_GarciaG
8/9/24,Garcia,E,1,1,2,3,1,10:42:59,10:45:45,11,080924_GarciaE
8/9/24,Garcia,E,2,4,5,6,2,10:47:41,10:50:26,11,080924_GarciaE
8/9/24,Garcia,E,3,7,8,9,3,10:54:45,10:57:30,11,080924_GarciaE
8/9/24,Garcia,H,1,1,2,3,1,11:51:34,11:54:19,12,080924_GarciaH
8/9/24,Garcia,H,2,5,6,7,2,12:01:32,12:04:16,12,080924_GarciaH
8/9/24,Garcia,H,3,8,9,10,3,,,,
8/9/24,Garcia,G,1,1,2,3,1,12:54:50,12:57:35,13,080924_GarciaG_2
8/9/24,Garcia,G,2,4,5,6,2,12:59:08,13:01:53,13,080924_GarciaG_2
8/9/24,Garcia,G,3,7,8,9,3,13:02:51,13:05:36,13,080924_GarciaG_2
8/9/24,Garcia,E,1,1,2,3,1,14:01:53,14:04:38,14,080924_GarciaE_2
8/9/24,Garcia,E,2,4,5,6,2,14:05:45,14:08:29,14,080924_GarciaE_2
8/9/24,Garcia,E,3,7,8,9,4,14:09:50,14:12:35,14,080924_GarciaE_2
8/9/24,Garcia,H,1,1,2,3,1,14:53:02,14:55:46,15,080924_GarciaH_2
8/9/24,Garcia,H,2,4,5,6,2,14:57:06,14:59:51,15,080924_GarciaH_2
8/9/24,Garcia,H,3,7,8,9,3,15:00:45,15:03:30,15,080924_GarciaH_2
