"STATION","NAME","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-21","42",",,U","58","H,,U","31","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-22","45",",,U","55","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-23","45",",,U","63","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-24","49",",,U","68","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-25","51",",,U","70","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-26","51",",,U","71","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-27","47",",,U","64","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-28","44",",,U","56","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-29","42",",,U","55","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-30","40",",,U","60","H,,U","27","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-01-31","43",",,U","64","H,,U","29","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-01","45",",,U","62","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-02","51",",,U","60","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-03","49",",,U","57","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-04","49",",,U","54","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-05","45",",,U","48","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-06","44",",,U","56","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-07","44",",,U","59","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-08","46",",,U","63","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-09","48",",,U","67","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-10","42",",,U","55","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-11","44",",,U","56","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-12","48",",,U","70","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-13","45",",,U","56","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-14","39",",,U","47","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-15","40",",,U","61","H,,U","26","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-16","44",",,U","55","H,,U","31","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-17","48",",,U","63","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-18","45",",,U","65","H,,U","30","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-19","50",",,U","72","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-20","54",",,U","72","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-21","43",",,U","49","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-22","37",",,U","45","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-23","35",",,U","43","H,,U","31","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-24","36",",,U","45","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-25","41",",,U","54","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-26","42",",,U","51","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-27","39",",,U","46","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-02-28","41",",,U","47","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-01","39",",,U","51","H,,U","31","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-02","41",",,U","57","H,,U","29","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-03","44",",,U","54","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-04","41",",,U","47","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-05","40",",,U","48","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-06","40",",,U","49","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-07","41",",,U","47","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-08","43",",,U","55","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-09","43",",,U","50","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-10","47",",,U","58","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-11","47",",,U","52","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-12","53",",,U","56","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-13","53",",,U","57","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-14","51",",,U","58","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-15","45",",,U","59","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-16","48",",,U","66","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-17","48",",,U","68","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-18","53",",,U","64","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-19","51",",,U","57","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-20","47",",,U","59","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-21","45",",,U","52","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-22","48",",,U","58","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-23","46",",,U","53","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-24","42",",,U","51","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-25","42",",,U","53","H,,U","30","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-26","42",",,U","56","H,,U","29","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-27","44",",,U","58","H,,U","30","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-28","45",",,U","50","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-29","44",",,U","54","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-30","44",",,U","54","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-03-31","45",",,U","54","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-01","47",",,U","55","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-02","45",",,U","53","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-03","42",",,U","52","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-04","43",",,U","54","H,,U","30","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-05","47",",,U","60","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-06","49",",,U","57","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-07","51",",,U","60","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-08","53",",,U","68","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-09","56",",,U","73","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-10","58",",,U","76","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-11","51",",,U","58","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-12","46",",,U","55","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-13","46",",,U","61","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-14","49",",,U","63","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-15","50",",,U","66","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-16","51",",,U","64","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-17","49",",,U","58","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-18","46",",,U","56","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-19","48",",,U","65","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-20","51",",,U","66","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-21","56",",,U","74","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-22","58",",,U","73","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-23","56",",,U","68","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-24","53",",,U","66","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-25","60",",,U","85","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-26","68",",,U","89","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-27","71",",,U","95","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-28","66",",,U","92","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-29","59",",,U","80","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-04-30","51",",,U","61","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-01","49",",,U","52","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-02","50",",,U","59","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-03","51",",,U","61","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-04","51",",,U","60","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-05","51",",,U","57","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-06","53",",,U","64","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-07","53",",,U","64","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-08","53",",,U","62","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-09","55",",,U","70","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-10","54",",,U","66","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-11","57",",,U","70","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-12","59",",,U","80","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-13","70",",,U","95","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-14","70",",,U","87","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-15","63",",,U","84","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-16","64",",,U","88","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-17","63",",,U","84","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-18","62",",,U","80","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-19","59",",,U","77","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-20","58",",,U","77","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-21","61",",,U","79","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-22","62",",,U","83","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-23","61",",,U","81","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-24","58",",,U","77","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-25","59",",,U","79","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-26","59",",,U","77","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-27","58",",,U","76","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-28","61",",,U","84","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-29","61",",,U","74","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-30","56",",,U","69","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-05-31","58",",,U","75","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-01","58",",,U","75","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-02","58",",,U","78","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-03","63",",,U","85","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-04","69",",,U","91","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-05","63",",,U","83","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-06","60",",,U","71","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-07","61",",,U","73","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-08","60",",,U","73","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-09","58",",,U","69","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-10","62",",,U","84","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-11","65",",,U","85","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-12","61",",,U","80","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-13","63",",,U","80","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-14","65",",,U","82","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-15","67",",,U","86","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-16","67",",,U","89","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-17","65",",,U","84","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-18","59",",,U","73","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-19","55",",,U","65","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-20","57",",,U","70","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-21","61",",,U","80","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-22","60",",,U","81","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-23","59",",,U","71","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-24","60",",,U","72","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-25","60",",,U","75","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-26","59",",,U","77","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-27","60",",,U","79","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-28","64",",,U","85","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-29","70",",,U","92","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-06-30","77",",,U","99","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-01","83",",,U","106","H,,U","59","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-02","83",",,U","104","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-03","73",",,U","93","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-04","65",",,U","86","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-05","62",",,U","82","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-06","62",",,U","82","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-07","60",",,U","76","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-08","59",",,U","74","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-09","60",",,U","74","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-10","65",",,U","84","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-11","68",",,U","88","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-12","66",",,U","85","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-13","69",",,U","90","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-14","72",",,U","94","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-15","75",",,U","98","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-16","75",",,U","96","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-17","74",",,U","92","H,,U","59","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-18","68",",,U","86","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-19","66",",,U","90","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-20","68",",,U","93","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-21","72",",,U","94","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-22","72",",,U","95","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-23","70",",,U","89","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-24","66",",,U","82","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-25","69",",,U","88","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-26","70",",,U","91","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-27","64",",,U","83","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-28","65",",,U","84","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-29","65",",,U","84","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-30","66",",,U","86","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-07-31","67",",,U","87","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-01","65",",,U","89","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-02","64",",,U","78","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-03","63",",,U","79","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-04","66",",,U","85","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-05","69",",,U","89","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-06","72",",,U","92","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-07","72",",,U","91","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-08","71",",,U","91","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-09","67",",,U","84","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-10","68",",,U","86","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-11","71",",,U","91","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-12","76",",,U","97","H,,U","57","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-13","77",",,U","101","H,,U","58","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-14","75",",,U","95","H,,U","62","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-15","78",",,U","104","H,,U","61","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-16","80",",,U","104","H,,U","61","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-17","77",",,U","96","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-18","68",",,U","89","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-19","69",",,U","93","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-20","66",",,U","76","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-21","68",",,U","74","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-22","68",",,U","84","H,,U","59","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-23","74",",,U","94","H,,U","57","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-24","75",",,U","94","H,,U","59","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-25","65",",,U","82","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-26","64",",,U","85","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-27","64",",,U","85","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-28","65",",,U","86","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-29","65",",,U","82","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-30","68",",,U","88","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-31","65",",,U","82","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-01","63",",,U","73","H,,U","58","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-02","65",",,U","71","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-03","64",",,U","76","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-04","64",",,U","81","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-05","68",",,U","89","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-06","65",",,U","85","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-07","65",",,U","85","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-08","66",",,U","87","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-09","64",",,U","88","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-10","63",",,U","84","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-11","64",",,U","83","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-12","66",",,U","83","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-13","70",",,U","93","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-14","70",",,U","93","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-15","65",",,U","87","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-16","62",",,U","81","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-17","64",",,U","78","H,,U","57","H,,U"
